parameter,value,se_lin,rse_lin
Cl_pop,20.6439031632706,4.0516015628539,19.6261410974959
beta_Cl_tSCRMGDL,-0.415414740866659,0.183097618794863,44.0758598052817
V1_pop,24.18786484628,2.1934012963339,9.06818898763295
Q_pop,23.4,,
V2_pop,12.629157258225,2.91708976108351,23.0980555664844
omega_Cl,0.224361367557992,0.0427641528592721,19.0603905319032
omega_V1,0.309513359408051,0.071343257038934,23.0501381831721
omega_Q,0.848440074182673,0.244757784078762,28.8479754229601
omega_V2,0.796947285532566,0.187287505423027,23.5006140083495
a,1.86405031846178,0.219954579778298,11.7998198653674
