standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.77078,0.200978,-2.34993,0.0738608,-2.23891,0.0668138,-2.5587,0.0200892,All
-1.485,0.125611,-1.96112,0.0738608,-1.80909,0.100221,-2.20132,0,All
-1.19922,0.427079,-1.57231,0.110791,-1.37927,0.200441,-1.84394,0.0401784,All
-0.913434,0.301468,-1.18349,0.166187,-0.949452,0.150331,-1.48656,0.200892,All
-0.627652,0.32659,-0.794682,0.332373,-0.519631,0.233848,-1.12918,0.220981,All
-0.341871,0.351712,-0.40587,0.553956,-0.089811,0.367476,-0.771798,0.441962,All
-0.0560892,0.175856,-0.0170578,0.480095,0.340009,0.551214,-0.414417,0.341516,All
0.229692,0.301468,0.371754,0.258513,0.76983,0.417586,-0.0570367,0.341516,All
0.515474,0.32659,0.760566,0.258513,1.19965,0.233848,0.300344,0.381695,All
0.801255,0.32659,1.14938,0.203117,1.62947,0.116924,0.657725,0.321427,All
1.08704,0.452201,1.53819,0.0553956,2.05929,0.0334069,1.01511,0.301338,All
1.37282,0.376834,1.927,0.0553956,2.48911,0.0167035,1.37249,0.321427,All
1.6586,0.0753669,2.31581,0.147722,2.91893,0.0167035,1.72987,0.0803568,All
