iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,13.9768,0.0461871,25.6006,0.171715,37.2974,0.882385,21.0276,0.731595
2,14.0191,0.0423333,25.5633,0.166356,35.9711,0.804992,21.0829,0.639172
3,14.0157,0.0408785,25.4673,0.161134,34.952,0.773499,21.2192,0.603112
4,14.0226,0.041846,25.5095,0.155716,34.6249,0.754584,21.708,0.608035
5,14.0291,0.0413358,25.582,0.154078,35.4223,0.748339,21.9623,0.604205
6,14.0247,0.0422334,25.5272,0.149242,36.4417,0.745179,21.7331,0.590813
7,14.0184,0.0419757,25.5734,0.14596,36.596,0.725494,21.2257,0.577307
8,14.0383,0.0430794,25.6145,0.144949,36.9162,0.73181,21.0564,0.568605
9,14.0363,0.0438782,25.6388,0.144069,36.9356,0.732965,21.2552,0.571549
10,14.0339,0.0434596,25.6029,0.142747,37.2682,0.735861,21.3725,0.572396
11,14.0316,0.0426754,25.6314,0.140769,36.9657,0.730731,21.2619,0.562672
12,14.028,0.0422602,25.6376,0.138798,37.4481,0.730515,21.212,0.55666
13,14.0246,0.0420081,25.6456,0.138011,37.3729,0.732657,21.1458,0.554235
14,14.0146,0.0420588,25.6506,0.13763,37.7816,0.734704,21.3624,0.555548
15,14.0118,0.0417721,25.6031,0.137555,38.9478,0.751864,21.5353,0.551875
16,14.0139,0.0417287,25.5592,0.136836,39.2852,0.752879,21.7719,0.549124
17,14.0084,0.0414017,25.5577,0.137383,39.9189,0.757303,21.717,0.546715
18,14.0065,0.0411485,25.5297,0.137693,40.1893,0.757244,21.65,0.547291
19,14.0076,0.0411463,25.5041,0.139301,40.184,0.756839,21.4302,0.544111
20,14.0066,0.0413067,25.4522,0.140843,40.6294,0.758133,21.3489,0.541148
21,14.0051,0.0413532,25.4202,0.141787,40.9976,0.757455,21.2205,0.54164
22,14.0022,0.0412023,25.408,0.141951,40.7353,0.753456,21.14,0.540347
23,14.0017,0.0410315,25.4073,0.141825,40.6534,0.751478,21.0878,0.538675
24,14.0073,0.0412198,25.42,0.14152,40.4507,0.749817,21.0413,0.535611
25,14.0041,0.0411443,25.4373,0.141009,40.3203,0.747667,21.1284,0.537433
26,14.0059,0.0409623,25.439,0.140122,40.2117,0.745963,21.307,0.536618
27,14.0102,0.0411096,25.439,0.139465,40.2401,0.746725,21.4389,0.536188
28,14.0091,0.0413016,25.442,0.139495,40.2979,0.750252,21.4484,0.538279
29,14.0088,0.0413958,25.4412,0.139553,40.1269,0.754461,21.5424,0.539911
30,14.008,0.0415579,25.4345,0.139986,40.0909,0.761926,21.5021,0.539466
31,14.0072,0.0414564,25.4035,0.140397,40.0345,0.759838,21.394,0.536604
32,14.0041,0.0415095,25.3896,0.140476,39.8197,0.755567,21.3917,0.534765
33,14.0036,0.041326,25.3839,0.140675,39.6315,0.752415,21.3824,0.531056
34,14.0001,0.0412524,25.3779,0.140842,39.8341,0.752338,21.3381,0.529281
