parameter,value
Cl_pop,13.4580067991804
V1_pop,25.0387159407319
beta_V1_ANTU_1,-0.21691116776278
beta_V1_logtCLCRMLMIN,-3.00221683943521
beta_V1_logtPROGDL,-2.1203495974667
beta_V1_logtSCRMGDL,-1.44964227933355
Q_pop,23.4
beta_Q_LMP_1,0.96399105064749
beta_Q_logtAGEA,1.34855061855851
beta_Q_logtALBGDL,17.8251637355314
beta_Q_logtPROGDL,-17.6073313656776
V2_pop,3.2267690074861
beta_V2_SEXF_1,4.28951194144294
beta_V2_logtHCM,33.4009193527319
omega_Cl,0.255723600471291
omega_V1,0.609529590236827
omega_Q,3.27189700141816e-8
omega_V2,3.31805397407703e-8
a,1.43808096771696
b,0.0417786908753467
