pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.20382,0.291749,-3.14806,0.0215673,-1.49845,0.0906219,All
-0.784895,0.700197,-2.93511,0.0539183,-1.09384,0.33228,All
-0.365965,0.379274,-2.72217,0.032351,-0.68923,0.664561,All
0.0529645,0.233399,-2.50923,0.0269591,-0.284619,0.362488,All
0.471894,0.495973,-2.29629,0.0215673,0.119992,0.181244,All
0.890823,0.204224,-2.08335,0.0431346,0.524604,0.543732,All
1.30975,0.0583498,-1.8704,0.0377428,0.929215,0.241659,All
1.72868,0.145874,-1.65746,0.064702,1.33383,0.0604146,All
2.14761,0.0291749,-1.44452,0.124012,1.73844,0.151037,All
2.56654,0.0875247,-1.23158,0.183322,2.14305,0.0906219,All
,,-1.01863,0.134796,,,All
,,-0.805692,0.274983,,,All
,,-0.59275,0.307334,,,All
,,-0.379808,0.258808,,,All
,,-0.166866,0.479873,,,All
,,0.0460765,0.463697,,,All
,,0.259019,0.436738,,,All
,,0.471961,0.458306,,,All
,,0.684903,0.469089,,,All
,,0.897845,0.291159,,,All
,,1.11079,0.274983,,,All
,,1.32373,0.156363,,,All
,,1.53667,0.0754856,,,All
,,1.74961,0.0754856,,,All
,,1.96256,0.032351,,,All
,,2.1755,0.0269591,,,All
,,2.38844,0,,,All
,,2.60138,0.00539183,,,All
,,2.81433,0.00539183,,,All
,,3.02727,0.0161755,,,All
