parameter,value
Cl_pop,13.5204795867144
beta_Cl_logtSCM2,0.730693947618337
V1_pop,22.0500232142807
beta_V1_logtPROGDL,-1.75724413550362
beta_V1_logtSCRMGDL,0.634983224302317
Q_pop,22.8068602558279
V2_pop,13.3047870504591
omega_Cl,0.252074921880202
omega_V1,0.209662343379568
omega_Q,0.922433851339323
omega_V2,0.873488353791568
a,1.51815352755827
b,0.0381592437267615
