Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression
-4.7207,-0.18203,-0.0306897,-4.0555e-07,-0.0248409,-0.0248409,-2.5159,-0.208021,-0.0235944,-0.482221,1.41072,-0.0472323,-4.0555e-07,0.241066,0.241066,-2.5159,-2.0795,-0.15767,-0.482221,-6.06656e-09,-4.06668e-10,-4.7207,8.00463e-08,1.50494e-08,-2.5159,4.85925e-09,7.28461e-08,-0.482221,0.405427,-0.104638,-4.7207,0.201761,-0.1587,-4.0555e-07,0.360697,0.360697
-4.61349,-0.178761,-0.0299019,-3.98358e-07,-0.024324,-0.024324,-2.47307,-0.200495,-0.0230991,-0.47282,1.42275,-0.0440639,-3.98358e-07,0.238906,0.238906,-2.47307,-1.99378,-0.15289,-0.47282,-5.74737e-09,-2.5008e-10,-4.61349,7.10725e-08,1.48867e-08,-2.47307,9.49995e-09,7.17122e-08,-0.47282,0.503786,-0.10368,-4.61349,0.0970766,-0.156403,-3.98358e-07,0.353463,0.353463
-4.50629,-0.175491,-0.0291141,-3.91166e-07,-0.0238071,-0.0238071,-2.43023,-0.192969,-0.0226038,-0.463419,1.41157,-0.0408954,-3.91166e-07,0.236746,0.236746,-2.43023,-1.90806,-0.14811,-0.463419,-5.02895e-09,-9.34925e-11,-4.50629,6.20986e-08,1.4724e-08,-2.43023,1.41407e-08,7.05784e-08,-0.463419,0.558565,-0.102723,-4.50629,-0.00760817,-0.154105,-3.91166e-07,0.346228,0.346228
-4.39908,-0.172221,-0.0283263,-3.83975e-07,-0.0232902,-0.0232902,-2.38739,-0.185443,-0.0221085,-0.454019,1.36749,-0.037727,-3.83975e-07,0.234585,0.234585,-2.38739,-1.82234,-0.14333,-0.454019,-3.7939e-09,6.30954e-11,-4.39908,5.31248e-08,1.45613e-08,-2.38739,1.87814e-08,6.94445e-08,-0.454019,0.552968,-0.101766,-4.39908,-0.112293,-0.151808,-3.83975e-07,0.338993,0.338993
-4.29187,-0.168951,-0.0275384,-3.76783e-07,-0.0227734,-0.0227734,-2.34456,-0.177917,-0.0216132,-0.444618,1.32341,-0.0345586,-3.76783e-07,0.232425,0.232425,-2.34456,-1.73663,-0.13855,-0.444618,-2.55885e-09,2.19683e-10,-4.29187,4.4151e-08,1.43985e-08,-2.34456,2.34221e-08,6.83106e-08,-0.444618,0.547371,-0.100808,-4.29187,-0.216978,-0.149511,-3.76783e-07,0.331758,0.331758
-4.18467,-0.165681,-0.0267506,-3.69591e-07,-0.0222565,-0.0222565,-2.30172,-0.170392,-0.0211179,-0.435217,1.26204,-0.0313901,-3.69591e-07,0.230265,0.230265,-2.30172,-1.65091,-0.13377,-0.435217,-1.12383e-09,3.76271e-10,-4.18467,3.51771e-08,1.42358e-08,-2.30172,2.80628e-08,6.71768e-08,-0.435217,0.512042,-0.0998507,-4.18467,-0.321662,-0.147213,-3.69591e-07,0.324524,0.324524
-4.07746,-0.163825,-0.0259628,-3.62399e-07,-0.0217396,-0.0217396,-2.25889,-0.162866,-0.0206225,-0.425816,1.17193,-0.0282217,-3.62399e-07,0.228105,0.228105,-2.25889,-1.56519,-0.12899,-0.425816,6.43526e-10,5.32859e-10,-4.07746,2.76018e-08,1.40731e-08,-2.25889,3.27035e-08,6.60429e-08,-0.425816,0.427302,-0.0988933,-4.07746,-0.391439,-0.144916,-3.62399e-07,0.317289,0.317289
-3.97026,-0.163526,-0.025175,-3.55208e-07,-0.0212227,-0.0212227,-2.21605,-0.15534,-0.0201272,-0.416416,1.08182,-0.0250532,-3.55208e-07,0.225945,0.225945,-2.21605,-1.47947,-0.12421,-0.416416,2.41088e-09,6.89447e-10,-3.97026,2.17432e-08,1.39104e-08,-2.21605,3.73442e-08,6.49091e-08,-0.416416,0.342562,-0.0979359,-3.97026,-0.419718,-0.142618,-3.55208e-07,0.310054,0.310054
-3.86305,-0.163588,-0.0243872,-3.48016e-07,-0.0207058,-0.0207058,-2.17322,-0.147814,-0.0196319,-0.407015,0.991709,-0.0218848,-3.48016e-07,0.223784,0.223784,-2.17322,-1.39376,-0.11943,-0.407015,4.17823e-09,8.46035e-10,-3.86305,1.65241e-08,1.37476e-08,-2.17322,4.19849e-08,6.37752e-08,-0.407015,0.257823,-0.0969785,-3.86305,-0.434197,-0.140321,-3.48016e-07,0.302819,0.302819
-3.75585,-0.163953,-0.0235993,-3.40824e-07,-0.0201889,-0.0201889,-2.13038,-0.140288,-0.0191366,-0.397614,0.889576,-0.0187164,-3.40824e-07,0.221624,0.221624,-2.13038,-1.30804,-0.11465,-0.397614,5.98783e-09,1.00262e-09,-3.75585,1.21178e-08,1.35849e-08,-2.13038,4.66256e-08,6.26413e-08,-0.397614,0.155125,-0.0960211,-3.75585,-0.432331,-0.138024,-3.40824e-07,0.295584,0.295584
