Cl_pop,1,-0.95373,0.0029519,-0.02078,0.016049,0.001995,-0.011902,-0.00046656,0.0067717
beta_Cl_tSCRMGDL,-0.95373,1,0.00058323,0.0050876,-0.016414,0.00052315,0.0017726,0.007954,-0.0014449
V1_pop,0.0029519,0.00058323,1,-0.24611,-0.01446,0.21966,-0.22421,0.19759,0.080124
V2_pop,-0.02078,0.0050876,-0.24611,1,0.0018735,-0.20821,0.54116,-0.3099,-0.21262
omega_Cl,0.016049,-0.016414,-0.01446,0.0018735,1,-0.017044,0.024447,-0.011167,-0.035617
omega_V1,0.001995,0.00052315,0.21966,-0.20821,-0.017044,1,-0.35916,0.014714,0.070277
omega_Q,-0.011902,0.0017726,-0.22421,0.54116,0.024447,-0.35916,1,-0.30135,-0.22558
omega_V2,-0.00046656,0.007954,0.19759,-0.3099,-0.011167,0.014714,-0.30135,1,0.084279
a,0.0067717,-0.0014449,0.080124,-0.21262,-0.035617,0.070277,-0.22558,0.084279,1
