iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtWTKG,beta_Cl_tSCRMGDL,beta_V2_logtWTKG,omega_Cl,omega_Q,omega_V1,omega_V2
786,457.079,2,22.4251,24.8422,12.6487,1.44334,0.0483198,1.09003,-0.488375,-3.7945,0.190465,1.03398,0.259512,0.884973
787,457.555,2,22.3358,24.8389,12.6383,1.45524,0.0476334,1.0853,-0.485708,-3.63554,0.18999,1.05097,0.258791,0.880761
788,454.481,2,22.333,24.838,12.5706,1.45147,0.0479406,1.09346,-0.485175,-3.63214,0.190264,1.04083,0.258353,0.881767
789,456.629,2,22.379,24.8277,12.4733,1.44799,0.0486016,1.09535,-0.48671,-3.58322,0.189684,1.02916,0.257146,0.881129
790,449.799,2,22.3491,24.7426,12.5379,1.45283,0.0484394,1.08557,-0.48628,-3.6198,0.189205,1.03084,0.25409,0.870281
791,452.857,2,22.3735,24.7114,12.6646,1.45283,0.0486875,1.09343,-0.48717,-3.73742,0.189374,1.02842,0.252022,0.865589
792,459.766,2,22.366,24.7036,12.8024,1.44172,0.0497643,1.09815,-0.486271,-3.85839,0.18886,1.029,0.249939,0.865873
793,447.439,2,22.3841,24.6843,12.8812,1.43532,0.0497299,1.10097,-0.48675,-3.89122,0.18866,1.0348,0.247817,0.862847
794,447.603,2,22.3829,24.6823,12.8733,1.43531,0.0494731,1.10249,-0.486693,-3.87708,0.189228,1.04196,0.244391,0.861079
795,449.107,2,22.4323,24.6757,12.8389,1.43224,0.0496679,1.10108,-0.488581,-3.85145,0.189375,1.03936,0.241695,0.857631
796,454.277,2,22.412,24.6414,12.745,1.4413,0.0494932,1.10715,-0.48763,-3.85328,0.18954,1.04475,0.2395,0.849231
797,449.511,2,22.4239,24.5988,12.7995,1.43507,0.0493556,1.11064,-0.487734,-3.80107,0.189585,1.06075,0.239155,0.845962
798,449.437,2,22.465,24.5873,12.8816,1.42701,0.0493778,1.11436,-0.4892,-3.77616,0.189546,1.07491,0.238685,0.84332
799,444.859,2,22.4959,24.5734,12.9784,1.42919,0.0484695,1.11543,-0.490068,-3.70064,0.18913,1.08623,0.239077,0.843926
800,444.944,2,22.4707,24.5759,13.0802,1.42184,0.0483353,1.11007,-0.48959,-3.68491,0.188553,1.08758,0.240747,0.842496
801,448.049,2,22.4791,24.5789,13.1088,1.42184,0.048211,1.10662,-0.490409,-3.65629,0.1882,1.07475,0.243727,0.840713
802,450.731,2,22.5036,24.5203,13.116,1.42389,0.048178,1.10955,-0.491652,-3.63559,0.188271,1.06525,0.244078,0.842242
803,450.32,2,22.4517,24.4296,13.1984,1.42388,0.0480508,1.10939,-0.489997,-3.58873,0.188876,1.05838,0.246231,0.84191
804,448.261,2,22.448,24.3702,13.2631,1.42388,0.0480898,1.10905,-0.490213,-3.54846,0.188426,1.04681,0.247985,0.84153
805,442.823,2,22.4524,24.3602,13.3431,1.41499,0.0480912,1.10681,-0.49073,-3.43523,0.188681,1.04212,0.248266,0.842881
806,449.42,2,22.4523,24.3605,13.2227,1.41706,0.0477322,1.09527,-0.490887,-3.3224,0.18956,1.04203,0.247713,0.848783
807,447.714,2,22.4406,24.3785,13.2433,1.42428,0.0469797,1.08787,-0.490732,-3.22371,0.189152,1.04842,0.246998,0.854322
808,449.712,2,22.4177,24.4024,13.2337,1.42428,0.046969,1.08009,-0.489644,-3.17149,0.189374,1.04762,0.246018,0.857008
809,452.343,2,22.3618,24.4123,13.2659,1.42306,0.047117,1.07831,-0.487656,-3.15905,0.189295,1.05744,0.245818,0.852781
810,452.125,2,22.3542,24.3583,13.3457,1.42305,0.0469376,1.07757,-0.487754,-3.18663,0.189292,1.06259,0.246991,0.855046
811,452.219,2,22.2753,24.2857,13.2773,1.42978,0.0467446,1.07665,-0.484965,-3.19798,0.189582,1.06262,0.246508,0.851811
812,445.597,2,22.2768,24.2387,13.3062,1.42705,0.0466373,1.07672,-0.48536,-3.21439,0.188936,1.0684,0.246804,0.848383
813,447.65,2,22.2214,24.2099,13.3348,1.42928,0.0464839,1.08029,-0.483122,-3.17571,0.189363,1.07251,0.246265,0.841525
814,450.45,2,22.2874,24.1694,13.3019,1.42927,0.0465123,1.07929,-0.485175,-3.16884,0.189067,1.08066,0.247268,0.836753
815,457.268,2,22.2462,24.134,13.4,1.44568,0.0459766,1.07609,-0.483661,-3.10919,0.18894,1.0787,0.246537,0.841368
816,459.864,2,22.2877,24.1089,13.5105,1.45266,0.0460507,1.078,-0.484557,-3.03858,0.189209,1.07602,0.245942,0.849272
817,456.55,2,22.2922,24.0517,13.5607,1.45267,0.0462267,1.07563,-0.483894,-2.96718,0.189311,1.07528,0.245895,0.856988
818,449.718,2,22.3193,24.0442,13.6134,1.4545,0.0458466,1.07764,-0.484853,-2.95629,0.188735,1.08025,0.245664,0.863706
819,456.321,2,22.2861,24.0625,13.671,1.4545,0.0457593,1.07965,-0.483561,-2.97267,0.188257,1.08509,0.246027,0.875309
820,451.308,2,22.2881,24.0443,13.7282,1.45147,0.0458806,1.07066,-0.48348,-2.985,0.188556,1.09145,0.244766,0.874571
821,450.021,2,22.2742,24.0171,13.7036,1.45147,0.046019,1.06871,-0.483335,-2.98506,0.188531,1.09105,0.243974,0.867814
822,453.074,2,22.2616,24.0249,13.6684,1.45148,0.0462449,1.06245,-0.482305,-2.95986,0.189004,1.09834,0.243208,0.859612
823,450.356,2,22.2467,23.9725,13.6739,1.45039,0.0461081,1.06111,-0.481355,-2.96883,0.189767,1.10602,0.243468,0.854248
824,463.628,2,22.2129,23.9585,13.6887,1.45375,0.0462721,1.05515,-0.480004,-2.99818,0.189777,1.11711,0.243998,0.853865
825,458.693,2,22.228,23.9366,13.7178,1.4612,0.0460247,1.05305,-0.480982,-2.96948,0.18946,1.12471,0.244078,0.854421
826,444.95,2,22.2916,23.954,13.7543,1.45699,0.0460016,1.0533,-0.48351,-2.97933,0.189139,1.12745,0.242358,0.853925
827,445.316,2,22.2963,23.9613,13.7988,1.45554,0.0457456,1.05831,-0.483772,-3.05745,0.188957,1.12992,0.242455,0.851157
828,444.667,2,22.268,23.9516,13.8438,1.45226,0.0455095,1.05821,-0.483022,-3.07747,0.189645,1.13855,0.241153,0.847454
829,446.696,2,22.2574,23.9295,13.7873,1.45008,0.0455788,1.06222,-0.48232,-3.12945,0.189511,1.13899,0.239687,0.845342
830,440.594,2,22.283,23.9509,13.7824,1.4451,0.0455688,1.06585,-0.48314,-3.16119,0.189348,1.13538,0.239742,0.839868
831,452.608,2,22.3183,23.9336,13.9095,1.44093,0.0458598,1.07789,-0.484132,-3.18504,0.189144,1.14336,0.239406,0.838208
832,456.784,2,22.322,23.8698,13.9399,1.44322,0.0459767,1.08241,-0.483631,-3.25776,0.18877,1.14862,0.240567,0.834737
833,449.586,2,22.303,23.8371,13.9413,1.44322,0.0460192,1.08152,-0.483026,-3.24658,0.188273,1.14706,0.241595,0.831241
834,451.858,2,22.3148,23.8127,13.99,1.44981,0.045689,1.09009,-0.483211,-3.23204,0.188618,1.14801,0.241288,0.830235
835,453.216,2,22.3105,23.8048,14.0199,1.44767,0.0457991,1.09512,-0.482875,-3.22408,0.188989,1.15006,0.242304,0.828068
836,457.424,2,22.2558,23.7908,13.9579,1.45301,0.0456102,1.08774,-0.481032,-3.18705,0.189373,1.15404,0.242429,0.829288
837,453.111,2,22.2643,23.7552,13.9128,1.45553,0.0455325,1.0845,-0.481488,-3.14856,0.189412,1.15845,0.24123,0.830391
838,456.718,2,22.2602,23.7639,13.8642,1.46344,0.0454698,1.07526,-0.48131,-3.06323,0.189707,1.15683,0.239183,0.831469
839,456.169,2,22.2807,23.7814,13.8411,1.4671,0.0454935,1.07979,-0.482654,-3.05539,0.189677,1.15781,0.238708,0.830257
840,454.485,2,22.2903,23.8214,13.8176,1.47313,0.0453518,1.07404,-0.483375,-3.07428,0.189563,1.15367,0.238654,0.829668
841,463.444,2,22.3158,23.8375,13.754,1.47314,0.0455369,1.06681,-0.484033,-3.02492,0.189786,1.15056,0.239811,0.837421
842,459.003,2,22.3431,23.7979,13.8059,1.47314,0.0458096,1.06218,-0.484981,-3.00278,0.189303,1.14331,0.24061,0.844008
843,452.716,2,22.3353,23.7898,13.7269,1.46799,0.045977,1.05919,-0.484612,-2.99038,0.188937,1.13362,0.240769,0.855633
844,452.868,2,22.3461,23.7822,13.6552,1.47115,0.0458474,1.05574,-0.484606,-2.94811,0.188826,1.12627,0.240403,0.860792
845,451.596,2,22.3656,23.7611,13.6375,1.47029,0.045946,1.05535,-0.485648,-2.9324,0.188685,1.11834,0.240197,0.863088
846,451.786,2,22.3711,23.74,13.6443,1.47387,0.0457907,1.05756,-0.485707,-2.8964,0.189071,1.11133,0.240022,0.863495
847,447.209,2,22.3698,23.7172,13.7199,1.47364,0.0454893,1.05979,-0.485825,-2.90081,0.189388,1.10442,0.240639,0.867159
848,453.134,2,22.3793,23.7531,13.6963,1.47364,0.0452705,1.06175,-0.48621,-2.89492,0.189427,1.09975,0.241407,0.877116
849,450.087,2,22.3904,23.7956,13.632,1.47803,0.0450129,1.06177,-0.486563,-2.88002,0.18952,1.0969,0.241012,0.876139
850,442.891,2,22.3838,23.8455,13.6114,1.48,0.0447271,1.05845,-0.485965,-2.92576,0.189429,1.09782,0.239682,0.871825
851,449.137,2,22.3865,23.88,13.6621,1.4836,0.0445215,1.05859,-0.486154,-2.93994,0.18884,1.10179,0.23832,0.872065
852,441.133,2,22.3493,23.9023,13.709,1.4785,0.0444443,1.05754,-0.48505,-2.97103,0.188894,1.10936,0.23642,0.869461
853,451.155,2,22.3286,23.9497,13.7587,1.4767,0.0445362,1.06016,-0.484724,-3.02373,0.18838,1.11597,0.234846,0.871991
854,449.12,2,22.3421,23.9715,13.7625,1.47254,0.0447423,1.06056,-0.485187,-3.05109,0.188166,1.12154,0.233461,0.870873
855,444.19,2,22.3564,24.0143,13.7334,1.47674,0.0445109,1.06389,-0.485514,-3.07101,0.187815,1.12055,0.231813,0.868384
856,445.927,2,22.3626,24.0368,13.6931,1.47318,0.0445452,1.06913,-0.485439,-3.0772,0.187763,1.11887,0.231573,0.870355
857,452.549,2,22.3789,24.0583,13.6698,1.47079,0.0445843,1.0659,-0.48592,-3.06409,0.18819,1.12045,0.232221,0.87266
858,456.654,2,22.392,24.0774,13.6714,1.46748,0.0448568,1.06775,-0.486748,-3.05339,0.188473,1.11968,0.232238,0.876475
859,451.648,2,22.3841,24.0996,13.6883,1.46374,0.0451343,1.06864,-0.486404,-3.05073,0.188074,1.11878,0.23206,0.877042
860,457.009,2,22.3754,24.1505,13.6947,1.46374,0.0452228,1.06652,-0.486431,-3.04661,0.188185,1.12229,0.232456,0.878988
861,457.426,2,22.3646,24.2064,13.6707,1.46809,0.0451808,1.0654,-0.48614,-3.06295,0.188264,1.12204,0.23288,0.878005
862,458.072,2,22.3579,24.2719,13.6272,1.46605,0.0451327,1.07044,-0.485797,-3.08766,0.188263,1.12996,0.233878,0.884464
863,455.871,2,22.351,24.3513,13.5984,1.46259,0.0452852,1.07143,-0.48543,-3.1539,0.188084,1.13313,0.234226,0.889299
864,457.905,2,22.3393,24.3884,13.6341,1.4626,0.045584,1.07475,-0.48475,-3.20016,0.188176,1.12817,0.235126,0.886755
865,460.977,2,22.3524,24.3849,13.6008,1.46476,0.0456986,1.07935,-0.485205,-3.22174,0.188489,1.1261,0.235927,0.886226
866,455.808,2,22.3724,24.3882,13.5506,1.46093,0.0458291,1.08195,-0.486061,-3.26193,0.18846,1.12389,0.237591,0.888429
867,461.107,2,22.3629,24.4038,13.5669,1.46094,0.0459145,1.08259,-0.48575,-3.29426,0.188298,1.12684,0.239402,0.887033
868,464.976,2,22.3501,24.4421,13.4873,1.46094,0.0461475,1.08643,-0.485107,-3.30199,0.188079,1.12362,0.241444,0.889835
869,457.092,2,22.3543,24.4424,13.4452,1.46095,0.0462329,1.09089,-0.484971,-3.3144,0.18818,1.11849,0.241616,0.893174
870,458.244,2,22.3837,24.4405,13.3655,1.46095,0.0463177,1.09349,-0.485819,-3.29607,0.188444,1.11759,0.242476,0.892287
871,458.585,2,22.3782,24.4351,13.357,1.46095,0.0465072,1.09232,-0.485512,-3.28302,0.188573,1.11567,0.243195,0.889282
872,457.048,2,22.3833,24.4363,13.3497,1.46449,0.04643,1.093,-0.485712,-3.25632,0.188616,1.11155,0.242981,0.891415
873,455.736,2,22.3735,24.4608,13.3167,1.4686,0.046352,1.08829,-0.484901,-3.21061,0.188465,1.1073,0.242955,0.89133
874,460.044,2,22.3774,24.4591,13.3254,1.46861,0.0467367,1.086,-0.485384,-3.17252,0.187971,1.10395,0.242344,0.890168
875,459.735,2,22.3804,24.4544,13.3105,1.47064,0.0469113,1.08343,-0.48571,-3.12568,0.187795,1.09856,0.241942,0.890874
876,461.241,2,22.3839,24.4334,13.3153,1.46921,0.0470969,1.08135,-0.48605,-3.11905,0.187757,1.10198,0.242183,0.890691
877,449.728,2,22.3847,24.414,13.3347,1.46426,0.047342,1.0806,-0.48595,-3.13894,0.187851,1.10222,0.24121,0.887127
878,456.563,2,22.4083,24.3993,13.3712,1.46269,0.0476141,1.08151,-0.48669,-3.15104,0.187629,1.10215,0.240901,0.883435
879,449.268,2,22.3991,24.3809,13.4059,1.45852,0.0478073,1.08226,-0.486398,-3.16776,0.187222,1.10159,0.240306,0.881113
880,459.59,2,22.3841,24.4107,13.3603,1.45686,0.0479922,1.08197,-0.485615,-3.17102,0.18707,1.09925,0.241382,0.881918
881,450.867,2,22.4001,24.4104,13.3507,1.4535,0.0480384,1.08236,-0.486286,-3.19313,0.187489,1.10118,0.240418,0.881622
882,440.367,2,22.4076,24.4295,13.4068,1.4525,0.0478109,1.08093,-0.486703,-3.20472,0.187272,1.09864,0.239456,0.881816
883,458.83,2,22.3975,24.4636,13.4434,1.45545,0.047605,1.07778,-0.486796,-3.16842,0.187015,1.10259,0.238728,0.889204
884,466.278,2,22.3702,24.4918,13.4374,1.45793,0.0477434,1.07638,-0.485596,-3.18501,0.187616,1.10301,0.237875,0.891964
885,456.961,2,22.3506,24.5012,13.431,1.45911,0.0478779,1.07502,-0.484589,-3.1943,0.187939,1.104,0.236837,0.887846
886,457.164,2,22.377,24.5021,13.4651,1.45713,0.0480482,1.07971,-0.485461,-3.23575,0.188119,1.10854,0.236809,0.883646
887,461.743,2,22.4,24.5098,13.4819,1.4591,0.0482862,1.07979,-0.486215,-3.23693,0.188667,1.10489,0.236049,0.879998
888,445.742,2,22.4082,24.5063,13.4237,1.45821,0.0481896,1.08041,-0.48673,-3.26212,0.189138,1.10262,0.235201,0.877392
889,456.126,2,22.4253,24.4846,13.3806,1.45734,0.0483582,1.07908,-0.487454,-3.24137,0.18929,1.1032,0.233824,0.877401
890,443.031,2,22.4123,24.4564,13.347,1.454,0.0482989,1.07394,-0.487006,-3.21513,0.189355,1.10488,0.232234,0.877857
891,452.312,2,22.3986,24.4206,13.3177,1.45291,0.0484245,1.07118,-0.486496,-3.19579,0.189564,1.10675,0.230841,0.874852
892,451.406,2,22.4151,24.4116,13.2836,1.44922,0.0486379,1.07049,-0.487168,-3.17938,0.189376,1.10793,0.230477,0.871826
893,460.417,2,22.4221,24.39,13.3146,1.45265,0.0486964,1.074,-0.487695,-3.17138,0.189364,1.10873,0.230057,0.868887
894,459.908,2,22.4209,24.371,13.3618,1.4586,0.0486194,1.07386,-0.488187,-3.14758,0.189248,1.10331,0.229762,0.869654
895,442.842,2,22.4233,24.3515,13.3954,1.45613,0.0483945,1.07432,-0.488359,-3.1177,0.189364,1.1039,0.230272,0.868263
896,445.317,2,22.4076,24.3166,13.3846,1.45386,0.0483308,1.07028,-0.488057,-3.10282,0.189431,1.10531,0.229959,0.865444
897,447.543,2,22.4029,24.2772,13.3834,1.45094,0.0484347,1.06649,-0.48804,-3.09345,0.189499,1.10377,0.229279,0.863746
898,452.101,2,22.4002,24.2829,13.3635,1.45094,0.0483844,1.06426,-0.48781,-3.11224,0.189415,1.10286,0.228848,0.868082
899,458.032,2,22.3867,24.2734,13.3383,1.4523,0.0482777,1.06248,-0.487242,-3.11081,0.189395,1.10611,0.228689,0.872273
900,449.882,2,22.369,24.2654,13.3097,1.45549,0.0482587,1.06207,-0.486539,-3.1036,0.188802,1.10209,0.228071,0.870298
901,449.355,2,22.3483,24.266,13.2789,1.45382,0.0483041,1.06192,-0.485898,-3.11257,0.188515,1.09937,0.227683,0.872444
902,447.267,2,22.351,24.2697,13.2754,1.45681,0.0480654,1.06256,-0.485709,-3.0976,0.188292,1.09895,0.227361,0.871923
903,450.952,2,22.3385,24.2527,13.3227,1.45506,0.0481882,1.06201,-0.485154,-3.08895,0.188228,1.09665,0.227388,0.870622
904,442.961,2,22.326,24.2369,13.3029,1.45496,0.0481127,1.06346,-0.484612,-3.08378,0.188242,1.09274,0.226798,0.869401
905,444.046,2,22.326,24.2235,13.2946,1.456,0.0479238,1.06779,-0.484771,-3.06922,0.188221,1.08788,0.226054,0.872776
906,445.307,2,22.3108,24.2158,13.3323,1.45597,0.047847,1.07029,-0.484278,-3.07427,0.188252,1.0906,0.224467,0.87278
907,447.925,2,22.3058,24.2423,13.374,1.4554,0.0477418,1.07033,-0.484007,-3.07895,0.188378,1.0926,0.224396,0.872409
908,446.713,2,22.3126,24.2375,13.3826,1.45205,0.0477779,1.07276,-0.484156,-3.07122,0.188369,1.09559,0.224057,0.872116
909,454.62,2,22.3014,24.2133,13.3916,1.45205,0.047837,1.07593,-0.483749,-3.085,0.188219,1.09776,0.22378,0.873155
910,454.897,2,22.2975,24.21,13.3927,1.45205,0.0478029,1.07869,-0.483623,-3.11311,0.188503,1.09806,0.223995,0.87451
911,460.282,2,22.2896,24.1943,13.365,1.4552,0.0477103,1.07941,-0.483471,-3.11571,0.188563,1.09931,0.224083,0.876598
912,453.042,2,22.2879,24.1887,13.33,1.4552,0.0476297,1.0806,-0.48329,-3.13193,0.188557,1.09769,0.224329,0.879954
913,455.802,2,22.2955,24.1755,13.343,1.45553,0.0477115,1.07953,-0.48363,-3.14333,0.188511,1.09485,0.22416,0.881933
914,466.671,2,22.2854,24.1737,13.324,1.45744,0.0479388,1.07666,-0.483551,-3.15358,0.188451,1.09427,0.224365,0.879896
915,456.386,2,22.2751,24.1863,13.2967,1.45812,0.0479293,1.07537,-0.483072,-3.16675,0.188553,1.09217,0.224492,0.882631
916,449.539,2,22.2606,24.1983,13.2778,1.45812,0.0478545,1.07476,-0.482514,-3.1722,0.188497,1.09075,0.224368,0.885472
917,446.611,2,22.2764,24.205,13.2766,1.45689,0.0478587,1.07333,-0.482832,-3.17618,0.18857,1.09001,0.224357,0.883495
918,451.562,2,22.2707,24.202,13.2875,1.45689,0.0478684,1.07109,-0.482634,-3.1887,0.188375,1.09276,0.2241,0.882595
919,449.117,2,22.2696,24.2121,13.285,1.45603,0.0478536,1.07201,-0.482508,-3.17405,0.188307,1.09382,0.223817,0.882713
920,448.207,2,22.271,24.2209,13.2691,1.45234,0.0479803,1.07267,-0.482574,-3.17975,0.188188,1.09218,0.224162,0.881933
921,456.226,2,22.2888,24.228,13.2681,1.4519,0.0481575,1.07214,-0.4833,-3.18752,0.187801,1.09053,0.223776,0.883079
922,457.182,2,22.2886,24.241,13.2696,1.4504,0.048195,1.07299,-0.483378,-3.17841,0.187561,1.09606,0.22311,0.887886
923,443.761,2,22.3009,24.2423,13.2562,1.44838,0.0482311,1.07487,-0.483965,-3.17828,0.187473,1.09555,0.222123,0.888153
924,445.631,2,22.2871,24.2545,13.2158,1.44631,0.048314,1.07423,-0.483489,-3.19081,0.18731,1.09237,0.221567,0.888916
925,456.111,2,22.2956,24.2639,13.1881,1.44843,0.0482803,1.07646,-0.483554,-3.20721,0.18755,1.0911,0.221186,0.890138
926,450.313,2,22.3015,24.285,13.1693,1.44952,0.0481897,1.07673,-0.483731,-3.23768,0.187468,1.09161,0.221694,0.887724
927,456.282,2,22.2975,24.3128,13.1823,1.44952,0.0482531,1.07731,-0.483739,-3.28294,0.187466,1.09004,0.221868,0.888362
928,462.432,2,22.3049,24.3213,13.1742,1.45233,0.0481577,1.07935,-0.484031,-3.30553,0.187715,1.09539,0.222197,0.886635
929,455.812,2,22.3066,24.3193,13.1663,1.45087,0.0482192,1.07879,-0.483875,-3.32942,0.187733,1.10122,0.222264,0.88488
930,457.987,2,22.3006,24.323,13.159,1.45227,0.0483004,1.07728,-0.483515,-3.34645,0.187995,1.1023,0.221907,0.881719
931,453.753,2,22.3042,24.3251,13.1614,1.45228,0.0482875,1.07678,-0.483656,-3.37756,0.187952,1.10548,0.221883,0.880135
932,455.468,2,22.3146,24.3376,13.1643,1.45342,0.0482149,1.07683,-0.483927,-3.41782,0.187885,1.1053,0.222706,0.879841
933,457.643,2,22.3317,24.3574,13.1705,1.45469,0.0481919,1.07688,-0.484569,-3.43555,0.188018,1.10558,0.22271,0.880571
934,455.481,2,22.3363,24.364,13.1705,1.45249,0.0483367,1.07501,-0.484624,-3.44105,0.187937,1.10603,0.223082,0.879496
935,449.148,2,22.3406,24.3609,13.1806,1.45264,0.048189,1.07507,-0.484661,-3.44667,0.187883,1.10842,0.223375,0.879409
936,459.548,2,22.3345,24.3684,13.1525,1.45264,0.0482678,1.07577,-0.484466,-3.43805,0.187934,1.10932,0.223651,0.879088
937,457.853,2,22.3324,24.3807,13.152,1.45203,0.0482452,1.0734,-0.484306,-3.44459,0.187965,1.10993,0.224457,0.881158
938,449.333,2,22.337,24.3853,13.1394,1.44893,0.0483589,1.07535,-0.484496,-3.42988,0.187753,1.11033,0.224372,0.880976
939,459.388,2,22.3255,24.4029,13.1537,1.44773,0.0484544,1.07493,-0.484082,-3.44287,0.187537,1.11204,0.224473,0.883346
940,455.064,2,22.3299,24.4075,13.1702,1.44667,0.0484084,1.07589,-0.484257,-3.44499,0.187812,1.11175,0.2247,0.886989
941,459.583,2,22.3285,24.4112,13.2036,1.44828,0.0483101,1.07734,-0.484231,-3.44806,0.188064,1.11147,0.225036,0.889392
942,464.79,2,22.3329,24.4015,13.2075,1.44776,0.0484108,1.07678,-0.484457,-3.44209,0.188151,1.1134,0.225131,0.8917
943,454.209,2,22.3307,24.3916,13.2242,1.44701,0.0484358,1.07795,-0.484568,-3.4236,0.188049,1.11153,0.225525,0.892711
944,447.539,2,22.332,24.39,13.2375,1.44634,0.0483274,1.07652,-0.484768,-3.41734,0.187866,1.10992,0.225737,0.895559
945,449.409,2,22.32,24.4015,13.2678,1.44509,0.0483338,1.07469,-0.484463,-3.42507,0.187606,1.10825,0.225666,0.898139
946,455.617,2,22.3288,24.4054,13.2798,1.44614,0.0482772,1.07516,-0.484632,-3.41749,0.187768,1.10636,0.2265,0.897162
947,453.339,2,22.3359,24.4046,13.2683,1.4454,0.0482364,1.07433,-0.48482,-3.40627,0.187986,1.10445,0.227666,0.896414
948,466.003,2,22.3282,24.4076,13.2405,1.44691,0.0482988,1.07278,-0.484414,-3.40412,0.188065,1.10285,0.228726,0.895198
949,457.242,2,22.3253,24.4171,13.2146,1.44862,0.0482885,1.07122,-0.484271,-3.39616,0.187873,1.09955,0.229725,0.893891
950,455.958,2,22.3268,24.4277,13.1888,1.44862,0.0483641,1.07145,-0.484266,-3.40407,0.187812,1.0983,0.229796,0.893418
951,459.115,2,22.3227,24.4419,13.1835,1.4495,0.0483858,1.07059,-0.484205,-3.42355,0.187591,1.09764,0.230161,0.893978
952,465.881,2,22.3148,24.4593,13.1729,1.44924,0.0485897,1.07146,-0.484011,-3.45329,0.187233,1.09545,0.230282,0.895621
953,469.735,2,22.3111,24.4734,13.183,1.44944,0.0487118,1.07192,-0.484142,-3.47751,0.187087,1.09401,0.230495,0.900057
954,466.407,2,22.3036,24.4888,13.1839,1.44945,0.0488406,1.07052,-0.484033,-3.49017,0.186996,1.09288,0.230546,0.903341
955,465.011,2,22.2964,24.4944,13.1678,1.45167,0.0488434,1.06974,-0.483845,-3.49735,0.187033,1.09374,0.230349,0.903969
956,462.39,2,22.3048,24.4853,13.1454,1.45168,0.0489419,1.07176,-0.484102,-3.50712,0.186886,1.09485,0.230506,0.903437
957,450.988,2,22.298,24.4714,13.1334,1.44965,0.0490728,1.07184,-0.483845,-3.50011,0.186822,1.09306,0.230279,0.901981
958,457.297,2,22.2956,24.4664,13.1339,1.45073,0.0490084,1.07172,-0.483621,-3.48079,0.187053,1.09339,0.230275,0.902115
959,453.121,2,22.2953,24.4685,13.1335,1.45009,0.0490828,1.07087,-0.48357,-3.48817,0.186946,1.0917,0.229969,0.902397
960,454.969,2,22.3027,24.4662,13.1334,1.45073,0.0490792,1.07071,-0.483698,-3.4859,0.186946,1.09196,0.229474,0.903206
961,450.119,2,22.3004,24.4502,13.1105,1.45265,0.0489572,1.07018,-0.483737,-3.47418,0.186789,1.08964,0.229152,0.904498
962,449.584,2,22.3105,24.445,13.1006,1.45373,0.0488907,1.072,-0.483951,-3.46133,0.18675,1.088,0.228973,0.904337
963,458.607,2,22.3263,24.4437,13.1223,1.45459,0.0488971,1.07263,-0.484691,-3.46576,0.186697,1.08828,0.228564,0.905828
964,459.302,2,22.3261,24.4397,13.1183,1.45552,0.0488835,1.07146,-0.484633,-3.45986,0.186744,1.08768,0.228407,0.907856
965,460.068,2,22.3293,24.4354,13.1043,1.45647,0.0488602,1.07149,-0.484694,-3.45145,0.186754,1.08954,0.228095,0.909049
966,446.921,2,22.3271,24.4435,13.0698,1.4546,0.0488752,1.07111,-0.484549,-3.44754,0.186825,1.08884,0.227838,0.909352
967,450.565,2,22.3437,24.4501,13.0565,1.45509,0.0488015,1.07239,-0.485185,-3.45357,0.186948,1.08739,0.227419,0.911278
968,453.936,2,22.3386,24.4537,13.0624,1.4554,0.0488402,1.07264,-0.484976,-3.44649,0.186916,1.0859,0.226842,0.912213
969,452.637,2,22.3474,24.459,13.0754,1.45675,0.0487428,1.07359,-0.485252,-3.44141,0.186994,1.08481,0.2266,0.913446
970,445.33,2,22.3523,24.4587,13.0782,1.45618,0.0486787,1.07466,-0.485545,-3.45321,0.18689,1.08515,0.226091,0.914545
971,445.392,2,22.3525,24.4532,13.0666,1.45574,0.0486616,1.07577,-0.485615,-3.45662,0.186859,1.08452,0.22561,0.913804
972,447.08,2,22.3558,24.4569,13.062,1.45574,0.0486169,1.07632,-0.485705,-3.46036,0.187013,1.08305,0.225412,0.913195
973,443.118,2,22.3635,24.4635,13.0749,1.45394,0.0486071,1.07602,-0.485899,-3.45073,0.18693,1.08198,0.22532,0.913727
974,450.38,2,22.368,24.4644,13.0711,1.45443,0.0485874,1.07745,-0.486143,-3.44549,0.186887,1.08021,0.225193,0.913495
975,454.963,2,22.3667,24.4675,13.0789,1.45597,0.0485133,1.07769,-0.486245,-3.43838,0.186895,1.07861,0.225256,0.914118
976,459.363,2,22.3638,24.4793,13.0755,1.45738,0.0485155,1.07535,-0.486228,-3.43269,0.186886,1.07703,0.225473,0.913745
977,457.771,2,22.3488,24.4865,13.0728,1.45739,0.0485639,1.07396,-0.48564,-3.42889,0.186976,1.07616,0.225983,0.911587
978,454.046,2,22.3323,24.4915,13.0666,1.45832,0.0485437,1.07378,-0.484922,-3.40794,0.186988,1.07476,0.226325,0.909979
979,450.195,2,22.3212,24.4917,13.0795,1.4569,0.0485749,1.0731,-0.48458,-3.39613,0.186986,1.0743,0.226288,0.91031
980,455.47,2,22.3251,24.478,13.0884,1.45548,0.0486279,1.07436,-0.484655,-3.39011,0.186893,1.07649,0.226246,0.910735
981,455.017,2,22.3315,24.4739,13.0955,1.45411,0.0486919,1.07476,-0.484782,-3.37463,0.186974,1.07715,0.226045,0.911531
982,456.213,2,22.33,24.4729,13.1015,1.45339,0.0487462,1.07327,-0.484597,-3.36621,0.186986,1.07613,0.225693,0.914193
