Cl_pop,16.103,-0.69603,0.052652,-0.20929,-0.2912,0.0010358,-0.003341,0.0020772,0.0023953,0.022446,-0.00098617
beta_Cl_tSCRMGDL,-0.69603,0.033064,0.00075408,0.0073001,0.0045061,-4.04e-5,0.00011409,-0.00039233,7.886e-5,-0.0007524,4.7554e-5
V1_pop,0.052652,0.00075408,4.947,-0.32688,-1.891,0.001048,0.0046586,-0.14739,0.10005,-0.0091347,0.0033695
beta_Q_logtWTKG,-0.20929,0.0073001,-0.32688,9.3917,1.8676,-0.0016273,0.048361,0.046804,-0.065725,-0.20325,0.0057611
V2_pop,-0.2912,0.0045061,-1.891,1.8676,16.021,-0.0029261,-0.013257,0.38427,-0.08572,-0.21204,0.002846
omega_Cl,0.0010358,-4.04e-5,0.001048,-0.0016273,-0.0029261,0.0017911,-3.457e-5,-9.3635e-5,-9.0333e-5,-1.5727e-5,-1.1182e-5
omega_V1,-0.003341,0.00011409,0.0046586,0.048361,-0.013257,-3.457e-5,0.0066139,-0.0077714,-0.0049854,0.0013016,-0.00026779
omega_Q,0.0020772,-0.00039233,-0.14739,0.046804,0.38427,-9.3635e-5,-0.0077714,0.11288,0.0040748,-0.01682,0.00059177
omega_V2,0.0023953,7.886e-5,0.10005,-0.065725,-0.08572,-9.0333e-5,-0.0049854,0.0040748,0.068116,-0.0096714,0.0010455
a,0.022446,-0.0007524,-0.0091347,-0.20325,-0.21204,-1.5727e-5,0.0013016,-0.01682,-0.0096714,0.082736,-0.0029634
b,-0.00098617,4.7554e-5,0.0033695,0.0057611,0.002846,-1.1182e-5,-0.00026779,0.00059177,0.0010455,-0.0029634,0.0003027
