parameter,value,se_lin,rse_lin
Cl_pop,20.6360657393927,4.05397643631086,19.645103323024
beta_Cl_tSCRMGDL,-0.414940921897468,0.18326362102593,44.1661960425332
V1_pop,24.0072222595533,2.19400003698762,9.13891666960576
Q_pop,23.4,,
V2_pop,12.7712463516556,2.89455141051854,22.6645961624826
omega_Cl,0.224494623735712,0.0428330365796774,19.0797605158255
omega_V1,0.312366300641083,0.0718649077820676,23.0066135926238
omega_Q,0.834520770167182,0.243506136325325,29.179158270266
omega_V2,0.777417693586826,0.184516051904078,23.7344806307101
a,1.89001171643131,0.222713316348449,11.7837003026083
