Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.96377,0.082194,12.0569,0.00636149,16.7763,0.0175392,5.53411,0.0555384,All
10.0119,0.178087,15.4426,0.0402894,41.3366,0.0149083,10.3171,0.0645447,All
11.0601,0.095893,18.8284,0.0763379,65.8969,0.00555409,15.1001,0.0330229,All
12.1083,0.0890435,22.2142,0.0848198,90.4573,0.00175392,19.8831,0.0150104,All
13.1565,0.0479465,25.5999,0.0445304,115.018,0.00204624,24.6662,0.0105073,All
14.2047,0.0479465,28.9857,0.025446,139.578,0.00029232,29.4492,0.0075052,All
15.2528,0.095893,32.3714,0.016964,164.138,0.000584641,34.2322,0.00900623,All
16.301,0.102743,35.7572,0.0021205,188.699,0.00029232,39.0152,0.00600416,All
17.3492,0.082194,39.143,0.0021205,213.259,0.00029232,43.7982,0.00450312,All
18.3974,0.116442,42.5287,0.00424099,237.819,0.00029232,48.5812,0.00900623,All
19.4455,0.0479465,45.9145,0.0106025,262.38,0,53.3642,0.0075052,All
20.4937,0.027398,49.3002,0.0021205,286.94,0,58.1472,0.00150104,All
21.5419,0.013699,52.686,0.0021205,311.5,0.00029232,62.9302,0.00150104,All
