Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
4.95056,0,7.75058,0,4.49609,0.00666667,2.3815,0,All
8.43968,0.00666667,10.364,0.00666667,4.86201,0.0133333,3.14261,0.00666667,All
8.53612,0.0133333,11.2832,0.0133333,4.95263,0.02,3.20127,0.0133333,All
8.54854,0.02,13.5776,0.02,5.26213,0.0266667,3.34917,0.02,All
8.55058,0.0266667,13.8321,0.0266667,5.37293,0.0333333,3.36753,0.0266667,All
8.56579,0.0333333,13.9076,0.0333333,5.85141,0.04,3.51557,0.0333333,All
8.7857,0.04,14.063,0.04,5.94725,0.0466667,3.65141,0.04,All
8.84287,0.0466667,14.357,0.0466667,5.98818,0.0533333,4.05357,0.0466667,All
8.90882,0.0533333,14.9458,0.0533333,6.11378,0.06,4.11142,0.0533333,All
8.95973,0.06,15.0644,0.06,6.23842,0.0666667,4.21046,0.06,All
9.05548,0.0666667,15.3573,0.0666667,6.79671,0.0733333,4.55985,0.0666667,All
9.15434,0.0733333,15.8404,0.0733333,7.54396,0.08,4.56003,0.0733333,All
9.33955,0.08,15.8593,0.08,9.66048,0.0866667,4.63046,0.08,All
9.50479,0.0866667,15.9057,0.0866667,10.1041,0.0933333,4.64027,0.0866667,All
9.56844,0.0933333,16.0224,0.0933333,10.8077,0.1,4.65579,0.0933333,All
9.62469,0.1,16.1056,0.1,11.1541,0.106667,4.7186,0.1,All
9.67558,0.106667,16.2445,0.106667,11.7241,0.113333,4.94991,0.106667,All
9.75899,0.113333,16.3828,0.113333,11.8419,0.12,4.97935,0.113333,All
9.76239,0.12,16.6967,0.12,12.0409,0.126667,4.99544,0.12,All
9.85127,0.126667,16.8255,0.126667,12.4544,0.133333,5.13816,0.126667,All
9.86123,0.133333,16.9115,0.133333,13.8746,0.14,5.33601,0.133333,All
9.87582,0.14,17.0342,0.14,14.1487,0.146667,5.39293,0.14,All
9.91317,0.146667,17.0352,0.146667,14.4832,0.153333,5.60799,0.146667,All
9.91447,0.153333,17.2211,0.153333,15.2867,0.16,5.65975,0.153333,All
9.97568,0.16,17.2717,0.16,15.5132,0.166667,5.7811,0.16,All
9.9927,0.166667,17.3687,0.166667,15.5195,0.173333,5.87914,0.166667,All
10.0339,0.173333,17.8373,0.173333,15.8881,0.18,6.07412,0.173333,All
10.0415,0.18,17.8579,0.18,16.6066,0.186667,6.09971,0.18,All
10.0512,0.186667,17.8684,0.186667,16.9119,0.193333,6.29675,0.186667,All
10.0599,0.193333,18.0652,0.193333,17.4441,0.2,6.32133,0.193333,All
10.0905,0.2,18.1784,0.2,17.4798,0.206667,6.85958,0.2,All
10.108,0.206667,18.2862,0.206667,18.0587,0.213333,6.88132,0.206667,All
10.1186,0.213333,18.355,0.213333,18.1386,0.22,7.19623,0.213333,All
10.2042,0.22,18.4014,0.22,18.8691,0.226667,7.20519,0.22,All
10.313,0.226667,18.4128,0.226667,18.9567,0.233333,7.27113,0.226667,All
10.325,0.233333,18.5921,0.233333,19.609,0.24,7.34565,0.233333,All
10.335,0.24,18.6277,0.24,20.1093,0.246667,7.40374,0.24,All
10.3704,0.246667,18.6573,0.246667,20.305,0.253333,7.42801,0.246667,All
10.4345,0.253333,18.6611,0.253333,20.8878,0.26,7.92961,0.253333,All
10.5361,0.26,18.6629,0.26,21.9263,0.266667,7.98432,0.26,All
10.5623,0.266667,18.7156,0.266667,21.9675,0.273333,8.0325,0.266667,All
10.6838,0.273333,18.7855,0.273333,22.4135,0.28,8.08271,0.273333,All
10.7675,0.28,18.7929,0.28,22.9846,0.286667,8.16894,0.28,All
10.8886,0.286667,18.8103,0.286667,23.384,0.293333,8.78924,0.286667,All
10.9381,0.293333,18.8869,0.293333,24.0352,0.3,8.87549,0.293333,All
10.996,0.3,19.1792,0.3,24.1915,0.306667,8.87751,0.3,All
11.0556,0.306667,19.205,0.306667,24.543,0.313333,8.90938,0.306667,All
11.1915,0.313333,19.217,0.313333,25.2431,0.32,9.02098,0.313333,All
11.2146,0.32,19.2343,0.32,25.3293,0.326667,9.13421,0.32,All
11.2705,0.326667,19.3016,0.326667,25.6857,0.333333,9.14825,0.326667,All
11.3669,0.333333,19.3248,0.333333,26.1765,0.34,9.36278,0.333333,All
11.4286,0.34,19.407,0.34,26.4957,0.346667,9.42457,0.34,All
11.5022,0.346667,19.7994,0.346667,26.5498,0.353333,9.66525,0.346667,All
11.6143,0.353333,19.9365,0.353333,26.9481,0.36,9.68782,0.353333,All
11.6737,0.36,20.0539,0.36,27.2033,0.366667,9.82688,0.36,All
11.6755,0.366667,20.0896,0.366667,27.4337,0.373333,9.87699,0.366667,All
11.7792,0.373333,20.22,0.373333,27.5026,0.38,10.0096,0.373333,All
11.8388,0.38,20.3371,0.38,27.9917,0.386667,10.0457,0.38,All
11.8607,0.386667,20.4404,0.386667,28.26,0.393333,10.3513,0.386667,All
11.8768,0.393333,20.5265,0.393333,29.0215,0.4,10.5338,0.393333,All
12.1419,0.4,20.5324,0.4,29.2431,0.406667,10.5354,0.4,All
12.1521,0.406667,20.5388,0.406667,29.2814,0.413333,10.5709,0.406667,All
12.3283,0.413333,20.5527,0.413333,30.2615,0.42,10.7215,0.413333,All
12.4343,0.42,20.6566,0.42,30.4607,0.426667,10.7953,0.42,All
12.4554,0.426667,20.7174,0.426667,30.7826,0.433333,10.8411,0.426667,All
12.5487,0.433333,20.7786,0.433333,31.7164,0.44,10.8793,0.433333,All
12.6366,0.44,20.8016,0.44,32.3463,0.446667,11.2729,0.44,All
12.8031,0.446667,20.8728,0.446667,32.725,0.453333,11.2984,0.446667,All
13.0286,0.453333,20.9942,0.453333,33.5603,0.46,11.5313,0.453333,All
