iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,673.908,1,20.56,24.431,12.7157,1,0.3,-0.410671,1,1,1,1
2,655.859,1,14.5131,22.7569,16.3031,0.95,0.285,0.0101903,0.974679,0.974679,0.974679,0.974679
3,651.407,1,14.0977,22.9045,16.3543,0.9025,0.27075,0.0487772,0.95,0.95,0.95,0.95
4,638.954,1,12.4095,23.043,15.7282,0.857375,0.257212,0.159339,0.925945,0.925945,0.925945,0.925945
5,627.483,1,14.0849,23.1712,15.1065,0.814506,0.244352,0.00926453,0.9025,0.9025,0.9025,0.917956
6,617.97,1,12.8034,23.011,13.5723,0.773781,0.232134,0.09122,0.879648,0.879648,0.879648,0.894713
7,610.163,1,12.1922,23.0315,15.3199,0.735092,0.220528,0.131239,0.857375,0.965555,0.857375,0.872058
8,609.523,1,11.8462,23.4494,17.1878,0.698337,0.209501,0.189092,0.835666,1.02296,0.835666,0.920825
9,597.831,1,12.3002,22.553,16.816,0.66342,0.199026,0.143783,0.814506,0.997057,0.814506,0.897509
10,594.744,1,12.234,21.2225,14.6231,0.630249,0.189075,0.136969,0.793882,1.09326,0.793882,0.944964
11,595.089,1,12.5624,21.3613,17.1373,0.598737,0.179621,0.0939565,0.773781,1.06558,0.773781,0.921037
12,588.199,1,11.1588,20.6011,18.8874,0.5688,0.17064,0.240932,0.754188,1.0386,0.754188,0.897715
13,569.935,1,12.2332,21.1825,18.5149,0.54036,0.162108,0.143993,0.735092,1.0123,0.735092,0.874985
14,563.244,1,13.3673,20.7013,17.4869,0.513342,0.154003,0.0561361,0.716479,0.986669,0.716479,0.85283
15,557.235,1,13.7949,21.0305,18.3472,0.487675,0.146302,0.0180283,0.698337,0.961686,0.698337,0.831236
16,547.108,1,12.699,22.0199,18.9427,0.463291,0.138987,0.110018,0.680655,0.937335,0.680655,0.810188
17,541.797,1,12.3343,21.9468,19.5292,0.440127,0.132038,0.151907,0.66342,0.913601,0.66342,0.789674
18,540.973,1,12.4281,22.7542,17.9548,0.41812,0.125436,0.150027,0.646622,0.890469,0.646622,0.863312
19,531.972,1,11.8009,22.4651,17.9475,0.756496,0.118132,0.199711,0.630249,0.9787,0.630249,0.844643
20,528.914,1,12.3464,22.6449,17.3549,0.718671,0.112225,0.145249,0.614291,1.02779,0.614291,0.823256
21,519.655,1,12.3526,22.4546,18.4366,0.682737,0.106614,0.150721,0.598737,1.01828,0.598737,0.802411
22,511.751,1,13.0713,22.6954,17.3992,0.6486,0.101283,0.0660701,0.583577,1.01864,0.583577,0.782093
23,510.211,1,12.6562,23.0228,19.3658,0.974938,0.0950342,0.113242,0.5688,0.999157,0.5688,0.782583
24,499.639,1,12.9896,23.4653,18.0599,0.926191,0.0902825,0.08994,0.554398,1.00558,0.554398,0.875821
25,503.755,1,12.9798,24.3807,18.5547,1.0359,0.0850647,0.080878,0.54036,1.0301,0.54036,0.892142
26,502.841,1,12.6411,23.1647,18.4971,1.06112,0.0862155,0.122234,0.526678,1.00436,0.526678,0.869553
27,495.954,1,13.2675,22.7761,18.7296,1.00806,0.0819047,0.0600748,0.513342,1.04539,0.513342,0.847535
28,495.12,1,13.424,22.5461,17.1109,1.10087,0.081445,0.048259,0.500344,1.01892,0.500344,0.826075
29,493.046,1,13.1415,22.2439,18.5945,1.22847,0.074296,0.080573,0.487675,0.993124,0.487675,0.813454
30,482.26,1,13.2273,22.2289,17.6846,1.1447,0.0731492,0.0702198,0.475327,0.967978,0.475327,0.819996
31,477.797,1,13.0655,22.2087,19.3661,1.14463,0.0706484,0.0756619,0.463291,0.943468,0.463291,0.799233
32,472.105,1,12.9572,21.3807,18.3503,1.18578,0.0650886,0.0815912,0.45156,0.919579,0.45156,0.778996
33,469.219,1,13.4136,20.6419,18.8817,1.24669,0.0597169,0.049053,0.440127,0.9548,0.440127,0.759271
34,469.842,1,13.3528,21.5855,18.81,1.31922,0.0600765,0.0510117,0.428982,0.930624,0.428982,0.740046
35,472.542,1,12.9652,21.8453,18.5431,1.31929,0.0622237,0.0870331,0.41812,0.90706,0.41812,0.738482
36,469.978,1,13.3392,22.3609,17.5406,1.26541,0.062431,0.0526952,0.407533,0.884093,0.407533,0.756364
37,474.162,1,13.2715,22.8087,18.5473,1.28674,0.064906,0.0681683,0.397214,0.861707,0.397214,0.808293
38,471.377,1,13.7746,22.9109,18.9479,1.28677,0.0661707,0.0153425,0.387157,0.856137,0.387157,0.787826
39,457.04,1,13.583,23.1898,18.0866,1.22243,0.0628621,0.0284641,0.377354,0.834459,0.377354,0.767878
40,452.275,1,13.5562,23.3254,16.8237,1.24047,0.058827,0.0360829,0.367799,0.81333,0.367799,0.781345
41,461.566,1,12.8397,23.3375,16.4201,1.20262,0.0672945,0.0835661,0.358486,0.792736,0.358486,0.827192
42,462.646,1,13.0005,23.3992,16.3706,1.33833,0.062037,0.0854106,0.349409,0.772664,0.349409,0.870791
43,467.115,1,13.4966,23.5094,15.0599,1.38893,0.0629166,0.0492955,0.340562,0.777803,0.340562,0.848743
44,461.795,1,13.6966,23.3345,15.0994,1.3366,0.061531,0.0316279,0.331938,0.777301,0.331938,0.856059
45,453.605,1,13.4154,24.2058,16.4094,1.31281,0.0616503,0.0491335,0.323534,0.75762,0.323534,0.834383
46,454.152,1,13.8146,24.8713,16.3975,1.27251,0.0615718,0.0147777,0.315341,0.80859,0.315341,0.840598
47,454.962,1,13.7511,24.5889,16.7763,1.27258,0.0645793,0.0269201,0.307357,0.791336,0.307357,0.837339
48,453.856,1,13.1841,24.8222,15.9886,1.27255,0.064692,0.0702583,0.299574,0.771299,0.299574,0.882111
49,453.984,1,12.9595,25.0986,16.0392,1.39285,0.0583322,0.083649,0.291989,0.75177,0.291989,0.900265
50,450.925,1,13.3593,24.8158,15.5466,1.22257,0.0655295,0.0493733,0.284596,0.732734,0.284596,0.921152
51,445.089,1,13.946,24.6369,15.7257,1.16144,0.062253,0.0160645,0.27739,0.714181,0.27739,1.04308
52,450.335,1,12.8013,25.0975,14.341,1.32203,0.0556123,0.112861,0.270366,0.734445,0.270366,1.20131
53,445.577,1,12.5523,25.5001,13.8105,1.2429,0.0595341,0.122886,0.26352,0.715848,0.26352,1.19904
54,440.764,1,12.8241,24.9212,14.6868,1.2899,0.0583423,0.107541,0.256848,0.697722,0.256848,1.16868
55,435.245,1,12.8943,24.4174,13.9671,1.18639,0.0608442,0.0862505,0.250344,0.680056,0.250344,1.13909
56,439.432,1,13.85,25.2173,14.1662,1.20881,0.0593039,0.0120859,0.244005,0.701018,0.244005,1.16731
57,437.747,1,12.7871,25.2675,14.8755,1.20881,0.059782,0.0996988,0.237827,0.683268,0.237827,1.13775
58,438.637,1,13.1274,24.724,14.345,1.28155,0.0576322,0.0794471,0.231805,0.665967,0.231805,1.1366
59,444.552,1,13.3761,25.3325,13.9045,1.24774,0.0609117,0.0519628,0.225936,0.702498,0.225936,1.16504
60,443.027,1,13.6517,25.8106,14.0981,1.20206,0.0636963,0.0390583,0.220215,0.684711,0.220215,1.1824
61,439.888,1,13.4214,24.5571,14.4424,1.09148,0.0675098,0.0469371,0.214639,0.71986,0.214639,1.15247
62,438.172,1,14.2212,24.0234,13.6546,1.1388,0.0669572,-0.00800855,0.209204,0.701633,0.209204,1.12328
63,444.07,1,13.2859,24.1431,14.2474,1.23423,0.0638029,0.0630688,0.203907,0.706573,0.203907,1.14801
64,446.442,1,13.4291,24.7001,13.2687,1.28571,0.063228,0.0567017,0.200287,0.688718,0.198744,1.17471
65,440.429,1,13.1514,24.8822,13.8359,1.28574,0.065765,0.0724552,0.195215,0.671279,0.193711,1.14497
66,446.813,1,12.9496,25.454,12.5751,1.33036,0.0647535,0.0868845,0.198144,0.654282,0.188807,1.21145
67,449.223,1,12.5471,25.0716,13.4767,1.39793,0.063555,0.120785,0.200493,0.637715,0.184026,1.18077
68,444.206,1,12.8331,25.0513,12.2797,1.28843,0.0674021,0.102866,0.197239,0.621568,0.179366,1.20567
69,437.13,1,13.0056,24.5412,12.7496,1.30682,0.0635647,0.0961297,0.198525,0.605829,0.174825,1.17514
70,446.543,1,13.0206,24.7951,12.2711,1.34272,0.0682568,0.0929019,0.193498,0.597223,0.170398,1.16798
71,444.042,1,13.0385,24.6339,12.0194,1.34265,0.0653405,0.0856947,0.205041,0.597119,0.166083,1.22639
72,443.419,1,12.7317,25.1276,13.0029,1.26048,0.067395,0.105714,0.204216,0.581999,0.161878,1.29962
73,439.036,1,12.0361,25.6907,13.8322,1.15658,0.0707975,0.156381,0.199724,0.582822,0.157779,1.27663
74,440.015,1,12.7033,25.5931,13.5476,1.14945,0.0745955,0.107082,0.198193,0.601814,0.153784,1.29
75,433.392,1,12.9477,24.6163,14.9782,1.06351,0.07262,0.0815501,0.193174,0.586576,0.14989,1.32496
76,435.798,1,13.5668,24.5729,14.6987,1.06353,0.0720061,0.0377753,0.197161,0.643981,0.146095,1.36576
77,433.425,1,13.2109,24.6496,14.5074,1.04281,0.0712764,0.0605396,0.200691,0.684564,0.142396,1.33118
78,441.408,1,13.0131,25.0258,14.5769,1.14943,0.0686893,0.0858273,0.205243,0.778924,0.13879,1.29748
79,438.322,1,12.7456,24.8845,15.335,1.29818,0.0610075,0.10977,0.202744,0.759201,0.139017,1.26462
80,430.41,1,13.7826,24.5617,14.769,1.22754,0.0618774,0.0226533,0.199291,0.739978,0.135497,1.2326
81,430.931,1,14.3269,24.4407,14.6051,1.17536,0.0655672,-0.0105112,0.204091,0.740405,0.132067,1.20139
82,428.83,1,13.4334,24.4887,14.672,1.22376,0.0612971,0.0466281,0.199395,0.793417,0.128723,1.17097
83,430.291,1,13.4097,24.5867,13.9367,1.13646,0.0681059,0.0548821,0.194882,0.805173,0.125463,1.14132
84,431.227,1,13.1437,24.692,14.5074,1.19866,0.0650703,0.0740385,0.194673,0.848241,0.122286,1.11242
85,433.09,1,12.69,24.4453,14.4939,1.21966,0.0664819,0.106999,0.199584,0.867812,0.11919,1.08426
86,427.745,1,12.4392,24.6795,13.9555,1.11001,0.0712469,0.141418,0.195912,0.845839,0.116172,1.0568
87,429.281,1,12.7197,25.1835,15.1543,1.20449,0.0665359,0.117689,0.205904,0.824422,0.113231,1.03004
88,421.814,1,13.6891,25.2913,14.5735,1.11481,0.0673347,0.0372861,0.20069,0.803547,0.110363,1.01892
89,420.602,1,13.4486,25.0608,15.7309,1.09157,0.0672444,0.0527326,0.200315,0.7832,0.107569,1.02786
90,430.3,1,13.3635,24.9346,13.6589,1.15004,0.0686613,0.0532093,0.201301,0.805494,0.104845,1.04831
91,426.022,1,12.976,24.8383,13.5902,1.24993,0.06141,0.0950274,0.201659,0.785584,0.119972,1.02177
92,421.816,1,13.2754,24.7941,14.6882,1.19665,0.0672609,0.0600469,0.196553,0.808007,0.116934,0.995897
93,428.433,1,12.7714,24.5587,13.641,1.15309,0.0692927,0.105388,0.199673,0.787548,0.113973,1.00509
94,427.536,1,13.0574,24.19,14.1466,1.21725,0.0677051,0.079298,0.197572,0.767607,0.114104,0.979641
95,431.809,1,13.2235,24.8527,13.5497,1.29512,0.0637164,0.0680223,0.199347,0.760118,0.111215,1.0251
96,424.171,1,13.2382,24.6673,14.4819,1.13493,0.0666421,0.0677902,0.199371,0.740872,0.110588,1.04895
97,422.907,1,13.1311,24.5959,14.2845,1.1937,0.0651525,0.063362,0.194977,0.722113,0.107788,1.07701
98,415.922,1,13.0203,24.651,13.6316,1.13402,0.0618949,0.078789,0.198284,0.73234,0.105058,1.08058
99,420.989,1,13.4595,24.268,14.8261,1.16844,0.0659348,0.0463443,0.195881,0.760805,0.102398,1.05322
100,426.613,1,13.0071,24.2599,14.5471,1.32045,0.0622377,0.0798483,0.19629,0.741541,0.102381,1.06661
101,424.703,1,13.596,24.4884,14.7921,1.22585,0.0635568,0.0388048,0.196554,0.798327,0.102683,1.0396
102,415.705,1,13.3402,23.9694,15.0293,1.17101,0.0616418,0.0633683,0.200576,0.721561,0.108037,0.950555
103,415.696,1,13.2887,24.14,14.3587,1.19824,0.0602122,0.0626279,0.199279,0.727093,0.10239,0.988939
104,426.731,1,12.4506,24.0915,14.2957,1.27318,0.0666649,0.134061,0.1983,0.801356,0.0924538,0.890769
105,426.089,1,13.1229,24.2309,14.5612,1.27596,0.064135,0.0685151,0.191931,0.782926,0.105384,0.890178
106,427.81,1,13.4774,23.9372,15.9137,1.3363,0.0587686,0.0429359,0.198291,0.851029,0.115588,0.851905
107,422.526,1,13.5751,23.6874,14.7842,1.31066,0.0577837,0.0431735,0.202108,0.738138,0.119094,0.882945
108,422.102,1,13.659,23.6811,15.4904,1.31062,0.0565181,0.0318356,0.213287,0.73375,0.120157,0.87318
109,422.315,1,13.4393,23.7733,16.0214,1.26765,0.0598648,0.0412177,0.192137,0.768979,0.121698,0.860175
110,423.109,1,12.6994,23.3595,16.6884,1.34366,0.0563156,0.116008,0.202807,0.819055,0.109079,0.874587
111,423.598,1,12.7042,23.6783,16.9682,1.3079,0.0582577,0.103715,0.207444,0.743303,0.107809,0.942254
112,419.016,1,12.9179,23.1444,17.1076,1.35486,0.0576315,0.0973595,0.200688,0.803144,0.0940384,0.835102
113,420.434,1,12.9513,23.3589,15.9777,1.35488,0.0571545,0.0952985,0.210342,0.816335,0.0919608,0.846874
114,422.707,1,13.0189,23.4725,16.047,1.34629,0.0590817,0.0859824,0.198459,0.869648,0.088644,0.887014
115,418.721,1,12.5308,23.5463,15.1322,1.34626,0.0586171,0.116912,0.189113,0.85137,0.0873371,0.862282
116,420.131,1,13.078,23.6263,16.4465,1.20181,0.0637262,0.0768356,0.197959,0.80552,0.0965657,0.929478
117,412.024,1,12.1856,23.9692,15.1647,1.20182,0.0626577,0.155416,0.19575,0.768003,0.087393,0.861979
118,413.565,1,12.9592,23.8041,14.5487,1.22794,0.0594831,0.093888,0.207146,0.791067,0.0913218,0.884149
119,410.623,1,13.9209,24.1334,15.4382,1.2279,0.0583518,0.0200049,0.203742,0.752409,0.0947941,0.900885
120,412.085,1,13.2132,24.3049,15.2624,1.3615,0.0529711,0.0688006,0.200988,0.773847,0.0874731,0.887978
121,420.25,1,12.5691,24.0941,15.716,1.32413,0.0577663,0.123,0.199876,0.817716,0.0955,0.897408
122,426.827,1,13.2102,24.4557,15.3363,1.31023,0.0651164,0.0725339,0.199528,0.814163,0.0907574,0.889895
123,418.189,1,13.7036,24.4762,15.8347,1.23398,0.0643793,0.0337367,0.194232,0.812725,0.0880921,0.883598
124,430.081,1,13.6746,24.0912,17.0411,1.38512,0.0660163,0.0390574,0.207398,0.747468,0.0838923,0.916305
125,410.299,1,13.7057,23.9706,16.2048,1.21697,0.0665134,0.0299571,0.198893,0.715907,0.0674638,0.915498
126,410.8,1,13.4812,23.7028,16.0701,1.21693,0.0661668,0.0472127,0.195141,0.723301,0.0696855,0.931793
127,412.187,1,12.6482,23.7314,15.1287,1.21706,0.0707214,0.125491,0.1943,0.637413,0.0705803,0.916769
128,416.246,1,13.4443,23.7349,14.1507,1.21705,0.0689755,0.0572571,0.210133,0.614153,0.0749298,0.984944
129,411.239,1,12.7624,23.8304,13.8815,1.25497,0.0660169,0.0979009,0.206492,0.677608,0.0658439,0.893069
130,415.352,1,12.871,23.8698,14.159,1.21239,0.0679526,0.100002,0.208801,0.687616,0.074496,0.914672
131,411.546,1,12.7,24.1617,15.5999,1.21234,0.0663605,0.119867,0.198778,0.708433,0.0795624,0.860952
132,419.941,1,12.7766,24.2969,15.7742,1.29976,0.0662296,0.117969,0.2022,0.663115,0.087168,0.890592
133,414.561,1,12.9895,24.1224,15.0655,1.29966,0.0611989,0.091532,0.208587,0.712937,0.0742195,0.958094
134,412.788,1,12.2864,24.0193,16.2837,1.29968,0.0633075,0.137709,0.199261,0.774397,0.0655164,0.900733
135,412.197,1,13.9608,24.1503,15.422,1.28109,0.060533,0.0120749,0.205576,0.7785,0.0706374,0.937113
