iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,591.745,1,13.509,23.899,13.116,1,0.3,1,1,1,1
2,535.484,1,25.835,41.0597,13.9553,0.788094,0.167642,0.387963,0.934152,0.668453,0.965857
3,518.005,1,26.1538,43.6542,12.8757,0.894076,0.146218,0.373259,0.896417,0.639369,0.887493
4,491.144,1,25.8695,44.9509,11.8737,0.929405,0.114984,0.371135,0.926587,0.585996,0.959624
5,482.409,1,25.6524,44.7466,10.386,0.986799,0.0996326,0.361344,1.0101,0.62633,1.05422
6,470.024,1,25.4508,45.8192,11.6948,0.914592,0.0948933,0.362675,0.957164,0.617449,1.02055
7,463.877,1,25.3755,43.5582,13.285,1.04818,0.082432,0.354437,0.984547,0.685924,0.908373
8,448.316,1,25.7021,44.0136,14.1647,1.01685,0.0749658,0.359084,1.08144,0.61776,0.785086
9,443.918,1,25.728,43.8068,16.0763,1.08183,0.0696221,0.368088,1.09418,0.628681,0.672872
10,430.764,1,25.6211,43.9439,15.632,1.05504,0.0641425,0.358742,1.01007,0.614558,0.609522
11,421.526,1,25.5663,43.7996,17.0468,1.06727,0.0565325,0.355064,1.04252,0.626372,0.653611
12,421.86,1,25.5378,43.0863,16.907,1.09219,0.0545139,0.359024,0.984291,0.626483,0.740756
13,416.376,1,25.5104,42.4556,16.5933,1.09216,0.0521719,0.350269,0.909467,0.633132,0.693539
14,411.617,1,25.4121,41.6081,18.004,1.13524,0.0469636,0.357765,0.944147,0.651619,0.663949
15,412.286,1,25.3967,41.1102,18.084,1.16734,0.04613,0.356588,0.916181,0.659781,0.654811
16,411.318,1,25.2702,40.8022,19.2071,1.22343,0.0428315,0.359504,1.0621,0.611373,0.569295
17,403.775,1,25.3154,40.3178,18.6504,1.17572,0.0419489,0.352335,0.927637,0.629543,0.586405
18,402.978,1,25.3228,40.4854,18.0388,1.20134,0.0392715,0.351164,0.970344,0.637837,0.604834
19,398.017,1,25.3785,40.2096,18.6046,1.28501,0.0325098,0.35328,0.961359,0.638331,0.565554
20,391.089,1,25.4069,40.2906,17.9903,1.24759,0.0329329,0.348407,0.789543,0.643073,0.542326
21,388.14,1,25.4518,40.5361,18.3352,1.33905,0.0255618,0.349066,0.785012,0.638351,0.564013
22,389.429,1,25.3899,40.1743,19.2505,1.36177,0.0249596,0.354611,0.773876,0.656272,0.549034
23,382.167,1,25.4831,39.9801,18.8198,1.36164,0.0207861,0.352031,0.801073,0.654041,0.563758
24,376.935,1,25.4307,39.8208,19.3612,1.28218,0.022436,0.357128,0.758781,0.648622,0.565978
25,382.128,1,25.5604,39.7989,18.5469,1.31637,0.0234182,0.357082,0.732453,0.658159,0.573498
26,386.292,1,25.3834,39.6518,20.207,1.44899,0.0148312,0.356929,0.84696,0.698325,0.538903
27,383.556,1,25.3985,39.6109,21.0175,1.50281,0.00422165,0.35229,0.833571,0.686015,0.580538
28,383.749,1,25.4273,39.8109,20.5851,1.52488,1.76143e-05,0.354019,0.841857,0.665115,0.537836
29,377.736,1,25.5057,39.2353,21.9448,1.46781,2.22045e-16,0.34577,0.888565,0.674634,0.541808
30,375.541,1,25.3866,39.5466,20.6628,1.45476,2.22045e-16,0.349959,0.861523,0.673758,0.530629
31,373.719,1,25.2602,39.6733,21.9553,1.42842,2.22045e-16,0.354945,0.871437,0.676948,0.566011
32,372.71,1,25.2795,39.3366,21.701,1.4055,2.22045e-16,0.358679,0.917609,0.690504,0.589094
33,370.823,1,25.5372,39.5109,21.1676,1.40122,2.22045e-16,0.346775,0.904063,0.684972,0.571827
34,371.015,1,25.373,39.4877,21.778,1.40948,2.22045e-16,0.35316,0.863932,0.705303,0.540651
35,369.509,1,25.5154,40.058,21.0712,1.39134,2.22045e-16,0.356201,0.842071,0.670048,0.607478
36,368.459,1,25.782,42.6202,19.6357,1.42748,2.22045e-16,0.35314,0.782945,0.560135,0.55605
37,364.267,1,25.591,41.9103,19.5182,1.39196,2.22045e-16,0.354769,0.766912,0.571779,0.561466
38,365.314,1,25.5395,42.1099,19.0606,1.40695,2.22045e-16,0.354444,0.761356,0.570999,0.539233
39,364.591,1,25.4937,42.2631,19.9163,1.39618,2.22045e-16,0.358887,0.731579,0.578956,0.564384
40,358.158,1,25.4139,42.099,20.5198,1.33249,2.22045e-16,0.355116,0.735108,0.580447,0.645322
41,361.914,1,25.4506,42.1255,19.8039,1.36308,2.22045e-16,0.36072,0.75509,0.581735,0.605865
42,363.627,1,25.4587,41.883,20.2714,1.38003,2.22045e-16,0.356191,0.759496,0.583595,0.591557
43,362.299,1,25.4863,41.6669,20.2805,1.36743,2.22045e-16,0.358691,0.74753,0.582189,0.606373
44,365.009,1,25.3601,42.1634,20.8632,1.3932,2.22045e-16,0.358669,0.737355,0.575014,0.597933
45,364.133,1,25.3009,42.5856,19.7618,1.39286,2.22045e-16,0.358754,0.73129,0.561933,0.585495
46,364.653,1,25.4991,41.8556,20.6786,1.39637,4.11976e-07,0.352509,0.785599,0.571773,0.546765
47,363.02,1,25.3171,41.3023,22.3599,1.3794,2.22045e-16,0.359532,0.804437,0.572605,0.541046
48,357.014,1,25.4476,41.4407,20.9851,1.3494,2.22045e-16,0.356619,0.741604,0.571228,0.521375
49,361.341,1,25.3257,41.0521,21.0638,1.36522,2.22045e-16,0.361812,0.789345,0.573915,0.559335
50,359.635,1,25.4001,41.3468,20.3728,1.36498,2.22045e-16,0.358312,0.744706,0.577749,0.531652
51,359.238,1,25.4837,41.3683,20.9639,1.35914,2.22045e-16,0.358961,0.740675,0.582562,0.541185
52,360.596,1,25.4159,41.615,21.717,1.3813,2.22045e-16,0.352042,0.768217,0.574558,0.489123
53,356.281,1,25.2686,41.8023,21.7816,1.35446,2.22045e-16,0.356306,0.724588,0.559861,0.498938
54,358.637,1,25.2306,41.7127,21.4431,1.37287,2.22045e-16,0.356653,0.718016,0.569366,0.493115
55,361.16,1,25.4422,41.3537,21.1622,1.37661,2.22045e-16,0.35712,0.75999,0.577898,0.521187
56,356.52,1,25.2352,40.9451,21.2829,1.32912,2.22045e-16,0.35567,0.829961,0.576987,0.532387
57,357.154,1,25.1908,40.8997,21.2886,1.33262,2.22045e-16,0.356087,0.840509,0.568211,0.538414
58,356.666,1,25.4799,40.9642,22.5426,1.30975,2.22045e-16,0.352772,0.846248,0.571678,0.632281
59,353.775,1,25.3727,41.0236,23.4744,1.29888,2.22045e-16,0.35491,0.815886,0.581089,0.589782
60,355.844,1,25.3366,41.0227,21.8811,1.31678,2.22045e-16,0.356544,0.795393,0.581804,0.584653
61,356.416,1,25.4717,41.0056,20.602,1.31506,2.22045e-16,0.357275,0.816498,0.585082,0.595772
62,353.452,1,25.4366,40.9481,20.2845,1.28916,2.22045e-16,0.351277,0.819156,0.57971,0.632698
63,354.884,1,25.3365,40.8964,21.6521,1.29449,2.22045e-16,0.353542,0.837344,0.579953,0.644565
64,357.532,1,25.4111,40.7585,22.2994,1.31049,2.22045e-16,0.363106,0.837812,0.578821,0.650689
65,354.354,1,25.2228,40.6882,23.2923,1.29265,2.22045e-16,0.359615,0.813153,0.577946,0.641221
66,351.378,1,25.2968,40.5279,21.7543,1.2784,2.22045e-16,0.355374,0.793969,0.580702,0.62169
67,347.356,1,25.4015,40.8411,22.5916,1.25067,2.22045e-16,0.353466,0.814193,0.58609,0.595658
68,346.328,1,25.5261,40.6001,21.0599,1.25348,2.22045e-16,0.345607,0.801537,0.585899,0.570208
69,346.677,1,25.3833,40.2221,20.4976,1.25077,2.22045e-16,0.352407,0.753821,0.588393,0.6198
70,349.727,1,25.4288,40.5336,19.9981,1.26428,2.22045e-16,0.349674,0.807029,0.585466,0.633186
71,345.955,1,25.4067,40.7283,20.3704,1.24613,2.22045e-16,0.349057,0.817985,0.592475,0.571991
72,349.217,1,25.2616,40.9273,20.2652,1.26265,2.22045e-16,0.350731,0.829613,0.586968,0.600087
73,349.817,1,25.3629,40.6307,19.9805,1.26179,2.22045e-16,0.347284,0.839797,0.603547,0.608698
74,353.156,1,25.3243,40.5087,21.4131,1.28133,2.22045e-16,0.354664,0.854207,0.609116,0.602252
75,352.702,1,25.4018,40.4048,21.8389,1.28176,2.22045e-16,0.352214,0.854729,0.606747,0.589335
76,350.05,1,25.2597,40.4437,22.4087,1.26986,2.22045e-16,0.350508,0.866034,0.6017,0.553636
77,346.131,1,25.2057,40.4174,22.9818,1.23777,2.22045e-16,0.355465,0.910103,0.598984,0.543769
78,348.151,1,25.3723,40.5498,22.8054,1.25741,2.22045e-16,0.352134,0.885849,0.596673,0.538992
79,350.973,1,25.3483,40.4318,22.9327,1.28062,2.22045e-16,0.356257,0.857964,0.607328,0.526098
80,352.377,1,25.3044,40.7446,22.814,1.28742,2.22045e-16,0.350865,0.824283,0.604545,0.574139
81,345.192,1,25.4783,40.6533,21.7999,1.23209,2.22045e-16,0.344278,0.829309,0.604292,0.607773
82,353.051,1,25.6304,40.932,21.2997,1.2947,2.22045e-16,0.348388,0.853064,0.595612,0.555352
83,348.379,1,25.54,40.6304,21.4061,1.25069,2.22045e-16,0.349809,0.900873,0.611663,0.562259
84,349.833,1,25.5667,40.4203,21.5643,1.24356,2.22045e-16,0.346016,0.931624,0.600342,0.652974
85,350.709,1,25.5138,39.8316,23.2171,1.26413,2.22045e-16,0.351676,0.934539,0.607124,0.555777
86,352.332,1,25.3581,40.0353,23.5849,1.27234,2.22045e-16,0.350953,0.911739,0.608723,0.587835
87,351.201,1,25.3147,39.8202,22.8781,1.26564,2.22045e-16,0.347349,0.889551,0.603014,0.604489
88,347.544,1,25.2879,39.9471,23.1646,1.27005,2.22045e-16,0.347901,0.833128,0.604446,0.491449
89,348.736,1,25.1705,40.0631,23.5359,1.26121,2.22045e-16,0.355392,0.875617,0.597808,0.539171
90,352.044,1,25.277,40.0909,22.81,1.28248,2.22045e-16,0.347641,0.834311,0.60621,0.581593
91,352.65,1,25.3005,39.6815,22.396,1.28123,2.22045e-16,0.35196,0.856557,0.613168,0.583038
92,355.836,1,25.3137,39.3947,22.4449,1.30252,2.22045e-16,0.352873,0.869751,0.608236,0.585233
93,354.232,1,25.3164,39.4512,22.3002,1.30526,2.22045e-16,0.349604,0.868779,0.620837,0.512077
94,348.735,1,25.4511,39.8625,22.911,1.26631,2.22045e-16,0.349971,0.883385,0.606707,0.512431
95,349.616,1,25.3749,40.2184,22.6439,1.2624,2.22045e-16,0.349186,0.920483,0.599911,0.544339
96,347.348,1,25.4959,40.3126,23.5738,1.24918,2.22045e-16,0.351262,0.918897,0.588856,0.540437
97,352.922,1,25.3495,39.8372,22.9268,1.27717,2.22045e-16,0.353285,0.950156,0.595865,0.567251
98,350.87,1,25.4562,39.9583,23.3376,1.26746,2.22045e-16,0.347274,0.949602,0.588618,0.561274
99,349.215,1,25.3191,40.0043,22.9418,1.2583,2.22045e-16,0.349443,0.904384,0.584267,0.576756
100,354.589,1,25.2381,39.6835,25.037,1.28606,2.22045e-16,0.349619,0.968226,0.603308,0.571309
101,350.76,1,25.3031,39.9963,23.5361,1.26584,2.22045e-16,0.350873,0.937796,0.601578,0.552934
102,348.042,1,25.2866,39.8796,23.2083,1.24644,2.22045e-16,0.350092,0.912756,0.605179,0.567599
103,351.669,1,25.3632,39.8782,22.8268,1.26158,2.22045e-16,0.352625,0.923716,0.596998,0.624581
104,351.897,1,25.2859,39.6934,23.6777,1.26476,2.22045e-16,0.351159,0.868156,0.609082,0.63966
105,353.962,1,25.2389,39.7939,23.5489,1.27751,2.22045e-16,0.354455,0.895691,0.609897,0.627919
106,353.158,1,25.2544,40.0682,22.5029,1.27757,2.22045e-16,0.35472,0.89755,0.60459,0.597289
107,355.871,1,25.4224,40.2273,22.7342,1.30714,2.22045e-16,0.344545,0.916087,0.584741,0.569351
108,351.488,1,25.2573,40.0036,23.4307,1.26917,2.22045e-16,0.348361,0.928141,0.592776,0.579915
109,352.979,1,25.2892,40.1225,23.788,1.27747,2.22045e-16,0.344804,0.97586,0.576007,0.586124
110,352.053,1,25.3616,40.2633,22.6557,1.26326,2.22045e-16,0.343616,1.03365,0.568688,0.597655
111,352.765,1,25.3027,40.4096,23.6294,1.26575,2.22045e-16,0.352486,1.03094,0.565373,0.60554
112,356.917,1,25.313,40.3218,23.4762,1.29623,2.22045e-16,0.350789,1.05389,0.570747,0.585079
113,350.679,1,25.3516,40.4547,23.3189,1.2603,2.22045e-16,0.351612,0.993202,0.562272,0.584897
114,350.58,1,25.2025,40.322,22.8433,1.26489,2.22045e-16,0.356215,0.978908,0.565734,0.555044
115,349.662,1,25.2365,40.2017,22.672,1.252,2.22045e-16,0.35304,1.02294,0.565975,0.563946
116,352.468,1,25.1238,40.208,23.3172,1.2735,2.22045e-16,0.354647,1.00602,0.580886,0.549128
117,354.04,1,25.1897,39.8802,22.888,1.28586,2.22045e-16,0.357978,0.982801,0.590752,0.546607
118,355.638,1,25.171,40.5027,23.5225,1.2904,2.22045e-16,0.354681,1.04698,0.592198,0.545554
119,352.075,1,25.2989,40.471,23.8815,1.26429,2.22045e-16,0.346911,1.03787,0.59697,0.558302
120,354.506,1,25.3312,41.0226,25.5165,1.27973,2.22045e-16,0.344334,1.08479,0.590583,0.554114
121,349.447,1,25.3271,40.6197,24.032,1.25657,2.22045e-16,0.345464,1.02048,0.593299,0.521432
122,349.732,1,25.4552,40.6488,23.9098,1.26302,2.22045e-16,0.352871,1.01679,0.581569,0.505507
123,349.253,1,25.4145,40.3099,23.4915,1.25851,2.22045e-16,0.352746,0.937605,0.593762,0.542113
124,352.532,1,25.3546,40.3477,24.4822,1.28366,2.22045e-16,0.346479,0.884495,0.597204,0.573
125,351.282,1,25.3136,40.4298,23.0098,1.26373,2.22045e-16,0.351778,0.912907,0.597481,0.600134
126,347.822,1,25.3736,40.1651,22.6314,1.23752,2.22045e-16,0.34683,0.945087,0.600827,0.593376
127,351.257,1,25.3854,40.318,24.0204,1.26416,2.22045e-16,0.342651,0.900898,0.600218,0.620021
128,349.68,1,25.3969,40.2739,22.6379,1.27612,2.22045e-16,0.346322,0.863618,0.590711,0.532836
129,349.468,1,25.3427,39.9041,22.1356,1.26901,2.22045e-16,0.344151,0.867617,0.597648,0.550297
130,351.634,1,25.4133,40.1073,22.8687,1.28401,2.22045e-16,0.346696,0.892474,0.595644,0.53897
131,352.055,1,25.3525,40.185,23.2515,1.2737,2.22045e-16,0.360726,0.885724,0.600783,0.576172
