parameter,value
Cl_pop,13.5109839873605
beta_Cl_logtSCRMGDL,-1.5861582101812
V1_pop,23.5843400521254
beta_V1_logtCLCRMLMIN,-3.2159297082199
Q_pop,23.4
beta_Q_LMP_1,0.853555582049934
beta_Q_logtAGEA,1.37748197152681
beta_Q_logtALBGDL,17.3608551375702
beta_Q_logtPROGDL,-17.3775107359596
V2_pop,3.33848142688186
beta_V2_SEXF_1,4.15386695513047
beta_V2_logtHCM,31.7779096390693
omega_Cl,0.460765748790109
omega_V1,0.275524991993994
omega_Q,7.11788097404627e-8
omega_V2,1.84975536228478e-8
a,1.45000610545893
b,0.0411337669257506
