iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,c,omega_Cl,omega_Q,omega_V1,omega_V2
119,45.5652,1,13.5158,35.8013,21.7629,16.8948,7.82001e-05,2.51929,0.01,0.269077,1.34707,4.32975e-08,0.699012
120,42.0644,1,13.3612,39.048,21.7629,16.894,7.6971e-05,2.48888,0.01,0.271258,1.453,3.71043e-08,0.715962
121,48.2666,1,13.5495,37.1272,21.7629,15.8474,7.6971e-05,2.48888,0.01,0.270931,1.52798,4.33941e-08,0.75417
122,59.9112,1,13.4731,32.7058,21.7629,15.7082,7.62482e-05,2.54418,0.01,0.274261,1.63518,4.80044e-08,0.774733
123,60.1979,1,13.659,30.134,21.7629,16.6085,7.5839e-05,2.5418,0.01,0.279459,1.52068,4.99254e-08,0.799199
124,49.644,1,13.53,35.3982,21.7629,17.3995,7.17449e-05,2.50543,0.01,0.280322,1.34032,5.1551e-08,0.670545
125,45.9857,1,13.3713,33.9333,21.7629,17.5167,6.83018e-05,2.46378,0.01,0.272761,1.36837,5.401e-08,0.629563
126,55.8352,1,13.3385,36.3154,21.7629,16.6584,6.70076e-05,2.52822,0.01,0.271104,1.47788,5.92905e-08,0.635255
127,37.8063,1,13.2619,35.1792,21.7629,17.2595,6.21518e-05,2.37902,0.01,0.262519,1.43054,5.10702e-08,0.6215
128,45.9135,1,13.5291,30.2826,21.7629,18.1129,6.19725e-05,2.50193,0.01,0.268933,1.41929,4.87976e-08,0.620399
129,49.5177,1,13.4679,30.1267,21.7629,17.7976,6.12525e-05,2.5223,0.01,0.262288,1.63552,4.56742e-08,0.633586
130,49.828,1,13.4306,33.151,21.7629,16.7843,6.05964e-05,2.50537,0.01,0.267236,1.5264,4.82561e-08,0.663913
131,46.7092,1,13.6238,34.3684,21.7629,16.8892,5.79932e-05,2.47055,0.01,0.268312,1.47769,4.9817e-08,0.648577
132,52.7159,1,13.4076,35.2403,21.7629,16.936,5.95897e-05,2.55385,0.01,0.264245,1.5233,4.96229e-08,0.641605
133,50.6917,1,13.6332,35.5058,21.7629,15.9257,5.75427e-05,2.5684,0.01,0.266999,1.58763,4.64989e-08,0.58883
134,53.7083,1,13.6491,35.9685,21.7629,16.0364,5.71448e-05,2.56015,0.01,0.286501,1.43011,5.21233e-08,0.611659
135,43.9604,1,13.6393,31.8194,21.7629,16.5661,5.64875e-05,2.54068,0.01,0.270066,1.34342,4.88913e-08,0.556904
136,47.7682,1,13.4963,33.657,21.7629,16.7242,5.6351e-05,2.54846,0.01,0.263446,1.30294,4.97517e-08,0.646117
137,41.8269,1,13.4975,34.0004,21.7629,16.564,5.35367e-05,2.45227,0.01,0.273219,1.23166,4.82868e-08,0.700247
138,40.7883,1,13.3373,31.2559,21.7629,16.6398,5.10288e-05,2.39804,0.01,0.269646,1.34489,5.05569e-08,0.685227
139,35.907,1,13.4119,31.0519,21.7629,15.778,5.08469e-05,2.40159,0.01,0.264804,1.30243,4.65423e-08,0.660516
140,36.9899,1,13.4361,34.6038,21.7629,16.2178,4.93648e-05,2.46638,0.01,0.260397,1.26354,4.20737e-08,0.675978
141,37.8286,1,13.4094,36.5445,21.7629,15.856,4.93648e-05,2.46638,0.01,0.259586,1.36723,3.90044e-08,0.668616
142,36.1807,1,13.4881,37.43,21.7629,15.6414,4.8605e-05,2.42654,0.01,0.258692,1.43177,4.08659e-08,0.663778
143,33.4797,1,13.4571,35.9273,21.7629,16.0856,4.65676e-05,2.3886,0.01,0.275836,1.2909,3.90323e-08,0.726355
144,31.8326,1,13.4805,34.54,21.7629,17.0024,4.33787e-05,2.33583,0.01,0.270758,1.39463,3.92954e-08,0.736709
145,36.9721,1,13.3393,39.9837,21.7629,14.9902,4.18392e-05,2.38146,0.01,0.257374,1.43188,4.15223e-08,0.753772
146,40.3095,1,13.4449,40.3449,21.7629,16.6764,4.28147e-05,2.47021,0.01,0.256888,1.60908,3.63396e-08,0.688586
147,37.7044,1,13.4202,38.4003,21.7629,17.2895,4.35609e-05,2.50805,0.01,0.251935,1.4821,3.57819e-08,0.647446
148,35.7961,1,13.3406,36.5083,21.7629,16.5595,3.99087e-05,2.44799,0.01,0.266333,1.49879,3.87015e-08,0.607802
149,44.7972,1,13.2591,43.3593,21.7629,16.6245,4.04728e-05,2.52923,0.01,0.266282,1.66796,3.60888e-08,0.650372
150,46.1881,1,13.4888,36.1337,21.7629,16.6812,3.7032e-05,2.48216,0.01,0.265261,1.63928,4.2037e-08,0.669253
151,51.4943,1,13.4371,38.5538,21.7629,15.5696,3.6941e-05,2.48828,0.01,0.258193,1.75926,4.48563e-08,0.707955
152,48.1515,1,13.5144,40.1896,21.7629,16.3455,3.55326e-05,2.44924,0.01,0.262696,1.67032,4.4263e-08,0.729289
153,32.4058,1,13.4621,38.0012,21.7629,16.8778,3.34325e-05,2.33548,0.01,0.260355,1.5244,3.85021e-08,0.728194
154,27.7158,1,13.4308,33.8643,21.7629,16.7231,3.07857e-05,2.35636,0.01,0.259469,1.35678,3.56393e-08,0.719323
155,33.8667,1,13.434,37.3769,21.7629,16.8116,3.04981e-05,2.4131,0.01,0.254459,1.45482,3.53776e-08,0.733267
156,33.0617,1,13.3845,42.1796,21.7629,16.889,3.01223e-05,2.39118,0.01,0.267599,1.48025,3.60285e-08,0.690611
157,33.4156,1,13.3473,39.1228,21.7629,17.4744,2.86394e-05,2.44423,0.01,0.257486,1.34993,3.44578e-08,0.73101
158,20.382,1,13.2688,32.6131,21.7629,17.3946,2.75153e-05,2.37468,0.01,0.248095,1.2386,3.16741e-08,0.692346
159,24.273,1,13.4014,33.5996,21.7629,17.7989,2.71852e-05,2.39223,0.01,0.271025,1.2536,3.29567e-08,0.656453
160,29.2714,1,13.467,37.345,21.7629,17.6245,2.68067e-05,2.38394,0.01,0.280128,1.37413,3.46645e-08,0.664441
161,29.5803,1,13.5347,34.0932,21.7629,17.2319,2.68067e-05,2.38394,0.01,0.263489,1.32961,3.70589e-08,0.670201
162,26.6946,1,13.4107,35.3971,21.7629,16.9813,2.52268e-05,2.40876,0.01,0.255588,1.31671,3.25901e-08,0.696962
163,24.9313,1,13.4071,33.6111,21.7629,16.4497,2.48574e-05,2.38113,0.01,0.254241,1.27282,3.44533e-08,0.691704
164,35.3949,1,13.5676,34.4858,21.7629,16.2668,2.44658e-05,2.47866,0.01,0.263714,1.3084,3.33273e-08,0.749373
165,28.5432,1,13.465,36.4453,21.7629,16.4218,2.32568e-05,2.38183,0.01,0.263234,1.41175,2.97112e-08,0.78817
166,23.0325,1,13.4409,35.3692,21.7629,16.6017,2.36514e-05,2.35163,0.01,0.263957,1.32915,2.87931e-08,0.772896
167,12.6687,1,13.4377,32.446,21.7629,16.3862,2.36688e-05,2.28156,0.01,0.269196,1.36815,2.53945e-08,0.709145
168,19.1688,1,13.5917,33.3266,21.7629,16.7454,2.33766e-05,2.34909,0.01,0.272513,1.37139,2.53285e-08,0.731467
169,16.4687,1,13.5432,34.0147,21.7629,15.4602,2.29093e-05,2.44456,0.01,0.268267,1.36622,2.21194e-08,0.614584
170,20.8407,1,13.4059,38.0926,21.7629,15.8556,2.15516e-05,2.49734,0.01,0.264359,1.42785,2.07657e-08,0.646058
171,21.9505,1,13.5432,40.2374,21.7629,15.9566,2.15517e-05,2.41603,0.01,0.277486,1.62988,2.10505e-08,0.674312
172,20.4297,1,13.495,39.4179,21.7629,16.6107,2.14835e-05,2.41946,0.01,0.276361,1.66672,1.87738e-08,0.700745
173,19.526,1,13.594,42.1156,21.7629,16.585,1.9943e-05,2.45754,0.01,0.265914,1.76787,1.94363e-08,0.584964
174,19.0061,1,13.5185,37.9393,21.7629,16.4057,1.9818e-05,2.45544,0.01,0.258223,1.75119,1.88254e-08,0.619936
175,13.4677,1,13.4132,43.5723,21.7629,16.0799,2.15989e-05,2.47521,0.01,0.251436,1.76792,1.66028e-08,0.566051
176,7.87458,1,13.6921,45.5037,21.7629,15.7194,2.08859e-05,2.41626,0.01,0.27831,1.80928,1.49012e-08,0.581548
177,85.745,1,13.7235,39.0891,21.7629,15.8629,2.15801e-05,2.50555,0.01,0.276145,1.65026,1.43973e-07,0.660447
178,67.3869,1,13.5654,35.3494,21.7629,16.7086,2.01624e-05,2.35454,0.01,0.268582,1.47407,1.34943e-07,0.637494
179,69.0069,1,13.5126,33.4649,21.7629,16.472,1.86493e-05,2.37768,0.01,0.268932,1.50297,1.26709e-07,0.661847
180,60.4444,1,13.5279,30.8148,21.7629,16.4615,1.67883e-05,2.34189,0.01,0.265443,1.40307,1.17277e-07,0.639072
181,61.1385,1,13.4399,29.793,21.7629,15.3175,1.67883e-05,2.34189,0.01,0.2591,1.3047,1.22515e-07,0.679633
182,68.7687,1,13.5242,35.1462,21.7629,15.7801,1.65644e-05,2.42191,0.01,0.263143,1.41516,1.16417e-07,0.694967
183,64.2714,1,13.4027,36.5879,21.7629,15.7289,1.38643e-05,2.33492,0.01,0.27151,1.5122,1.15589e-07,0.680359
184,60.6804,1,13.5891,36.2676,21.7629,16.2223,1.37249e-05,2.31895,0.01,0.278635,1.6137,1.04553e-07,0.635291
185,72.33,1,13.6161,36.5595,21.7629,15.7941,1.52255e-05,2.51815,0.01,0.264153,1.71831,9.57501e-08,0.618426
186,66.8783,1,13.5744,41.3222,21.7629,15.8897,1.38969e-05,2.43416,0.01,0.270542,1.74233,8.9854e-08,0.647921
187,79.849,1,13.5884,43.8966,21.7629,15.3883,1.59928e-05,2.56454,0.01,0.267303,1.78296,9.43029e-08,0.68809
188,67.8996,1,13.5853,41.4265,21.7629,15.595,1.49385e-05,2.38916,0.01,0.277905,1.65235,1.11691e-07,0.619912
189,63.8106,1,13.6635,41.4788,21.7629,15.2302,1.35521e-05,2.37825,0.01,0.274429,1.48889,1.20972e-07,0.576547
190,68.1785,1,13.5786,41.341,21.7629,16.5219,1.24512e-05,2.39069,0.01,0.273058,1.57375,1.1644e-07,0.638032
191,65.1565,1,13.5556,41.1588,21.7629,15.4407,9.97563e-06,2.38436,0.01,0.274828,1.5632,1.10804e-07,0.616053
192,65.892,1,13.5144,39.6645,21.7629,15.1525,9.97835e-06,2.38877,0.01,0.261846,1.50379,1.15223e-07,0.655321
193,81.3347,1,13.5086,38.3723,21.7629,15.4574,1.32259e-05,2.50143,0.01,0.264118,1.54892,1.27988e-07,0.720617
194,80.8387,1,13.5687,39.4961,21.7629,15.4595,1.32999e-05,2.53033,0.01,0.281275,1.53492,1.24096e-07,0.646531
195,75.706,1,13.484,40.7802,21.7629,15.687,1.27937e-05,2.48183,0.01,0.270374,1.56073,1.14134e-07,0.680592
196,67.1253,1,13.4477,37.7594,21.7629,16.7735,1.154e-05,2.39824,0.01,0.266206,1.53746,1.10615e-07,0.66755
197,64.8522,1,13.453,36.3303,21.7629,16.1628,1.15337e-05,2.41599,0.01,0.267643,1.50074,1.07698e-07,0.619321
198,77.051,1,13.5243,39.4365,21.7629,15.9372,1.23242e-05,2.4901,0.01,0.271964,1.6121,1.13976e-07,0.672563
199,70.0346,1,13.553,39.3661,21.7629,15.6115,1.18312e-05,2.45352,0.01,0.266948,1.63887,1.0473e-07,0.634354
200,74.5936,1,13.7595,33.1851,21.7629,16.4187,1.28417e-05,2.50501,0.01,0.271558,1.48159,1.22018e-07,0.60958
201,77.1236,1,13.5974,32.7986,21.7629,16.2819,1.28417e-05,2.50501,0.01,0.277982,1.53973,1.1628e-07,0.64388
202,78.5758,1,13.7208,34.3865,21.7629,16.0144,1.15163e-05,2.51533,0.01,0.276426,1.51744,1.15247e-07,0.689733
203,63.2486,1,13.4946,35.607,21.7629,15.3707,1.05763e-05,2.41215,0.01,0.265764,1.3903,1.08124e-07,0.642291
204,74.8932,1,13.409,36.8646,21.7629,15.5454,1.14859e-05,2.48987,0.01,0.262625,1.38688,1.25046e-07,0.686431
205,76.6633,1,13.4538,38.5872,21.7629,16.2266,1.1325e-05,2.4623,0.01,0.258796,1.4708,1.38256e-07,0.672801
