parameter,value
Cl_pop,13.5022404406018
V1_pop,23.7045688588866
beta_V1_ANTU_1,2.94215397285399
beta_V1_logtCLCRMLMIN,-3.11946101089729
beta_V1_logtPROGDL,-1.83305158371597
Q_pop,23.4
beta_Q_LMP_1,0.992293574447357
beta_Q_logtAGEA,1.44040197970174
beta_Q_logtALBGDL,18.9089912650299
beta_Q_logtPROGDL,-18.3567803288721
V2_pop,2.88623724206357
beta_V2_SEXF_1,4.64636577797003
beta_V2_logtHCM,37.6841006160981
beta_V2_logtRAL,0.203314246463714
beta_V2_logtRAN,0.0410719519221118
omega_Cl,0.258976508783153
omega_V1,1.70570428703211
omega_Q,5.32109778706853e-8
omega_V2,6.01562762480267e-8
a,1.33982128432934
b,0.0433101607081523
