Cl_pop,15.63,-0.68093,0.16368,0.22132,0.0023439,0.0065325,0.017981,0.00069544,-0.0020603,-8.0152e-18
beta_Cl_tSCRMGDL,-0.68093,0.03258,-0.0030462,-0.010013,-0.00010986,-0.00032251,-0.0012049,-0.00020702,0.0001182,4.692e-19
V1_pop,0.16368,-0.0030462,5.0862,-2.3673,0.0026626,0.048843,0.082041,0.29158,-0.0074089,1.4365e-17
V2_pop,0.22132,-0.010013,-2.3673,29.793,0.00075133,-0.028115,0.78146,-0.6061,-0.0083213,7.2643e-18
omega_Cl,0.0023439,-0.00010986,0.0026626,0.00075133,0.0017595,0.00017331,-0.00031023,0.00035529,-0.0001037,-3.3331e-19
omega_V1,0.0065325,-0.00032251,0.048843,-0.028115,0.00017331,0.0057415,-0.0014554,0.00086378,-0.00064769,-1.4702e-18
omega_Q,0.017981,-0.0012049,0.082041,0.78146,-0.00031023,-0.0014554,0.3001,-0.046368,0.00015146,3.7336e-18
omega_V2,0.00069544,-0.00020702,0.29158,-0.6061,0.00035529,0.00086378,-0.046368,0.14368,-0.0012843,1.31e-18
a,-0.0020603,0.0001182,-0.0074089,-0.0083213,-0.0001037,-0.00064769,0.00015146,-0.0012843,0.0012988,-4.3201e-19
b,-8.0152e-18,4.692e-19,1.4365e-17,7.2643e-18,-3.3331e-19,-1.4702e-18,3.7336e-18,1.31e-18,-4.3201e-19,0.00017134
