pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.34698,0.158102,-2.94398,0.00571381,-1.55582,0.0862866,All
-0.883147,0.63241,-2.74304,0.0171414,-1.13088,0.402671,All
-0.419313,0.500658,-2.54209,0.00571381,-0.70594,0.51772,All
0.0445217,0.342555,-2.34115,0.0171414,-0.281,0.402671,All
0.508356,0.237154,-2.14021,0.0514243,0.14394,0.316384,All
0.97219,0.158102,-1.93926,0.0399967,0.568881,0.316384,All
1.43602,0.158102,-1.73832,0.0685657,0.993821,0.172573,All
1.89986,0.0527008,-1.53738,0.125704,1.41876,0.201335,All
2.36369,0.105402,-1.33644,0.188556,1.8437,0.115049,All
2.82753,0.0263504,-1.13549,0.182842,2.26864,0.0575244,All
,,-0.934551,0.291404,,,All
,,-0.733608,0.302832,,,All
,,-0.532665,0.319973,,,All
,,-0.331723,0.291404,,,All
,,-0.13078,0.325687,,,All
,,0.070163,0.445677,,,All
,,0.271106,0.411394,,,All
,,0.472048,0.377111,,,All
,,0.672991,0.388539,,,All
,,0.873934,0.354256,,,All
,,1.07488,0.319973,,,All
,,1.27582,0.188556,,,All
,,1.47676,0.131418,,,All
,,1.67771,0.102849,,,All
,,1.87865,0.0571381,,,All
,,2.07959,0.0571381,,,All
,,2.28053,0.028569,,,All
,,2.48148,0.028569,,,All
,,2.68242,0.00571381,,,All
,,2.88336,0.0114276,,,All
