Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.73685,0.0708427,19.2008,0.0390936,1082.04,0.000487688,3.27676,0.0440363,All
9.7503,0.120433,21.9555,0.0625498,3246.1,0,8.16784,0.0146788,All
10.7637,0.127517,24.7103,0.0547311,5410.15,3.3176e-06,13.0589,0.0293575,All
11.7772,0.134601,27.465,0.0416999,7574.21,0,17.95,0.0146788,All
12.7906,0.0495899,30.2197,0.0625498,9738.27,0,22.8411,0.0440363,All
13.8041,0.0425056,32.9744,0.0651561,11902.3,0,27.7321,0,All
14.8175,0.106264,35.7292,0.0312749,14066.4,0,32.6232,0,All
15.8309,0.0708427,38.4839,0.0156375,16230.4,3.3176e-06,37.5143,0,All
16.8444,0.0920955,41.2386,0.00521248,18394.5,0,42.4054,0,All
17.8578,0.0779269,43.9934,0.00521248,20558.6,0,47.2964,0.0146788,All
18.8713,0.134601,46.7481,0,22722.6,0,52.1875,0.0293575,All
19.8847,0.0212528,49.5028,0.00260624,24886.7,0,57.0786,0,All
20.8981,0.0141685,52.2575,0.00521248,27050.7,3.3176e-06,61.9697,0.0293575,All
