trans_Cl_vs_SCRMGDL_abscissa,trans_Cl_vs_SCRMGDL_spline,trans_Cl_vs_SCRMGDL_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtWTKG_abscissa,trans_Cl_vs_logtWTKG_spline,trans_Cl_vs_logtWTKG_regression,trans_Cl_vs_tSCRMGDL_abscissa,trans_Cl_vs_tSCRMGDL_spline,trans_Cl_vs_tSCRMGDL_regression,trans_Q_vs_SCRMGDL_abscissa,trans_Q_vs_SCRMGDL_spline,trans_Q_vs_SCRMGDL_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtWTKG_abscissa,trans_Q_vs_logtWTKG_spline,trans_Q_vs_logtWTKG_regression,trans_Q_vs_tSCRMGDL_abscissa,trans_Q_vs_tSCRMGDL_spline,trans_Q_vs_tSCRMGDL_regression,trans_V1_vs_SCRMGDL_abscissa,trans_V1_vs_SCRMGDL_spline,trans_V1_vs_SCRMGDL_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtWTKG_abscissa,trans_V1_vs_logtWTKG_spline,trans_V1_vs_logtWTKG_regression,trans_V1_vs_tSCRMGDL_abscissa,trans_V1_vs_tSCRMGDL_spline,trans_V1_vs_tSCRMGDL_regression,trans_V2_vs_SCRMGDL_abscissa,trans_V2_vs_SCRMGDL_spline,trans_V2_vs_SCRMGDL_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtWTKG_abscissa,trans_V2_vs_logtWTKG_spline,trans_V2_vs_logtWTKG_regression,trans_V2_vs_tSCRMGDL_abscissa,trans_V2_vs_tSCRMGDL_spline,trans_V2_vs_tSCRMGDL_regression,split
0.336768,2.69779,2.76807,62.1313,2.6759,2.5401,-0.095338,2.71091,2.53465,0.623644,2.69779,2.76807,0.336768,2.82753,3.13628,62.1313,3.415,3.07156,-0.095338,3.42607,3.0604,0.623644,2.82753,3.13628,0.336768,3.27827,3.13468,62.1313,3.13832,3.20979,-0.095338,3.10223,3.21265,0.623644,3.27827,3.13468,0.336768,2.6177,2.75833,62.1313,3.13866,2.68242,-0.095338,3.21844,2.71489,0.623644,2.6177,2.75833,All
0.344444,2.70766,2.76226,62.4444,2.65718,2.54373,-0.0910726,2.69474,2.53805,0.63786,2.70766,2.76226,0.344444,2.7303,3.13813,62.4444,3.40291,3.07807,-0.0910726,3.41722,3.06656,0.63786,2.7303,3.13813,0.344444,3.27598,3.13655,62.4444,3.15717,3.20852,-0.0910726,3.11895,3.21142,0.63786,3.27598,3.13655,0.344444,2.5389,2.75075,62.4444,3.09597,2.67478,-0.0910726,3.18165,2.70672,0.63786,2.5389,2.75075,All
0.352121,2.71692,2.75645,62.7576,2.63846,2.54736,-0.0868073,2.67856,2.54145,0.652076,2.71692,2.75645,0.352121,2.67467,3.13998,62.7576,3.39082,3.08459,-0.0868073,3.40836,3.07272,0.652076,2.67467,3.13998,0.352121,3.26974,3.13842,62.7576,3.17602,3.20726,-0.0868073,3.13567,3.21019,0.652076,3.26974,3.13842,0.352121,2.49701,2.74316,62.7576,3.05327,2.66713,-0.0868073,3.14486,2.69855,0.652076,2.49701,2.74316,All
0.359798,2.72456,2.75063,63.0707,2.61975,2.55099,-0.0825419,2.66238,2.54485,0.666293,2.72456,2.75063,0.359798,2.72797,3.14183,63.0707,3.37873,3.0911,-0.0825419,3.3995,3.07889,0.666293,2.72797,3.14183,0.359798,3.25316,3.14029,63.0707,3.19487,3.20599,-0.0825419,3.1524,3.20895,0.666293,3.25316,3.14029,0.359798,2.55178,2.73558,63.0707,3.01058,2.65949,-0.0825419,3.10806,2.69038,0.666293,2.55178,2.73558,All
0.367475,2.7322,2.74482,63.3838,2.60103,2.55463,-0.0782765,2.64621,2.54825,0.680509,2.7322,2.74482,0.367475,2.78128,3.14368,63.3838,3.36664,3.09761,-0.0782765,3.39065,3.08505,0.680509,2.78128,3.14368,0.367475,3.23657,3.14216,63.3838,3.21372,3.20472,-0.0782765,3.16912,3.20772,0.680509,3.23657,3.14216,0.367475,2.60655,2.72799,63.3838,2.96788,2.65184,-0.0782765,3.07127,2.68222,0.680509,2.60655,2.72799,All
0.375152,2.73984,2.73901,63.697,2.58231,2.55826,-0.0740111,2.63003,2.55164,0.694725,2.73984,2.73901,0.375152,2.83459,3.14552,63.697,3.35455,3.10413,-0.0740111,3.38179,3.09122,0.694725,2.83459,3.14552,0.375152,3.21999,3.14403,63.697,3.23257,3.20346,-0.0740111,3.18584,3.20649,0.694725,3.21999,3.14403,0.375152,2.66132,2.7204,63.697,2.92519,2.64419,-0.0740111,3.03448,2.67405,0.694725,2.66132,2.7204,All
0.382828,2.74748,2.73319,64.0101,2.56359,2.56189,-0.0697458,2.61386,2.55504,0.708941,2.74748,2.73319,0.382828,2.88789,3.14737,64.0101,3.34246,3.11064,-0.0697458,3.37293,3.09738,0.708941,2.88789,3.14737,0.382828,3.2034,3.1459,64.0101,3.25141,3.20219,-0.0697458,3.20257,3.20526,0.708941,3.2034,3.1459,0.382828,2.71609,2.71282,64.0101,2.88249,2.63655,-0.0697458,2.99769,2.66588,0.708941,2.71609,2.71282,All
0.390505,2.75512,2.72738,64.3232,2.54487,2.56552,-0.0654804,2.59768,2.55844,0.723158,2.75512,2.72738,0.390505,2.9412,3.14922,64.3232,3.33036,3.11716,-0.0654804,3.36407,3.10354,0.723158,2.9412,3.14922,0.390505,3.18682,3.14777,64.3232,3.27026,3.20092,-0.0654804,3.21929,3.20403,0.723158,3.18682,3.14777,0.390505,2.77085,2.70523,64.3232,2.8398,2.6289,-0.0654804,2.9609,2.65771,0.723158,2.77085,2.70523,All
0.398182,2.76276,2.72156,64.6364,2.52615,2.56915,-0.061215,2.5815,2.56184,0.737374,2.76276,2.72156,0.398182,2.9945,3.15107,64.6364,3.31827,3.12367,-0.061215,3.35522,3.10971,0.737374,2.9945,3.15107,0.398182,3.17023,3.14964,64.6364,3.28911,3.19966,-0.061215,3.23601,3.2028,0.737374,3.17023,3.14964,0.398182,2.82562,2.69764,64.6364,2.79711,2.62126,-0.061215,2.9241,2.64954,0.737374,2.82562,2.69764,All
0.405859,2.7704,2.71575,64.9495,2.50744,2.57279,-0.0569496,2.56533,2.56524,0.75159,2.7704,2.71575,0.405859,3.04781,3.15292,64.9495,3.30618,3.13019,-0.0569496,3.34636,3.11587,0.75159,3.04781,3.15292,0.405859,3.15365,3.15151,64.9495,3.30796,3.19839,-0.0569496,3.25273,3.20157,0.75159,3.15365,3.15151,0.405859,2.88039,2.69006,64.9495,2.75441,2.61361,-0.0569496,2.88731,2.64137,0.75159,2.88039,2.69006,All
0.413535,2.77804,2.70994,65.2626,2.49956,2.57642,-0.0526842,2.54915,2.56864,0.765806,2.77804,2.70994,0.413535,3.10112,3.15477,65.2626,3.26942,3.1367,-0.0526842,3.3375,3.12203,0.765806,3.10112,3.15477,0.413535,3.13706,3.15339,65.2626,3.28945,3.19712,-0.0526842,3.26946,3.20033,0.765806,3.13706,3.15339,0.413535,2.93516,2.68247,65.2626,2.65835,2.60597,-0.0526842,2.85052,2.63321,0.765806,2.93516,2.68247,All
0.421212,2.78568,2.70412,65.5758,2.49377,2.58005,-0.0484189,2.53298,2.57204,0.780022,2.78568,2.70412,0.421212,3.15442,3.15662,65.5758,3.22792,3.14322,-0.0484189,3.32865,3.1282,0.780022,3.15442,3.15662,0.421212,3.12048,3.15526,65.5758,3.26375,3.19586,-0.0484189,3.28618,3.1991,0.780022,3.12048,3.15526,0.421212,2.98993,2.67489,65.5758,2.55202,2.59832,-0.0484189,2.81373,2.62504,0.780022,2.98993,2.67489,All
0.428889,2.79332,2.69831,65.8889,2.48798,2.58368,-0.0441535,2.5168,2.57544,0.794239,2.79332,2.69831,0.428889,3.20773,3.15846,65.8889,3.18642,3.14973,-0.0441535,3.31979,3.13436,0.794239,3.20773,3.15846,0.428889,3.10389,3.15713,65.8889,3.23805,3.19459,-0.0441535,3.3029,3.19787,0.794239,3.10389,3.15713,0.428889,3.04469,2.6673,65.8889,2.4457,2.59067,-0.0441535,2.77694,2.61687,0.794239,3.04469,2.6673,All
0.436566,2.80096,2.6925,66.202,2.48219,2.58732,-0.0398881,2.5039,2.57884,0.808455,2.80096,2.6925,0.436566,3.26104,3.16031,66.202,3.14491,3.15625,-0.0398881,3.30206,3.14052,0.808455,3.26104,3.16031,0.436566,3.08731,3.159,66.202,3.21236,3.19333,-0.0398881,3.30721,3.19664,0.808455,3.08731,3.159,0.436566,3.09946,2.65971,66.202,2.33937,2.58303,-0.0398881,2.72189,2.6087,0.808455,3.09946,2.65971,All
0.444242,2.8086,2.68668,66.5152,2.4764,2.59095,-0.0356227,2.49888,2.58224,0.822671,2.8086,2.68668,0.444242,3.31434,3.16216,66.5152,3.10341,3.16276,-0.0356227,3.263,3.14669,0.822671,3.31434,3.16216,0.444242,3.07072,3.16087,66.5152,3.18666,3.19206,-0.0356227,3.28169,3.19541,0.822671,3.07072,3.16087,0.444242,3.15423,2.65213,66.5152,2.23305,2.57538,-0.0356227,2.62298,2.60053,0.822671,3.15423,2.65213,All
0.451919,2.81624,2.68087,66.8283,2.47061,2.59458,-0.0313574,2.49385,2.58563,0.836887,2.81624,2.68087,0.451919,3.36765,3.16401,66.8283,3.06191,3.16928,-0.0313574,3.22394,3.15285,0.836887,3.36765,3.16401,0.451919,3.05414,3.16274,66.8283,3.16096,3.19079,-0.0313574,3.25617,3.19418,0.836887,3.05414,3.16274,0.451919,3.209,2.64454,66.8283,2.12672,2.56774,-0.0313574,2.52407,2.59236,0.836887,3.209,2.64454,All
0.459596,2.82389,2.67506,67.1414,2.4776,2.59821,-0.027092,2.48882,2.58903,0.851104,2.82389,2.67506,0.459596,3.42095,3.16586,67.1414,3.0248,3.17579,-0.027092,3.18489,3.15901,0.851104,3.42095,3.16586,0.459596,3.03755,3.16461,67.1414,3.13579,3.18953,-0.027092,3.23065,3.19294,0.851104,3.03755,3.16461,0.459596,3.26377,2.63695,67.1414,2.0427,2.56009,-0.027092,2.42517,2.5842,0.851104,3.26377,2.63695,All
0.467273,2.80225,2.66924,67.4545,2.5001,2.60184,-0.0228266,2.4838,2.59243,0.86532,2.80225,2.66924,0.467273,3.36624,3.16771,67.4545,2.99303,3.18231,-0.0228266,3.14583,3.16518,0.86532,3.36624,3.16771,0.467273,3.09644,3.16648,67.4545,3.11125,3.18826,-0.0228266,3.20513,3.19171,0.86532,3.09644,3.16648,0.467273,3.14488,2.62937,67.4545,1.98574,2.55245,-0.0228266,2.32626,2.57603,0.86532,3.14488,2.62937,All
0.474949,2.779,2.66343,67.7677,2.52261,2.60548,-0.0185612,2.47877,2.59583,0.879536,2.779,2.66343,0.474949,3.30552,3.16955,67.7677,2.96127,3.18882,-0.0185612,3.10678,3.17134,0.879536,3.30552,3.16955,0.474949,3.15953,3.16835,67.7677,3.08672,3.18699,-0.0185612,3.17961,3.19048,0.879536,3.15953,3.16835,0.474949,3.01634,2.62178,67.7677,1.92879,2.5448,-0.0185612,2.22735,2.56786,0.879536,3.01634,2.62178,All
0.482626,2.74485,2.65761,68.0808,2.54904,2.60911,-0.0142959,2.47375,2.59923,0.893752,2.74485,2.65761,0.482626,3.27162,3.1714,68.0808,2.93108,3.19534,-0.0142959,3.06772,3.1775,0.893752,3.27162,3.1714,0.482626,3.20428,3.17022,68.0808,3.07171,3.18573,-0.0142959,3.15409,3.18925,0.893752,3.20428,3.17022,0.482626,2.84009,2.61419,68.0808,1.89702,2.53715,-0.0142959,2.12844,2.55969,0.893752,2.84009,2.61419,All
0.490303,2.68977,2.6518,68.3939,2.58676,2.61274,-0.0100305,2.47358,2.60263,0.907969,2.68977,2.6518,0.490303,3.2893,3.17325,68.3939,2.90544,3.20185,-0.0100305,3.03013,3.18367,0.907969,3.2893,3.17325,0.490303,3.21379,3.1721,68.3939,3.08413,3.18446,-0.0100305,3.12939,3.18802,0.907969,3.21379,3.1721,0.490303,2.5721,2.60661,68.3939,1.93768,2.52951,-0.0100305,2.03869,2.55152,0.907969,2.5721,2.60661,All
0.49798,2.63468,2.64599,68.7071,2.62449,2.61637,-0.00576511,2.49427,2.60603,0.922185,2.63468,2.64599,0.49798,3.30698,3.1751,68.7071,2.87979,3.20837,-0.00576511,2.99883,3.18983,0.922185,3.30698,3.1751,0.49798,3.2233,3.17397,68.7071,3.09654,3.18319,-0.00576511,3.1082,3.18679,0.922185,3.2233,3.17397,0.49798,2.30411,2.59902,68.7071,1.97833,2.52186,-0.00576511,1.9882,2.54335,0.922185,2.30411,2.59902,All
0.505657,2.61121,2.64017,69.0202,2.66221,2.62,-0.00149974,2.51495,2.60943,0.936401,2.61121,2.64017,0.505657,3.30667,3.17695,69.0202,2.85415,3.21488,-0.00149974,2.96753,3.196,0.936401,3.30667,3.17695,0.505657,3.21242,3.17584,69.0202,3.10896,3.18193,-0.00149974,3.08701,3.18556,0.936401,3.21242,3.17584,0.505657,2.24327,2.59144,69.0202,2.01898,2.51422,-0.00149974,1.93772,2.53519,0.936401,2.24327,2.59144,All
0.513333,2.59903,2.63436,69.3333,2.69994,2.62364,0.00276564,2.53564,2.61283,0.950617,2.59903,2.63436,0.513333,3.29995,3.1788,69.3333,2.82851,3.2214,0.00276564,2.93624,3.20216,0.950617,3.29995,3.1788,0.513333,3.19427,3.17771,69.3333,3.12137,3.18066,0.00276564,3.06582,3.18432,0.950617,3.19427,3.17771,0.513333,2.25642,2.58385,69.3333,2.05963,2.50657,0.00276564,1.88723,2.52702,0.950617,2.25642,2.58385,All
0.52101,2.58685,2.62855,69.6465,2.73766,2.62727,0.00703102,2.56729,2.61623,0.964834,2.58685,2.62855,0.52101,3.29322,3.18065,69.6465,2.80286,3.22791,0.00703102,2.91193,3.20832,0.964834,3.29322,3.18065,0.52101,3.17612,3.17958,69.6465,3.13378,3.17939,0.00703102,3.07031,3.18309,0.964834,3.17612,3.17958,0.52101,2.26957,2.57626,69.6465,2.10028,2.49893,0.00703102,1.90296,2.51885,0.964834,2.26957,2.57626,All
0.528687,2.57467,2.62273,69.9596,2.77538,2.6309,0.0112964,2.60331,2.61962,0.97905,2.57467,2.62273,0.528687,3.28649,3.18249,69.9596,2.77722,3.23443,0.0112964,2.89041,3.21449,0.97905,3.28649,3.18249,0.528687,3.15797,3.18145,69.9596,3.1462,3.17813,0.0112964,3.085,3.18186,0.97905,3.15797,3.18145,0.528687,2.28272,2.56868,69.9596,2.14093,2.49128,0.0112964,1.945,2.51068,0.97905,2.28272,2.56868,All
0.536364,2.56249,2.61692,70.2727,2.77668,2.63453,0.0155618,2.63932,2.62302,0.993266,2.56249,2.61692,0.536364,3.27977,3.18434,70.2727,2.7975,3.24094,0.0155618,2.86888,3.22065,0.993266,3.27977,3.18434,0.536364,3.13982,3.18332,70.2727,3.15226,3.17686,0.0155618,3.09969,3.18063,0.993266,3.13982,3.18332,0.536364,2.29587,2.56109,70.2727,2.16851,2.48363,0.0155618,1.98703,2.50251,0.993266,2.29587,2.56109,All
0.54404,2.56723,2.61111,70.5859,2.77258,2.63817,0.0198271,2.67534,2.62642,1.00748,2.56723,2.61111,0.54404,3.15118,3.18619,70.5859,2.82457,3.24746,0.0198271,2.84735,3.22681,1.00748,3.15118,3.18619,0.54404,3.08257,3.18519,70.5859,3.15737,3.17559,0.0198271,3.11438,3.1794,1.00748,3.08257,3.18519,0.54404,2.238,2.5535,70.5859,2.19415,2.47599,0.0198271,2.02907,2.49434,1.00748,2.238,2.5535,All
0.551717,2.59528,2.60529,70.899,2.76848,2.6418,0.0240925,2.71135,2.62982,1.0217,2.59528,2.60529,0.551717,2.97147,3.18804,70.899,2.85165,3.25397,0.0240925,2.82583,3.23298,1.0217,2.97147,3.18804,0.551717,3.02748,3.18706,70.899,3.16249,3.17433,0.0240925,3.12907,3.17817,1.0217,3.02748,3.18706,0.551717,2.15729,2.54592,70.899,2.2198,2.46834,0.0240925,2.07111,2.48618,1.0217,2.15729,2.54592,All
0.559394,2.65134,2.59948,71.2121,2.76439,2.64543,0.0283579,2.74736,2.63322,1.03591,2.65134,2.59948,0.559394,2.99501,3.18989,71.2121,2.87873,3.26049,0.0283579,2.8043,3.23914,1.03591,2.99501,3.18989,0.559394,3.10201,3.18893,71.2121,3.16761,3.17306,0.0283579,3.14376,3.17693,1.03591,3.10201,3.18893,0.559394,2.21913,2.53833,71.2121,2.24544,2.4607,0.0283579,2.11315,2.47801,1.03591,2.21913,2.53833,All
0.567071,2.7074,2.59366,71.5253,2.76029,2.64906,0.0326233,2.78338,2.63662,1.05013,2.7074,2.59366,0.567071,3.01854,3.19174,71.5253,2.9058,3.267,0.0326233,2.78278,3.2453,1.05013,3.01854,3.19174,0.567071,3.17654,3.1908,71.5253,3.17272,3.1718,0.0326233,3.15845,3.1757,1.05013,3.17654,3.1908,0.567071,2.28097,2.53075,71.5253,2.27108,2.45305,0.0326233,2.15519,2.46984,1.05013,2.28097,2.53075,All
0.574747,2.70938,2.58785,71.8384,2.75619,2.65269,0.0368886,2.78168,2.64002,1.06435,2.70938,2.58785,0.574747,2.97411,3.19359,71.8384,2.93288,3.27352,0.0368886,2.80676,3.25147,1.06435,2.97411,3.19359,0.574747,3.19669,3.19268,71.8384,3.17784,3.17053,0.0368886,3.16316,3.17447,1.06435,3.19669,3.19268,0.574747,2.35679,2.52316,71.8384,2.29672,2.44541,0.0368886,2.17866,2.46167,1.06435,2.35679,2.52316,All
0.582424,2.67798,2.58204,72.1515,2.75209,2.65633,0.041154,2.77668,2.64342,1.07856,2.67798,2.58204,0.582424,2.88774,3.19543,72.1515,2.95996,3.28003,0.041154,2.83471,3.25763,1.07856,2.88774,3.19543,0.582424,3.1833,3.19455,72.1515,3.18296,3.16926,0.041154,3.167,3.17324,1.07856,3.1833,3.19455,0.582424,2.44123,2.51557,72.1515,2.32236,2.43776,0.041154,2.2005,2.4535,1.07856,2.44123,2.51557,All
0.590101,2.64659,2.57622,72.4646,2.74799,2.65996,0.0454194,2.77169,2.64682,1.09278,2.64659,2.57622,0.590101,2.80137,3.19728,72.4646,2.98704,3.28655,0.0454194,2.86267,3.26379,1.09278,2.80137,3.19728,0.590101,3.1699,3.19642,72.4646,3.18807,3.168,0.0454194,3.17083,3.17201,1.09278,3.1699,3.19642,0.590101,2.52567,2.50799,72.4646,2.348,2.43011,0.0454194,2.22235,2.44533,1.09278,2.52567,2.50799,All
0.597778,2.61519,2.57041,72.7778,2.74389,2.66359,0.0496848,2.76669,2.65022,1.107,2.61519,2.57041,0.597778,2.715,3.19913,72.7778,3.01411,3.29306,0.0496848,2.89063,3.26996,1.107,2.715,3.19913,0.597778,3.1565,3.19829,72.7778,3.19319,3.16673,0.0496848,3.17467,3.17078,1.107,3.1565,3.19829,0.597778,2.61011,2.5004,72.7778,2.37365,2.42247,0.0496848,2.2442,2.43717,1.107,2.61011,2.5004,All
0.605455,2.58379,2.5646,73.0909,2.73979,2.66722,0.0539502,2.7617,2.65361,1.12121,2.58379,2.5646,0.605455,2.62863,3.20098,73.0909,3.04119,3.29958,0.0539502,2.91858,3.27612,1.12121,2.62863,3.20098,0.605455,3.14311,3.20016,73.0909,3.19831,3.16546,0.0539502,3.1785,3.16955,1.12121,3.14311,3.20016,0.605455,2.69455,2.49281,73.0909,2.39929,2.41482,0.0539502,2.26604,2.429,1.12121,2.69455,2.49281,All
0.613131,2.55239,2.55878,73.404,2.73569,2.67085,0.0582155,2.7567,2.65701,1.13543,2.55239,2.55878,0.613131,2.54226,3.20283,73.404,3.06827,3.30609,0.0582155,2.94654,3.28229,1.13543,2.54226,3.20283,0.613131,3.12971,3.20203,73.404,3.20342,3.1642,0.0582155,3.18234,3.16831,1.13543,3.12971,3.20203,0.613131,2.77899,2.48523,73.404,2.42493,2.40718,0.0582155,2.28789,2.42083,1.13543,2.77899,2.48523,All
0.620808,2.521,2.55297,73.7172,2.7316,2.67449,0.0624809,2.75171,2.66041,1.14964,2.521,2.55297,0.620808,2.45589,3.20468,73.7172,3.09535,3.31261,0.0624809,2.97449,3.28845,1.14964,2.45589,3.20468,0.620808,3.11631,3.2039,73.7172,3.20854,3.16293,0.0624809,3.18617,3.16708,1.14964,3.11631,3.2039,0.620808,2.86343,2.47764,73.7172,2.45057,2.39953,0.0624809,2.30973,2.41266,1.14964,2.86343,2.47764,All
