time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
31.833,0.587576,31.833,0.0996767,31.833,0.585692,1.21082,0.200388,0.241756,0.174375,1.21082,0.190126,All
32.9374,0.492778,32.9374,0.0785145,32.9374,0.49226,1.26619,0.178632,0.261605,0.169231,1.26619,0.168619,All
34.0801,0.412244,34.0801,0.0604426,34.0801,0.412866,1.32409,0.156135,0.283085,0.163673,1.32409,0.146377,All
34.6997,0.371302,34.6997,0.0512379,34.6997,0.372501,1.38463,0.132609,0.306328,0.158291,1.38463,0.123117,All
35.2624,0.344441,35.2624,0.0451403,35.2624,0.346001,1.41308,0.121555,0.331479,0.152467,1.41308,0.112188,All
36.4858,0.28825,36.4858,0.0323672,36.4858,0.29056,1.44795,0.108008,0.358696,0.146164,1.44795,0.0987937,All
37.5664,0.255869,37.5664,0.0248987,37.5664,0.258565,1.51416,0.0822811,0.388147,0.139345,1.51416,0.0733582,All
37.7516,0.251277,37.7516,0.0238302,37.7516,0.254023,1.5834,0.0553781,0.420016,0.131965,1.5834,0.0467597,All
39.0613,0.218798,39.0613,0.0162742,39.0613,0.221903,1.61534,0.0429646,0.454502,0.123979,1.61534,0.0344867,All
40.4164,0.229281,40.4164,0.0186141,40.4164,0.231976,1.6558,0.0290945,0.486901,0.116477,1.6558,0.0207582,All
40.433,0.229418,40.433,0.0186448,40.433,0.232108,1.73151,0.00845481,0.49182,0.115338,1.73151,0.000279967,All
41.8186,0.24087,41.8186,0.0212064,41.8186,0.243128,1.81069,-0.0113122,0.532202,0.105987,1.81069,-0.0193518,All
43.2694,0.252861,43.2694,0.0238885,43.2694,0.254667,1.8176,-0.0130381,0.575899,0.095869,1.8176,-0.0210659,All
43.2997,0.253112,43.2997,0.0239446,43.2997,0.254908,1.89349,-0.0297101,0.623184,0.0849196,1.89349,-0.0376493,All
44.7706,0.265268,44.7706,0.0266638,44.7706,0.266606,1.98007,-0.0458207,0.674351,0.075338,1.98007,-0.053709,All
46.1664,0.276805,46.1664,0.0292443,46.1664,0.277708,2.01987,-0.0526676,0.72972,0.0650084,2.01987,-0.0605419,All
46.3238,0.278106,46.3238,0.0295353,46.3238,0.27896,2.07062,-0.0608376,0.732046,0.0645745,2.07062,-0.0687032,All
47.9309,0.291389,47.9309,0.0325064,47.9309,0.291742,2.1653,-0.0730909,0.789635,0.0538307,2.1653,-0.0809867,All
49.0331,0.304703,49.0331,0.0356966,49.0331,0.304606,2.22213,-0.0780453,0.854469,0.0417352,2.22213,-0.0859931,All
49.5938,0.314063,49.5938,0.0381072,49.5938,0.313657,2.26431,-0.0817227,0.924626,0.0286465,2.26431,-0.0897092,All
51.3143,0.339062,51.3143,0.0449285,51.3143,0.337724,2.36785,-0.0907493,0.977191,0.0201614,2.36785,-0.0988306,All
51.8998,0.344641,51.8998,0.0467459,51.8998,0.343008,2.42439,-0.0956782,1.00054,0.0165998,2.42439,-0.103811,All
53.0946,0.353624,53.0946,0.0500349,53.0946,0.351408,2.47613,-0.098605,1.08269,0.00407104,2.47613,-0.106803,All
54.7664,0.355863,54.7664,0.0527362,54.7664,0.352929,2.58935,-0.101227,1.17159,-0.00922408,2.58935,-0.109606,All
54.9366,0.355164,54.9366,0.0528387,54.9366,0.352165,2.62665,-0.10209,1.22234,-0.0156155,2.62665,-0.110529,All
56.8425,0.329748,56.8425,0.0505101,56.8425,0.326148,2.70776,-0.103968,1.26779,-0.0208932,2.70776,-0.112537,All
57.6331,0.314606,57.6331,0.048627,57.6331,0.310786,2.82891,-0.104155,1.37188,-0.0329807,2.82891,-0.11293,All
58.8145,0.29198,58.8145,0.0458133,58.8145,0.287832,2.83157,-0.104118,1.46748,-0.044082,2.83157,-0.112898,All
60.4998,0.259702,60.4998,0.0417994,60.4998,0.255087,2.96105,-0.100417,1.48452,-0.0460605,2.96105,-0.109407,All
60.855,0.2529,60.855,0.0409535,60.855,0.248186,3.03117,-0.098412,1.60641,-0.0571411,3.03117,-0.107516,All
62.9662,0.212465,62.9662,0.0359251,62.9662,0.207165,3.09645,-0.0965457,1.71263,-0.0661107,3.09645,-0.105755,All
63.3665,0.204799,63.3665,0.0349717,63.3665,0.199387,3.23344,-0.0910537,1.73831,-0.0682791,3.23344,-0.100449,All
65.1507,0.16662,65.1507,0.0297099,65.1507,0.160689,3.23804,-0.090846,1.88103,-0.0778608,3.23804,-0.100247,All
66.2332,0.141427,66.2332,0.0258447,66.2332,0.135131,3.38611,-0.083502,1.95777,-0.0824045,3.38611,-0.0930494,All
67.4109,0.115402,67.4109,0.0217759,67.4109,0.108668,3.4357,-0.0808304,2.03548,-0.0860918,3.4357,-0.0904163,All
69.0998,0.0825423,69.0998,0.0164793,69.0998,0.0750696,3.54095,-0.0747906,2.2026,-0.0925393,3.54095,-0.0844398,All
69.7496,0.0708677,69.7496,0.014566,69.7496,0.0630884,3.63796,-0.0690426,2.20292,-0.0925481,3.63796,-0.0787412,All
71.9665,0.0367363,71.9665,0.00884563,71.9665,0.0277994,3.70286,-0.0650975,2.38345,-0.0962304,3.70286,-0.0748239,All
72.1695,0.0346642,72.1695,0.00850776,72.1695,0.0256101,3.84022,-0.0560615,2.44806,-0.09675,3.84022,-0.0658112,All
74.6732,0.00910048,74.6732,0.00433918,74.6732,-0.00140088,3.87218,-0.0539588,2.57915,-0.0978042,3.87218,-0.0637139,All
74.8332,0.00746716,74.8332,0.00407285,74.8332,-0.00312666,4.04248,-0.0427558,2.69321,-0.0967474,4.04248,-0.0525399,All
77.2639,-0.0173502,77.2639,2.59874e-05,77.2639,-0.029349,4.04925,-0.0423107,2.79091,-0.0957061,4.04925,-0.0520959,All
77.6999,-0.0218019,77.6999,-0.000699943,77.6999,-0.0340527,4.23441,-0.0301301,2.93835,-0.0924192,4.23441,-0.0399466,All
79.9444,-0.0447185,79.9444,-0.00443685,79.9444,-0.0582666,4.24474,-0.0294501,3.02006,-0.090268,4.24474,-0.0392685,All
80.5666,-0.051071,80.5666,-0.00547273,80.5666,-0.0649788,4.42804,-0.0174497,3.1835,-0.0843574,4.42804,-0.0272976,All
82.7179,-0.066779,82.7179,-0.00721106,82.7179,-0.081811,4.44701,-0.0162259,3.26803,-0.0806555,4.44701,-0.0260775,All
83.4332,-0.0718788,83.4332,-0.00764761,83.4332,-0.0872557,4.63052,-0.00474348,3.42864,-0.0726272,4.63052,-0.0146476,All
85.5876,-0.0872857,85.5876,-0.00855386,85.5876,-0.103594,4.64927,-0.0036127,3.53635,-0.0667998,4.64927,-0.013524,All
86.2999,-0.0924019,86.2999,-0.00873462,86.2999,-0.108986,4.84226,0.00747411,3.67379,-0.0583307,4.84226,-0.00253709,All
88.5569,-0.108663,88.5569,-0.0089516,88.5569,-0.126021,4.85153,0.00798102,3.82671,-0.0489068,4.85153,-0.00203615,All
89.1666,-0.113064,89.1666,-0.00892304,89.1666,-0.130606,5.05379,0.0181159,3.91893,-0.042806,5.05379,0.00792586,All
91.6292,-0.130842,91.6292,-0.00852795,91.6292,-0.149042,5.06368,0.0185669,4.14091,-0.0276751,5.06368,0.00836635,All
92.0333,-0.133755,92.0333,-0.00840826,92.0333,-0.152045,5.25605,0.026235,4.16408,-0.0260771,5.25605,0.0157793,All
94.8081,-0.153708,94.8081,-0.00745622,94.8081,-0.172569,5.29522,0.0274816,4.40922,-0.00925245,5.29522,0.0169604,All
94.9,-0.154367,94.9,-0.00741987,94.9,-0.173245,5.45831,0.0317211,4.48091,-0.00445969,5.45831,0.0208951,All
97.7666,-0.174822,97.7666,-0.00616901,97.7666,-0.194178,5.53736,0.0328323,4.65437,0.00688177,5.53736,0.0218271,All
98.0973,-0.177164,98.0973,-0.00601368,98.0973,-0.196568,5.66058,0.0345644,4.84882,0.0186339,5.66058,0.0232799,All
100.633,-0.194963,100.633,-0.00481903,100.633,-0.214706,5.79057,0.0363917,4.89951,0.0215433,5.79057,0.0248126,All
101.501,-0.201013,101.501,-0.00441561,101.501,-0.220867,5.86284,0.0374076,5.14466,0.0338378,5.86284,0.0256647,All
103.5,-0.214732,103.5,-0.00358696,103.5,-0.23483,6.05535,0.0391334,5.24694,0.0384276,6.05535,0.0269319,All
105.022,-0.224295,105.022,-0.00383454,105.022,-0.244681,6.0651,0.0391184,5.3898,0.0437385,6.0651,0.0268913,All
106.367,-0.232451,106.367,-0.00434621,106.367,-0.253128,6.26736,0.0376761,5.63495,0.0514672,6.26736,0.0249076,All
108.665,-0.246393,108.665,-0.00522085,108.665,-0.267566,6.33225,0.037117,5.67774,0.0528164,6.33225,0.0241739,All
109.233,-0.249838,109.233,-0.00543695,109.233,-0.271133,6.46962,0.0344924,5.88009,0.0571646,6.46962,0.0211803,All
112.1,-0.267225,112.1,-0.00652768,112.1,-0.289138,6.6218,0.0315574,6.12524,0.0605987,6.6218,0.0178366,All
