iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,629.454,1,13.509,23.899,13.116,1,0.3,1,1,1,1
2,608.702,1,16.2255,25.249,12.4151,1.09888,0.199387,0.550694,0.945387,0.891762,0.657883
3,576.265,1,16.4582,27.5002,11.503,1.03698,0.165063,0.528986,0.929123,0.70998,0.702135
4,554.426,1,16.405,27.7283,12.169,0.959967,0.141364,0.517461,1.01265,0.697859,0.730168
5,539.229,1,16.5659,28.2069,11.8208,0.992739,0.12067,0.505142,1.17899,0.663512,0.782116
6,526.349,1,16.4314,29.6919,10.3245,0.95742,0.112988,0.515333,1.06127,0.588127,0.818941
7,524.18,1,16.4759,28.5645,10.5514,1.16847,0.0983131,0.516179,1.09018,0.588606,0.842645
8,522.002,1,16.4262,28.7726,11.043,1.22168,0.0938788,0.500053,1.14044,0.619378,0.754265
9,508.846,1,16.7478,28.5604,12.8751,1.28763,0.0824946,0.50551,1.04481,0.592427,0.770124
10,505.365,1,16.5212,28.5289,12.6465,1.38457,0.0733421,0.511182,1.12254,0.607959,0.687212
11,498.088,1,16.3849,27.9616,12.36,1.38491,0.0682766,0.507736,1.14637,0.568538,0.682948
12,493.721,1,16.4016,27.8953,11.8262,1.38487,0.0668886,0.510565,1.09014,0.573637,0.646634
13,471.21,1,16.4771,28.3089,12.0448,1.31033,0.0582582,0.507289,1.03277,0.52197,0.580731
14,463.689,1,16.7144,29.3822,12.111,1.3088,0.0568158,0.497665,0.926574,0.514155,0.558724
15,459.352,1,16.7194,29.7321,12.2169,1.33928,0.0530796,0.500527,0.904253,0.50901,0.546815
16,458.202,1,16.7052,29.3779,12.995,1.37465,0.04966,0.501983,0.852783,0.516314,0.586016
17,452.431,1,16.6127,28.9795,12.7047,1.3746,0.047338,0.503488,0.779088,0.511181,0.587659
18,448.104,1,16.554,28.8718,12.4296,1.37454,0.045229,0.504886,0.725445,0.499076,0.60164
19,449.014,1,16.66,28.4491,12.1087,1.47393,0.0410315,0.506421,0.732573,0.490923,0.558428
20,444.278,1,16.5302,28.6561,13.143,1.52392,0.0333819,0.506813,0.7166,0.495323,0.605197
21,435.627,1,16.5787,28.6742,13.6319,1.48427,0.0304531,0.508518,0.730934,0.495368,0.569698
22,437.216,1,16.5788,28.7378,13.2415,1.45419,0.0314988,0.514764,0.788143,0.495985,0.585184
23,440.06,1,16.749,28.9991,13.1551,1.45423,0.03189,0.512932,0.78678,0.495877,0.631447
24,433.085,1,16.7133,28.9796,12.994,1.43393,0.0299748,0.507113,0.795835,0.486793,0.602564
25,434.079,1,16.5561,29.0937,13.5078,1.3982,0.0325409,0.507696,0.802184,0.495142,0.598224
26,436.582,1,16.4494,29.0359,13.6436,1.36534,0.0342081,0.505721,0.88552,0.507808,0.600513
27,429.211,1,16.5679,28.532,13.9366,1.36529,0.032083,0.495093,0.829678,0.513427,0.551568
28,437.843,1,16.5719,28.4634,13.7633,1.40544,0.0347748,0.505536,0.875126,0.534773,0.505941
