iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,354.319,1,19.9867,27.069,20.5526,1,-0.367397,1,1,1,1
2,337.02,1,17.9571,34.7119,24.6872,0.974679,-0.228602,0.974679,0.974679,0.974679,1.09952
3,326.573,1,27.9515,34.0136,27.0461,0.95,-0.681155,0.95,0.95,0.95,1.07168
4,325.678,1,19.2049,39.0034,30.009,0.925945,-0.315293,0.925945,0.925945,0.925945,1.04454
5,327.594,1,23.3295,36.218,32.3849,0.9025,-0.56067,0.9025,0.948872,0.9025,1.0181
6,314.479,1,23.6441,28.2543,30.026,0.879648,-0.527067,0.879648,0.924846,0.879648,1.03459
7,313.877,1,29.009,27.3681,35.7745,0.857375,-0.831862,0.857375,0.930128,0.857375,1.00839
8,310.094,1,22.4528,29.5543,39.3065,0.835666,-0.474491,0.835666,0.924124,0.835666,1.08055
9,300.622,1,20.5077,31.0159,35.0888,0.814506,-0.415237,0.814506,0.900724,0.814506,1.07391
10,301.582,1,18.876,29.5187,29.3686,0.793882,-0.343808,0.793882,1.07485,0.793882,1.04672
11,303.197,1,21.2829,30.6783,27.616,0.773781,-0.51121,0.773781,1.11964,0.773781,1.14362
12,288.778,1,17.0442,30.6748,26.3675,0.754188,-0.257955,0.754188,1.09129,0.754188,1.1254
13,277.41,1,26.2822,30.403,24.1066,0.735092,-0.635103,0.735092,1.06366,0.735092,1.11685
14,263.909,1,21.9671,30.7401,23.7219,0.716479,-0.400057,0.716479,1.08493,0.716479,1.08857
15,265.424,1,20.5459,32.4293,24.8151,0.698337,-0.40987,0.698337,1.05746,0.698337,1.06101
16,264.402,1,21.8557,33.329,22.8048,0.680655,-0.411525,0.680655,1.07364,0.680655,1.03414
17,258.067,1,21.4043,30.2625,17.7211,0.66342,-0.366703,0.66342,1.12179,0.66342,1.00796
18,257.138,1,22.8274,30.6072,14.4159,0.646622,-0.460976,0.646622,1.14212,0.646622,1.11346
19,244.28,1,19.9199,33.9454,15.4261,0.630249,-0.325243,0.630249,1.20713,0.630249,1.28417
20,264.378,1,14.5364,33.8943,14.834,0.614291,0.00729276,0.614291,1.43753,0.614291,1.30975
21,249.216,1,16.4174,35.1383,13.9832,0.598737,-0.11413,0.598737,1.42843,0.598737,1.27659
22,240.33,1,18.9492,37.9618,16.6881,0.583577,-0.267984,0.583577,1.39226,0.583577,1.24427
23,246.865,1,16.5483,38.3421,17.2065,0.5688,-0.134303,0.5688,1.55046,0.5688,1.21276
