time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
2.22045e-16,-2444.2,-2765.47,-2657.35,-2589.12,-2529.61,-2469.08,-2421.15,-2379.63,-2341.49,-2290.4,-2162.76,All
3.08757e-16,-2282.22,-2486.75,-2422.25,-2373.49,-2331.11,-2296.76,-2266.53,-2239.79,-2208.74,-2136.81,-2037.37,All
4.29331e-16,-2145.53,-2278.14,-2237.8,-2209.14,-2182.67,-2157.46,-2133.37,-2109.79,-2076.31,-2001.48,-1927.48,All
5.96992e-16,-2012.56,-2101.74,-2076.2,-2056.49,-2037.37,-2021.1,-2004.84,-1987.36,-1932.82,-1868.16,-1812.13,All
8.30127e-16,-1892.14,-1948.44,-1932.31,-1919.67,-1908.48,-1897.22,-1886.85,-1874.44,-1792.39,-1749.86,-1690.16,All
1.15431e-15,-1774.12,-1812.27,-1800.68,-1792.72,-1785.14,-1777.93,-1770.5,-1761.77,-1668.52,-1640.16,-1571.6,All
1.60508e-15,-1663.12,-1688.45,-1681.36,-1676.01,-1670.7,-1665.82,-1660.41,-1654.72,-1555.79,-1537.08,-1464.72,All
2.23189e-15,-1558.16,-1575.36,-1570.18,-1566.53,-1563.27,-1559.87,-1556.49,-1552.7,-1451.88,-1439.5,-1368.19,All
3.10348e-15,-1459.72,-1471.14,-1468.05,-1465.56,-1463.2,-1460.78,-1458.52,-1455.9,-1355.83,-1346.96,-1278.61,All
4.31544e-15,-1367.12,-1374.7,-1372.61,-1370.94,-1369.3,-1367.87,-1366.28,-1364.55,-1266.91,-1261.13,-1195.16,All
6.00069e-15,-1280.2,-1285.33,-1283.88,-1282.79,-1281.79,-1280.74,-1279.64,-1278.37,-1184.55,-1180.71,-1117.31,All
8.34406e-15,-1198.45,-1201.95,-1201.03,-1200.23,-1199.52,-1198.82,-1198.06,-1197.27,-1107.81,-1105.2,-1044.83,All
1.16025e-14,-1121.93,-1124.25,-1123.62,-1123.13,-1122.64,-1122.17,-1121.67,-1121.12,-1036.13,-1034.46,-977.954,All
