parameter,value
Cl_pop,13.4160858489174
V1_pop,22.5726161555403
beta_V1_logtCLCRMLMIN,-3.26848984357384
beta_V1_logtPROGDL,-2.22438971572987
beta_V1_logtWTKG,-3.88389309983252
Q_pop,23.4
beta_Q_LMP_1,0.982334548559614
beta_Q_logtAGEA,1.20317866916227
beta_Q_logtALBGDL,18.2392419185765
beta_Q_logtPROGDL,-18.0473986627609
V2_pop,4.24730489109311
beta_V2_SEXF_1,3.72127980471997
beta_V2_logtHCM,27.828243606027
omega_Cl,0.254744583396054
omega_V1,0.61596886853756
omega_Q,2.10107804311586e-8
omega_V2,6.67290546609943e-8
a,1.45717785757947
b,0.0447903256564114
