iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,642.339,1,13.509,23.899,13.116,1,0.3,1,1,1,1
2,600.163,1,17.1452,31.9296,13.1037,0.717655,0.187431,0.363451,0.877258,0.860069,0.901594
3,572.617,1,17.0398,33.7896,12.2629,0.977584,0.152835,0.344406,0.821284,0.872536,0.731443
4,539.323,1,16.6362,31.7399,12.2489,1.44881,0.100675,0.341111,0.849366,0.860154,0.788577
5,498.025,1,16.6539,32.2672,12.163,1.75836,0.0561811,0.334086,0.927471,0.808272,0.729188
6,478.022,1,16.7391,32.7888,10.8922,1.65785,0.0473397,0.332568,0.997548,0.769409,0.666848
7,460.525,1,16.7561,32.6858,11.3534,1.72485,0.0327922,0.327942,1.05525,0.773428,0.590559
8,452.016,1,16.6423,32.6716,11.4595,1.876,0.0135211,0.338388,1.11687,0.789073,0.59112
9,455.289,1,16.5862,32.1715,12.1078,1.9005,0.00904191,0.341857,1.09558,0.810981,0.721933
10,449.441,1,16.5591,31.7673,13.7795,1.85082,0.00785091,0.340548,1.14974,0.806794,0.676883
11,445.736,1,16.3663,32.0599,13.3984,1.79571,2.22045e-16,0.344416,1.2362,0.79389,0.774673
12,437.571,1,16.4844,31.8116,15.1313,1.71192,2.22045e-16,0.342697,1.23089,0.803683,0.789179
13,438.154,1,16.6079,31.326,15.0324,1.72828,2.22045e-16,0.33245,1.22261,0.799957,0.778112
14,431.307,1,16.606,31.5029,16.1006,1.67453,2.22045e-16,0.334472,1.1663,0.788681,0.775088
15,428.541,1,16.4368,31.6384,15.5526,1.67596,2.22045e-16,0.338037,1.15416,0.774979,0.681469
16,423.242,1,16.4556,30.7336,16.7194,1.6502,2.22045e-16,0.335637,1.09463,0.788241,0.622548
17,428.371,1,16.3952,30.7516,16.1661,1.68806,2.22045e-16,0.335373,1.08739,0.784531,0.666976
18,427.354,1,16.3663,30.8115,16.2715,1.68539,2.22045e-16,0.335221,1.04633,0.77926,0.673271
19,426.402,1,16.5616,30.813,16.4503,1.68181,2.22045e-16,0.334877,1.05168,0.759274,0.669714
20,426.837,1,16.6112,30.1035,14.2748,1.67644,2.22045e-16,0.338312,1.05645,0.779908,0.676083
21,420.264,1,16.5196,29.9846,15.7078,1.63507,2.22045e-16,0.336322,1.00382,0.785244,0.638237
22,421.098,1,16.3665,28.9291,15.6022,1.61615,2.22045e-16,0.340826,1.07509,0.808524,0.663891
23,419.3,1,16.5014,29.389,15.8776,1.61437,2.22045e-16,0.33589,1.03443,0.787597,0.663996
24,415.047,1,16.4432,29.9295,16.0288,1.58462,2.22045e-16,0.339478,1.04775,0.76412,0.639306
25,418.446,1,16.4149,29.6262,16.5851,1.60313,2.22045e-16,0.343805,1.09237,0.779574,0.634162
26,412.311,1,16.5363,29.5424,17.0163,1.53235,2.22045e-16,0.339859,1.16102,0.786243,0.658286
27,412.226,1,16.4428,29.9572,15.9536,1.55112,2.22045e-16,0.336546,1.13781,0.762579,0.626568
28,414.547,1,16.462,29.2807,15.8944,1.5656,2.22045e-16,0.338535,1.15998,0.756631,0.636646
29,417.094,1,16.4139,29.6242,16.3641,1.56037,2.22045e-16,0.338829,1.20184,0.762661,0.711098
30,419.041,1,16.4817,29.2826,17.2882,1.57083,2.22045e-16,0.3358,1.1332,0.765074,0.788207
31,411.843,1,16.5683,29.2097,16.709,1.50793,2.22045e-16,0.332363,1.17427,0.780278,0.757589
32,410.509,1,16.586,28.9409,16.4612,1.49927,2.22045e-16,0.332834,1.20075,0.799666,0.713417
33,411.192,1,16.4594,28.8965,16.088,1.52136,2.22045e-16,0.335859,1.097,0.806425,0.698609
34,408.344,1,16.5407,28.5967,16.4623,1.50721,2.22045e-16,0.337502,1.08993,0.802457,0.661063
35,409.971,1,16.4059,28.9481,17.0549,1.49122,2.22045e-16,0.343261,1.17635,0.807262,0.714178
36,415.413,1,16.5324,28.4529,16.5871,1.54122,2.22045e-16,0.333869,1.20746,0.813433,0.693122
37,412.275,1,16.5457,28.4859,17.4369,1.5108,2.22045e-16,0.336154,1.19952,0.809658,0.710617
38,410.703,1,16.4893,29.3146,17.6075,1.50327,2.22045e-16,0.337365,1.17609,0.792252,0.715042
39,408.079,1,16.3894,29.2873,18.1444,1.48367,2.22045e-16,0.339075,1.1659,0.790841,0.705599
40,412.243,1,16.426,28.4609,18.9289,1.51659,2.22045e-16,0.34293,1.1528,0.80795,0.701761
41,417.142,1,16.5892,28.6311,19.2187,1.55764,2.22045e-16,0.334629,1.12941,0.801197,0.743564
42,416.92,1,16.5854,27.8944,18.4614,1.53462,2.22045e-16,0.333972,1.14909,0.831566,0.796563
43,413.318,1,16.4236,27.8841,17.8436,1.50845,2.22045e-16,0.33339,1.16802,0.826745,0.769825
44,418.645,1,16.4821,27.3148,17.8494,1.5586,2.22045e-16,0.337173,1.20526,0.84708,0.701336
45,411.544,1,16.4302,27.466,18.576,1.49828,2.22045e-16,0.337496,1.15211,0.839555,0.737978
46,408.422,1,16.411,27.0809,18.1843,1.46981,2.22045e-16,0.343417,1.0756,0.85577,0.775337
47,413.03,1,16.5039,26.7297,18.2155,1.50931,2.22045e-16,0.337443,1.08487,0.870129,0.765196
48,415.547,1,16.4482,27.0571,17.7188,1.50947,2.22045e-16,0.337451,1.11089,0.871639,0.843502
49,418.773,1,16.5304,27.0489,17.4357,1.55612,2.22045e-16,0.337736,1.0425,0.861218,0.813051
50,420.767,1,16.5058,27.8071,16.6735,1.57737,2.22045e-16,0.341624,1.01369,0.817828,0.853502
