iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,684.485,1,20.56,24.431,12.7157,1,0.3,-0.410671,1,1,1,1
2,675.657,1,18.2802,19.0133,15.1833,0.95,0.285,-0.314756,0.974679,0.974679,0.974679,0.974679
3,673.554,1,16.5142,18.1515,15.5288,0.9025,0.27075,-0.188938,0.95,1.00634,0.95,0.95
4,664.558,1,16.6107,18.9357,15.9886,0.857375,0.257212,-0.196952,0.925945,0.980858,0.925945,0.925945
5,645.676,1,17.8309,17.0508,14.6638,0.814506,0.244352,-0.314696,0.9025,0.956023,0.9025,0.9025
6,639.46,1,17.0201,16.4212,14.7444,0.773781,0.232134,-0.280895,0.879648,0.931816,0.879648,0.879648
7,631.323,1,16.015,15.0975,14.3122,0.735092,0.220528,-0.225822,0.857375,0.908221,0.857375,0.857375
8,629.35,1,17.1323,15.2972,15.9046,0.698337,0.209501,-0.284932,0.835666,0.885225,0.841915,0.835666
9,628.631,1,20.7178,16.4111,15.1047,0.66342,0.199026,-0.464739,0.814506,0.880421,0.820597,0.814506
10,615.659,1,19.9253,15.8472,13.9122,0.630249,0.189075,-0.45376,0.793882,0.930588,0.799819,0.793882
11,611.218,1,19.8544,16.5331,14.0178,0.598737,0.179621,-0.442095,0.773781,0.907025,0.779567,0.773781
12,605.535,1,17.8184,16.2283,15.4565,0.5688,0.17064,-0.326131,0.754188,0.884059,0.759828,0.754188
13,594.731,1,19.0065,17.0699,14.3466,0.54036,0.162108,-0.398903,0.735092,0.861674,0.740589,0.735092
14,581.276,1,19.827,17.2366,14.8361,0.513342,0.154003,-0.422805,0.716479,0.839856,0.721837,0.716479
15,580.343,1,19.2747,18.2241,15.9196,0.487675,0.146302,-0.402305,0.698337,0.81859,0.703559,0.698337
16,572.586,1,18.3017,18.8541,15.2116,0.463291,0.138987,-0.360294,0.680655,0.815332,0.685745,0.680655
17,565.531,1,18.8752,19.1074,14.9367,0.440127,0.132038,-0.374532,0.66342,0.794687,0.668381,0.668842
18,558.819,1,18.961,19.0346,15.092,0.41812,0.125436,-0.368777,0.646622,0.774565,0.651458,0.690391
19,542.738,1,19.0317,18.912,14.6594,1.22534,0.107356,-0.368308,0.630249,0.75689,0.634962,0.67291
20,546.002,1,20.0527,19.474,14.6036,1.4117,0.0983954,-0.433001,0.614291,0.737725,0.618885,0.728302
21,546.15,1,18.8683,18.4045,15.3204,1.34112,0.0934756,-0.371106,0.598737,0.806479,0.603214,0.76423
22,537.211,1,20.2332,19.0873,15.8401,1.27406,0.0888018,-0.444188,0.583577,0.8922,0.58794,0.792749
23,532.455,1,19.6765,19.3003,16.4621,1.51692,0.0773496,-0.417158,0.5688,0.942243,0.573054,0.802005
24,525.231,1,19.146,19.4477,15.7345,1.44107,0.0734821,-0.374701,0.554398,0.999837,0.558543,0.781697
25,518.961,1,19.5185,19.7728,15.5435,1.4828,0.0684842,-0.388545,0.54036,1.0768,0.544401,0.800727
26,523.471,1,19.1406,19.08,14.7739,1.55482,0.0684786,-0.37105,0.526678,1.04953,0.530616,0.822286
27,516.083,1,19.1067,19.4812,14.8509,1.67266,0.0593922,-0.381943,0.513342,1.02296,0.517181,0.852568
28,518.578,1,19.3469,19.8869,13.9416,1.73238,0.0558645,-0.383343,0.500344,1.07045,0.504085,0.830981
29,518.218,1,18.9391,19.5408,14.1481,1.80834,0.0513683,-0.357255,0.487675,1.13266,0.491322,0.855015
30,506.054,1,19.4621,19.6205,15.0656,1.71792,0.0487999,-0.395233,0.475327,1.10398,0.478881,0.882471
31,498.446,1,18.3811,19.3785,15.5404,1.71789,0.04732,-0.339051,0.463291,1.07603,0.466756,0.860126
32,496.172,1,18.915,19.2728,13.8935,1.77881,0.0430848,-0.369824,0.45156,1.04878,0.454937,0.838348
33,495.641,1,19.5384,19.3778,14.2067,1.71856,0.0476227,-0.385924,0.440127,1.02223,0.443418,0.81712
34,494.482,1,19.863,19.433,14.6644,1.78666,0.0421162,-0.411592,0.428982,0.996345,0.43219,0.857832
35,498.592,1,19.4346,19.4906,15.3127,1.82199,0.0456088,-0.395842,0.41812,0.971117,0.421247,0.847603
36,494.207,1,19.103,19.5371,14.7837,1.82202,0.0480886,-0.379296,0.407533,0.946528,0.410581,0.826141
37,483.467,1,19.6242,19.5812,14.1483,1.73092,0.0456842,-0.401787,0.397214,0.922561,0.400185,0.815329
38,485.752,1,18.7511,20.1417,14.7963,1.73101,0.0485785,-0.363454,0.387157,0.899202,0.390052,0.821006
39,477.949,1,19.7572,20.1182,13.8809,1.7631,0.0421324,-0.407591,0.377354,0.876433,0.380175,0.800218
40,480.61,1,19.5905,19.7268,13.7622,1.83822,0.03904,-0.4027,0.367799,0.854242,0.370549,0.804026
41,480.092,1,19.3996,19.1553,14.044,1.79269,0.0420749,-0.391362,0.358486,0.832612,0.361167,0.801824
42,469.366,1,19.5886,19.1529,14.4777,1.80881,0.0370095,-0.402315,0.349409,0.81153,0.352022,0.781522
43,468.371,1,19.4408,19.1807,13.2137,1.80235,0.032181,-0.394316,0.340562,0.851657,0.343108,0.772953
44,469.957,1,20.4946,19.7006,12.8096,1.80233,0.0323295,-0.435696,0.331938,0.849349,0.334421,0.863187
45,479.624,1,19.5828,19.55,13.1291,1.85279,0.0361627,-0.398013,0.323534,0.845052,0.325953,0.848145
46,482.857,1,19.7348,19.5778,13.9394,1.78562,0.0428734,-0.408285,0.315341,0.862169,0.3177,0.839881
47,481.83,1,19.729,20.0891,12.8592,1.78565,0.0450626,-0.402238,0.307357,0.842409,0.309655,0.849659
48,483.234,1,19.7942,20.8074,12.4899,1.7857,0.0481998,-0.400664,0.299574,0.839348,0.301815,0.828145
49,484.927,1,19.9023,20.6313,11.5799,1.75378,0.0508501,-0.415712,0.291989,0.818095,0.294172,0.92173
50,479.885,1,19.8939,20.3868,12.295,1.71379,0.0524281,-0.406637,0.284596,0.812456,0.286724,0.898391
51,473.743,1,19.5395,20.1841,13.4247,1.66537,0.053144,-0.385716,0.27739,0.800242,0.279464,0.875643
52,471.478,1,19.1287,20.4109,12.7714,1.73152,0.0467911,-0.37492,0.270366,0.804091,0.272388,0.878299
53,472.254,1,18.9296,19.7119,12.4887,1.78435,0.0484472,-0.372419,0.26352,0.783731,0.265491,0.85606
54,466.886,1,19.0111,20.0046,14.0496,1.62014,0.0525505,-0.370578,0.256848,0.774694,0.258768,0.865904
55,474.13,1,18.6793,19.7868,13.2196,1.67464,0.0497795,-0.354103,0.250344,0.845733,0.252216,0.944051
56,474.089,1,19.0037,20.3166,12.1724,1.71312,0.0513522,-0.369169,0.244005,0.824319,0.24583,1.0049
57,474.322,1,18.9078,20.2808,12.3097,1.75894,0.0480253,-0.363366,0.237827,0.803446,0.239605,0.988692
58,465.051,1,18.9165,20.3648,12.4798,1.70765,0.0451077,-0.363028,0.231805,0.783103,0.233538,0.963658
59,462.386,1,18.7009,20.5214,12.5434,1.75012,0.0390195,-0.351193,0.225936,0.830394,0.227625,0.956479
60,457.456,1,18.6441,20.5209,13.2599,1.72821,0.034952,-0.348646,0.220215,0.809368,0.222291,1.00831
61,457.587,1,18.2732,20.1183,13.8343,1.6531,0.0388849,-0.342693,0.214639,0.893348,0.216662,1.03166
62,459.992,1,19.1039,20.0838,12.5258,1.61394,0.0453168,-0.381573,0.209204,0.870728,0.211467,1.00554
63,460.69,1,18.9768,19.8374,12.9218,1.73249,0.0393755,-0.372535,0.203907,0.84868,0.211972,1.01403
64,459.365,1,20.0617,20.2121,11.8617,1.73246,0.0390663,-0.426508,0.213665,0.830937,0.206605,1.03831
65,454.013,1,19.5277,19.8505,11.9935,1.78969,0.032349,-0.39813,0.208659,0.809897,0.20267,1.01202
66,455.672,1,19.8101,20.2328,11.2671,1.81383,0.0292311,-0.406859,0.218879,0.78939,0.197538,1.1212
67,448.79,1,18.9795,20.0337,11.5478,1.72314,0.0277695,-0.366452,0.21825,0.769402,0.208864,1.14255
68,444.433,1,18.8174,20.2025,12.4985,1.64715,0.0328203,-0.360272,0.213478,0.779652,0.203576,1.11362
69,444.548,1,19.3024,19.7701,12.1639,1.60422,0.0333213,-0.377079,0.220778,0.816537,0.198421,1.13511
70,450.863,1,18.9854,20.0444,11.4365,1.67732,0.0334976,-0.373764,0.216141,0.795862,0.193397,1.22014
71,459.372,1,18.3846,20.0075,10.7147,1.70682,0.0360213,-0.34484,0.220336,0.781711,0.1885,1.32329
72,462.158,1,18.1269,20.2975,11.4261,1.70685,0.0371776,-0.328399,0.221904,0.804276,0.18969,1.28978
73,458.877,1,18.9317,20.5229,11.7926,1.61814,0.0408442,-0.370482,0.216285,0.826249,0.184886,1.32635
74,455.224,1,19.1066,20.9976,12.3865,1.708,0.0386615,-0.382213,0.210809,0.835543,0.180205,1.29881
