iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,857.095,1,13.5086,26.1537,23.8987,13.1157,1.5,1.5,1.2,1.5,1.5,1.5
2,835.461,1,32.2136,32.571,61.4366,17.9192,1.425,1.425,1.16962,1.46202,1.46202,1.48776
3,828.404,1,32.8019,35.7388,77.961,20.8532,1.35375,1.35375,1.14,1.425,1.425,1.45009
4,825.776,1,31.0635,28.7677,76.7157,28.2041,1.28606,1.28606,1.11113,1.43548,1.38892,1.41338
5,816.231,1,32.1103,31.0958,83.0212,33.9407,1.22176,1.22176,1.083,1.39914,1.35375,1.41325
6,811.502,1,31.5259,25.557,89.8108,31.1111,1.16067,1.16067,1.05558,1.36371,1.31947,1.51645
7,806.272,1,30.713,19.1588,84.9019,26.2221,1.10264,1.10264,1.02885,1.32918,1.28606,1.47805
8,801.373,1,28.2932,16.3183,71.2403,23.7516,1.04751,1.04751,1.0028,1.29552,1.2535,1.44062
9,797.354,1,25.7738,18.9481,76.103,21.3817,0.995131,0.995131,0.977407,1.34534,1.22176,1.40415
10,785.351,1,25.5288,13.5546,69.3646,23.6098,0.945374,0.945374,0.952659,1.31128,1.19082,1.36859
11,779.239,1,25.6438,12.9243,75.8858,26.0413,0.898105,0.898105,0.928537,1.27807,1.16067,1.33394
12,767.357,1,26.4276,13.2089,73.9873,21.9588,0.8532,0.8532,0.905026,1.24571,1.13128,1.30016
13,761.79,1,24.8096,13.7086,64.2195,19.6088,0.81054,0.81054,0.88211,1.21626,1.10264,1.26724
14,757.565,1,24.5475,16.285,68.7662,21.4164,0.770013,0.770013,0.859775,1.23459,1.07472,1.23515
15,754.138,1,24.4947,19.3333,62.4963,21.1773,0.731512,0.731512,0.838005,1.29933,1.04751,1.20388
16,738.313,1,24.7255,17.3483,63.2676,25.0587,0.694937,0.694937,0.816786,1.26643,1.02098,1.1734
17,732.577,1,23.2809,12.9661,59.2054,23.4849,0.66019,0.66019,0.796105,1.23436,0.995131,1.14369
18,724.431,1,22.7671,10.5726,60.1201,21.0092,0.627181,0.627181,0.775947,1.20311,0.969933,1.11473
19,717.042,1,22.0217,8.45732,56.6511,21.2139,0.595821,0.595821,0.756299,1.17265,0.945374,1.0865
20,710.42,1,22.538,9.83841,52.5171,21.4772,0.56603,0.56603,0.737149,1.21059,0.921437,1.10446
21,705.161,1,22.5268,9.79285,57.0519,22.2339,0.537729,0.537729,0.718484,1.27626,0.898105,1.0765
22,693.719,1,21.074,6.94817,53.4318,22.3772,0.510842,0.510842,0.700292,1.24394,0.875365,1.04924
23,683.404,1,20.7038,8.61162,50.6298,24.7496,0.4853,0.4853,0.68256,1.21244,0.8532,1.02267
24,674.784,1,19.8847,7.89458,48.1746,29.001,0.461035,0.461035,0.665277,1.18174,0.831597,0.996777
25,672.297,1,19.8932,8.95628,47.1071,30.915,0.437984,0.437984,0.648432,1.33641,0.81054,1.00892
26,672.862,1,20.1334,10.0677,47.9683,25.1416,0.416084,0.416084,0.632013,1.43991,0.805393,1.08017
27,665.49,1,20.0679,10.3018,47.8178,21.4528,0.39528,0.39528,0.61601,1.42685,0.805421,1.05282
28,662.152,1,19.6318,12.3015,43.1427,21.9882,0.375516,0.375516,0.600413,1.44315,0.785027,1.12436
29,653.529,1,19.7991,13.1311,44.8345,19.2381,0.35674,0.35674,0.58521,1.55383,0.76515,1.10557
30,647.757,1,19.3559,14.9313,44.496,22.9167,0.338903,0.338903,0.570392,1.70503,0.745776,1.13095
31,633.357,1,19.3159,14.4218,43.7115,17.7022,0.321958,0.321958,0.555949,1.67422,0.726892,1.10231
32,630.239,1,19.5981,14.8172,46.3132,17.3404,0.30586,0.30586,0.541873,1.81316,0.708487,1.0744
33,624.054,1,19.7747,16.0171,47.6074,18.3107,0.290567,0.290567,0.528152,2.05336,0.690547,1.0472
34,612.252,1,19.4429,18.313,42.5609,19.5634,0.276039,0.276039,0.514779,2.00136,0.673062,1.02068
35,603.641,1,19.2446,17.3003,42.4142,22.246,0.262237,0.262237,0.501744,1.95069,0.65602,1.02135
36,601.221,1,19.3149,13.7621,44.2801,20.6019,0.249125,0.249125,0.48904,1.94545,0.639409,1.13158
37,595.4,1,19.0223,12.1675,45.8772,18.2033,0.236669,0.236669,0.476657,1.90453,0.623219,1.10293
38,594.694,1,19.3621,9.44586,46.9896,20.3134,0.224835,0.224835,0.464588,1.92362,0.614128,1.16225
39,580.34,1,19.3078,11.1739,45.828,21.5995,0.213594,0.213594,0.452824,1.87491,0.603533,1.13282
40,575.984,1,19.1213,13.9525,42.8891,23.384,0.202914,0.202914,0.441359,1.82744,0.606224,1.10414
41,577.84,1,18.6549,24.5563,41.6038,22.4256,0.192768,0.192768,0.430183,1.78117,0.614402,1.24162
42,573.503,1,18.6264,31.459,38.7007,20.4066,0.18313,0.18313,0.419291,1.90286,0.620792,1.21018
43,563.649,1,18.6833,30.4204,38.5417,18.7735,0.173973,0.173973,0.408674,2.01734,0.605073,1.17954
44,557.912,1,18.5418,19.2893,40.7431,19.6036,0.165275,0.165275,0.398326,1.96626,0.589753,1.14968
45,554.387,1,18.478,20.2014,40.3515,22.4463,0.157011,0.157011,0.38824,1.91648,0.615444,1.16962
46,548.385,1,18.5363,21.015,40.6888,23.1849,0.14916,0.14916,0.380083,1.86795,0.59986,1.19648
47,541.901,1,18.691,25.1215,40.7625,19.2005,0.141702,0.141702,0.374314,1.82873,0.595019,1.20661
48,543.837,1,18.6007,20.8009,40.7511,21.336,0.134617,0.134617,0.379627,1.82506,0.579953,1.24658
49,537.112,1,18.7628,22.2433,40.0218,27.7166,0.127886,0.127886,0.370015,1.8699,0.565268,1.21501
50,538.524,1,18.7459,20.0429,40.1058,27.8934,0.121492,0.121492,0.367721,1.97531,0.578837,1.18425
51,535.198,1,18.8533,21.6519,39.373,30.1323,0.115417,0.115417,0.367102,1.92529,0.592161,1.15426
52,535.926,1,18.7603,15.8904,39.8621,33.5051,0.109647,0.109647,0.376818,2.00522,0.59006,1.14575
53,533.841,1,18.3368,15.5659,38.5572,35.1022,0.104164,0.104164,0.3813,1.95445,0.57512,1.18644
54,534.108,1,18.2845,11.4534,39.3838,31.4256,0.098956,0.098956,0.384851,1.90496,0.60548,1.1564
55,519.337,1,18.3219,13.2203,39.9912,38.0063,2.22045e-16,0.126881,0.386165,2.0458,0.599152,1.12712
56,524.824,1,18.3922,10.9163,42.6816,40.9326,4.52271e-10,0.133005,0.389844,1.994,0.60727,1.09858
57,526.674,1,18.5808,9.08469,43.0557,35.8548,8.31308e-10,0.136645,0.385946,1.94351,0.637752,1.07076
58,530.665,1,18.384,9.10145,42.4106,33.4891,1.11751e-09,0.138201,0.376173,1.8943,0.621603,1.04365
59,527.367,1,18.685,11.3162,41.0952,33.926,1.56085e-09,0.137226,0.369669,1.93238,0.605864,1.01723
60,529.986,1,18.5635,10.3024,41.6665,30.2187,1.95835e-09,0.134929,0.375553,2.15974,0.637115,0.991469
61,529.705,1,18.4377,10.7088,40.0131,28.9696,2.23844e-09,0.13443,0.374304,2.10505,0.622316,1.01752
62,534.757,1,18.6985,11.2158,41.2508,29.5046,2.12652e-09,0.127709,0.367536,2.05175,0.642346,1.12806
63,528.731,1,18.7267,10.8793,40.8806,32.9408,1.31371e-05,0.136429,0.370697,1.9998,0.640878,1.10793
64,526.692,1,18.8914,8.97478,42.3158,26.3046,1.31992e-05,0.137799,0.377646,1.94917,0.646294,1.07988
65,531.225,1,18.8517,8.83362,43.4961,24.9047,1.32771e-05,0.13976,0.379418,1.89981,0.62993,1.11654
66,535.966,1,18.5708,9.41047,42.7393,26.0395,1.33277e-05,0.139272,0.39305,1.85171,0.668182,1.14504
67,529.881,1,18.5464,9.74488,42.8,29.6299,1.33789e-05,0.134914,0.383098,1.80482,0.651408,1.11605
68,529.959,1,18.3792,8.70906,41.6169,29.8683,1.3443e-05,0.135511,0.379032,1.75912,0.661847,1.16461
69,538.933,1,18.43,8.03893,42.5831,31.4887,1.27708e-05,0.128735,0.371435,1.832,0.645088,1.17321
70,538.473,1,18.4158,10.1935,41.5145,32.1132,1.21323e-05,0.122299,0.3857,1.78562,0.674218,1.21369
71,529.8,1,18.3087,8.97557,40.6964,34.513,7.72101e-07,0.13153,0.385403,1.87784,0.657146,1.2514
72,525.013,1,18.4006,9.70476,39.5329,35.6186,7.76285e-07,0.128784,0.384764,1.91338,0.656375,1.21972
73,527.749,1,18.3394,7.05127,39.9156,41.6022,7.82654e-07,0.130365,0.375022,1.97355,0.663064,1.18883
74,531.242,1,18.4864,6.05014,41.1015,44.8352,7.43521e-07,0.123847,0.365526,1.92357,0.646275,1.15873
75,529.753,1,18.4098,5.29458,41.7487,39.7509,3.08994e-06,0.134203,0.359769,1.87487,0.634744,1.1996
76,533.756,1,18.4044,5.55757,42.8509,38.7707,3.10461e-06,0.137872,0.351706,1.8274,0.618672,1.2368
77,537.72,1,18.4032,5.20435,43.2073,43.5506,3.12048e-06,0.14199,0.352462,1.78112,0.655855,1.20549
78,532.325,1,18.4947,4.79207,44.359,41.598,3.14182e-06,0.140504,0.363257,1.73603,0.639248,1.17496
79,537.154,1,18.5492,4.48574,44.1885,41.4745,3.15984e-06,0.142961,0.376277,1.7059,0.632905,1.14521
80,529.261,1,18.5861,4.43381,44.1357,43.0114,3.17307e-06,0.136935,0.366749,1.68325,0.641505,1.11621
81,527.033,1,18.5205,4.96591,45.7737,44.4145,3.19424e-06,0.136407,0.364754,1.64641,0.629217,1.08795
82,532.136,1,18.4701,4.69682,44.7117,39.4404,3.21089e-06,0.137873,0.375171,1.62669,0.669637,1.10996
83,536.913,1,18.22,4.50259,45.3873,42.6195,3.22711e-06,0.140576,0.375206,1.61077,0.690686,1.11555
84,527.635,1,18.2925,4.47856,44.3308,41.0572,3.06576e-06,0.133547,0.383427,1.62448,0.673198,1.14706
85,533.025,1,18.3411,5.31421,43.6297,36.11,3.08414e-06,0.136694,0.382565,1.71326,0.693104,1.12158
86,532.622,1,18.4856,6.35163,43.5723,40.5057,3.10123e-06,0.13654,0.373668,1.71402,0.675554,1.3066
