Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.70078,0.0745819,12.7337,0.0071308,40.3655,0.0125353,4.41369,0.0497513,All
9.66341,0.111873,15.7541,0.0332771,117.686,0.000742831,10.9075,0.0398011,All
10.626,0.126789,18.7746,0.0499156,195.006,0.000371416,17.4014,0.0210061,All
11.5887,0.126789,21.7951,0.0831926,272.326,9.28539e-05,23.8952,0.0143726,All
12.5513,0.0596655,24.8156,0.0618003,349.646,9.28539e-05,30.389,0.0110558,All
13.5139,0.0745819,27.8361,0.0261463,426.967,0,36.8829,0.0154782,All
14.4766,0.0745819,30.8566,0.0427848,504.287,0,43.3767,0.00552792,All
15.4392,0.0894983,33.877,0.0237693,581.607,0,49.8705,0.00552792,All
16.4018,0.0596655,36.8975,0.0071308,658.927,0,56.3644,0.00110558,All
17.3645,0.104415,39.918,0.00237693,736.248,0,62.8582,0.00110558,All
18.3271,0.111873,42.9385,0.0071308,813.568,0,69.352,0,All
19.2897,0.0820401,45.959,0.00237693,890.888,0,75.8459,0,All
20.2524,0.0223746,48.9795,0.00950773,968.208,9.28539e-05,82.3397,0.00110558,All
