time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
2.22045e-16,4.17893e-14,1.27809e-14,2.32628e-14,3.0469e-14,3.55658e-14,3.96722e-14,4.38519e-14,4.84408e-14,5.39852e-14,6.264e-14,8.32821e-14,All
3.08757e-16,5.65684e-14,3.0111e-14,3.89786e-14,4.45048e-14,4.93343e-14,5.41191e-14,5.90414e-14,6.49886e-14,7.29302e-14,8.53977e-14,1.12486e-13,All
4.29331e-16,7.73007e-14,4.36187e-14,5.37342e-14,6.15254e-14,6.79792e-14,7.40425e-14,8.11668e-14,8.97608e-14,1.0016e-13,1.1577e-13,1.50617e-13,All
5.96992e-16,1.07665e-13,6.21937e-14,7.70233e-14,8.63753e-14,9.46912e-14,1.03375e-13,1.12679e-13,1.23041e-13,1.37488e-13,1.59671e-13,2.07287e-13,All
8.30127e-16,1.48837e-13,8.95398e-14,1.0724e-13,1.20405e-13,1.31749e-13,1.42649e-13,1.55374e-13,1.70434e-13,1.90742e-13,2.22046e-13,2.86893e-13,All
1.15431e-15,2.07062e-13,1.24336e-13,1.50228e-13,1.67128e-13,1.82386e-13,1.98482e-13,2.16175e-13,2.36287e-13,2.65188e-13,3.08387e-13,3.99763e-13,All
1.60508e-15,2.88325e-13,1.74215e-13,2.08948e-13,2.32664e-13,2.54145e-13,2.76299e-13,3.0026e-13,3.30779e-13,3.68814e-13,4.29351e-13,5.52876e-13,All
2.23189e-15,3.99273e-13,2.44384e-13,2.91857e-13,3.24159e-13,3.5378e-13,3.83759e-13,4.17444e-13,4.58071e-13,5.11721e-13,5.93465e-13,7.69015e-13,All
3.10348e-15,5.55803e-13,3.39161e-13,4.0617e-13,4.49934e-13,4.91495e-13,5.33486e-13,5.79981e-13,6.37191e-13,7.14334e-13,8.28862e-13,1.06906e-12,All
4.31544e-15,7.72862e-13,4.70115e-13,5.66472e-13,6.24997e-13,6.83603e-13,7.41915e-13,8.07342e-13,8.8654e-13,9.91567e-13,1.15094e-12,1.48515e-12,All
6.00069e-15,1.07346e-12,6.54362e-13,7.87026e-13,8.7077e-13,9.50156e-13,1.03162e-12,1.12273e-12,1.23035e-12,1.38044e-12,1.6031e-12,2.06933e-12,All
8.34406e-15,1.49381e-12,9.10954e-13,1.09488e-12,1.21113e-12,1.32231e-12,1.43629e-12,1.56107e-12,1.71178e-12,1.9189e-12,2.22549e-12,2.87586e-12,All
1.16025e-14,2.07639e-12,1.26773e-12,1.52265e-12,1.68448e-12,1.8388e-12,1.99636e-12,2.17423e-12,2.38099e-12,2.66644e-12,3.09219e-12,3.99724e-12,All
1.61335e-14,2.88799e-12,1.75928e-12,2.11934e-12,2.33926e-12,2.55723e-12,2.77599e-12,3.02209e-12,3.30909e-12,3.70966e-12,4.30094e-12,5.5642e-12,All
2.24339e-14,4.01231e-12,2.44796e-12,2.94599e-12,3.25034e-12,3.55313e-12,3.86124e-12,4.19743e-12,4.6009e-12,5.16105e-12,5.98051e-12,7.72739e-12,All
3.11948e-14,5.5808e-12,3.40479e-12,4.10015e-12,4.52325e-12,4.94277e-12,5.36561e-12,5.83834e-12,6.39765e-12,7.17641e-12,8.31712e-12,1.07444e-11,All
4.33768e-14,7.76726e-12,4.73274e-12,5.69735e-12,6.28729e-12,6.87695e-12,7.46429e-12,8.12006e-12,8.89404e-12,9.97978e-12,1.15602e-11,1.49332e-11,All
6.03162e-14,1.07947e-11,6.58081e-12,7.92215e-12,8.74123e-12,9.5577e-12,1.03793e-11,1.12937e-11,1.23684e-11,1.38791e-11,1.60767e-11,2.07741e-11,All
8.38706e-14,1.50048e-11,9.15171e-12,1.10203e-11,1.21549e-11,1.32909e-11,1.4432e-11,1.56991e-11,1.71975e-11,1.92994e-11,2.23418e-11,2.88918e-11,All
1.16623e-13,2.0863e-11,1.2728e-11,1.53237e-11,1.69026e-11,1.84862e-11,2.00712e-11,2.1824e-11,2.39133e-11,2.68276e-11,3.10729e-11,4.01551e-11,All
1.62167e-13,2.90098e-11,1.76989e-11,2.13113e-11,2.35022e-11,2.57056e-11,2.79096e-11,3.03492e-11,3.32567e-11,3.7308e-11,4.32047e-11,5.58583e-11,All
2.25496e-13,4.03391e-11,2.461e-11,2.96315e-11,3.26856e-11,3.57526e-11,3.88081e-11,4.21996e-11,4.6258e-11,5.18839e-11,6.0073e-11,7.76396e-11,All
3.13555e-13,5.60967e-11,3.42367e-11,4.1197e-11,4.5447e-11,4.97099e-11,5.39659e-11,5.8672e-11,6.43138e-11,7.21454e-11,8.35291e-11,1.07969e-10,All
4.36004e-13,7.7996e-11,4.76025e-11,5.72918e-11,6.31957e-11,6.91243e-11,7.5035e-11,8.15808e-11,8.94127e-11,1.00321e-10,1.16154e-10,1.50136e-10,All
6.06271e-13,1.08465e-10,6.61851e-11,7.96637e-11,8.78645e-11,9.61097e-11,1.04353e-10,1.13445e-10,1.24341e-10,1.39481e-10,1.6151e-10,2.08753e-10,All
8.43029e-13,1.50833e-10,9.20273e-11,1.10775e-10,1.22191e-10,1.33633e-10,1.45086e-10,1.57755e-10,1.72888e-10,1.93955e-10,2.24607e-10,2.90296e-10,All
1.17225e-12,2.09731e-10,1.2796e-10,1.54038e-10,1.69902e-10,1.85829e-10,2.01763e-10,2.19358e-10,2.40407e-10,2.69703e-10,3.12296e-10,4.03631e-10,All
1.63003e-12,2.916e-10,1.7793e-10,2.14187e-10,2.36245e-10,2.58389e-10,2.80539e-10,3.0501e-10,3.34292e-10,3.75037e-10,4.34257e-10,5.61276e-10,All
2.26658e-12,4.05489e-10,2.47415e-10,2.97826e-10,3.28517e-10,3.59308e-10,3.90106e-10,4.24137e-10,4.6483e-10,5.21482e-10,6.03826e-10,7.80437e-10,All
3.15172e-12,5.63848e-10,3.44048e-10,4.14129e-10,4.56799e-10,4.99619e-10,5.42445e-10,5.8977e-10,6.46355e-10,7.25147e-10,8.3963e-10,1.08521e-09,All
4.38251e-12,7.84034e-10,4.78417e-10,5.75849e-10,6.35177e-10,6.94733e-10,7.54285e-10,8.20085e-10,8.98766e-10,1.00832e-09,1.16754e-09,1.509e-09,All
6.09395e-12,1.09022e-09,6.65235e-10,8.00726e-10,8.8322e-10,9.66028e-10,1.04885e-09,1.14035e-09,1.24975e-09,1.40208e-09,1.62347e-09,2.09832e-09,All
8.47374e-12,1.51597e-09,9.25013e-10,1.11343e-09,1.22815e-09,1.34329e-09,1.45843e-09,1.58566e-09,1.7378e-09,1.94963e-09,2.25747e-09,2.91776e-09,All
1.17829e-11,2.10799e-09,1.28624e-09,1.54824e-09,1.70776e-09,1.86784e-09,2.02798e-09,2.20489e-09,2.41645e-09,2.71098e-09,3.13904e-09,4.0572e-09,All
1.63843e-11,2.93118e-09,1.78854e-09,2.15286e-09,2.37467e-09,2.59728e-09,2.81993e-09,3.06594e-09,3.36009e-09,3.76965e-09,4.36489e-09,5.64159e-09,All
