iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,60.6759,1,13.5016,36.5315,21.7629,16.3975,1.54598,0.0572365,0.257881,1.665,6.78912e-08,0.72094
2,49.4049,1,11.8506,26.8622,21.7629,18.8985,1.61954,0.0547211,0.20438,1.62142,8.06455e-08,0.851563
3,38.2731,1,11.9817,27.3325,21.7629,18.5646,1.53473,0.0524604,0.212765,1.70193,6.30815e-08,0.927244
4,40.2257,1,12.0697,29.0799,21.7629,18.9172,1.46236,0.0536057,0.216279,1.80681,6.60427e-08,0.988212
5,36.4169,1,12.0022,30.5429,21.7629,18.0962,1.53359,0.0484825,0.2162,1.73655,6.83234e-08,0.95144
6,27.9854,1,11.9916,30.1624,21.7629,16.9375,1.47895,0.0469721,0.216725,1.7543,6.58025e-08,0.899161
7,35.7507,1,11.9229,26.0299,21.7629,16.2072,1.53906,0.0515015,0.215822,1.81326,5.63472e-08,0.894434
8,30.2099,1,11.9594,24.3083,21.7629,16.8313,1.53906,0.050948,0.21191,1.63126,5.23007e-08,0.941782
9,20.2889,1,11.9716,25.1421,21.7629,16.431,1.49364,0.0505944,0.209254,1.71724,4.13275e-08,0.935521
10,28.4203,1,11.7988,28.1247,21.7629,16.391,1.5538,0.0546894,0.208257,1.91055,3.43547e-08,0.929809
11,25.3851,1,11.7686,33.5077,21.7629,17.165,1.46004,0.0611088,0.202476,1.91066,2.7716e-08,0.963592
12,20.4269,1,11.9102,35.6259,21.7629,16.6325,1.53987,0.0546139,0.215385,1.96598,2.68535e-08,0.90921
13,17.8079,1,12.0385,39.6084,21.7629,15.018,1.51008,0.05432,0.205105,2.03899,2.80601e-08,0.881734
14,11.0256,1,12.0553,29.8256,21.7629,14.7803,1.5101,0.0558658,0.210631,1.85803,2.39792e-08,0.823334
15,0.858261,1,11.9687,28.1806,21.7629,15.8273,1.53083,0.0506164,0.204563,1.77912,2.1327e-08,0.863405
16,0.68396,1,11.9125,27.0825,21.7629,16.3838,1.55381,0.051574,0.204262,1.86894,1.90693e-08,0.825716
17,-4.04298,1,12.0229,29.3896,21.7629,15.9983,1.58462,0.0457558,0.222407,1.83047,1.94314e-08,0.80383
18,-8.17592,1,12.0168,31.2827,21.7629,15.0726,1.47886,0.0468935,0.216361,1.73611,1.95597e-08,0.91877
19,-0.800113,1,12.0637,29.0856,21.7629,15.5301,1.50449,0.0491285,0.213878,1.80542,2.12303e-08,0.893389
20,6.86142,1,11.8936,29.0848,21.7629,16.1161,1.4843,0.0505458,0.207501,2.02711,2.3426e-08,0.920494
21,4.18777,1,11.9648,28.4721,21.7629,16.1618,1.48429,0.0495832,0.207479,1.87685,2.6308e-08,0.857082
22,2.64474,1,11.8816,27.3344,21.7629,16.6617,1.50602,0.0509775,0.197984,1.74388,2.45173e-08,0.870881
23,7.84448,1,11.8859,30.0899,21.7629,17.8204,1.60251,0.0488435,0.221872,1.84781,2.18733e-08,0.867205
24,-0.970225,1,12.0436,31.3495,21.7629,17.9499,1.4876,0.0480931,0.21797,1.96479,2.15731e-08,0.868354
25,9.68144,1,11.9872,29.0285,21.7629,17.2904,1.62581,0.0467113,0.218317,1.94753,2.50702e-08,0.816127
26,18.4306,1,12.0548,29.7258,21.7629,16.7137,1.69417,0.0473806,0.210711,1.90559,2.87909e-08,0.848881
27,15.989,1,12.0199,28.7419,21.7629,17.839,1.74384,0.0439156,0.213882,1.82637,2.68634e-08,0.892947
28,12.8414,1,12.0129,25.3883,21.7629,16.1683,1.6853,0.0463731,0.210377,1.77404,2.72503e-08,0.842743
29,17.9961,1,12.0236,25.1964,21.7629,17.5647,1.73686,0.0488007,0.209174,1.71334,2.73402e-08,0.835647
30,11.3037,1,11.926,26.1905,21.7629,16.9825,1.63425,0.0477316,0.201438,1.72557,3.06566e-08,0.80513
31,8.64136,1,11.9096,22.9851,21.7629,16.9622,1.5754,0.0480644,0.20069,1.75305,3.14681e-08,0.795558
32,17.6926,1,11.946,26.0833,21.7629,15.7781,1.71297,0.0474033,0.205995,1.70442,3.10698e-08,0.828537
33,24.8358,1,12.0638,26.8437,21.7629,15.6609,1.69044,0.0512267,0.21033,1.75054,3.41891e-08,0.812413
34,17.4236,1,12.074,24.2433,21.7629,16.767,1.6904,0.0496646,0.216316,1.67197,3.06394e-08,0.806961
35,21.9551,1,12.055,23.8062,21.7629,17.6443,1.69037,0.0498871,0.20985,1.63834,3.47759e-08,0.857223
36,22.6609,1,11.9805,24.7522,21.7629,17.2801,1.58994,0.0495776,0.219221,1.83804,3.64798e-08,0.865194
37,29.394,1,11.9767,28.2848,21.7629,17.0014,1.58999,0.0513934,0.213261,1.92103,4.12002e-08,0.869974
38,21.833,1,11.7784,28.4226,21.7629,18.3303,1.5622,0.0488468,0.198452,1.82189,4.16429e-08,0.890491
39,15.623,1,12.0592,27.7551,21.7629,18.0462,1.53932,0.0470965,0.217882,1.77942,3.6915e-08,0.902883
40,12.5456,1,12.0368,34.1821,21.7629,17.6901,1.4689,0.0480511,0.215833,1.79967,3.64052e-08,0.927597
41,28.0926,1,11.9634,32.9056,21.7629,17.3525,1.57555,0.0515762,0.22156,1.7081,4.02791e-08,0.931576
42,23.8992,1,12.0055,27.8202,21.7629,17.1979,1.51459,0.0522345,0.217776,1.70243,3.90794e-08,0.954935
43,19.4662,1,11.9865,28.9448,21.7629,16.1444,1.51455,0.0517242,0.212052,1.68428,3.48711e-08,1.02252
44,34.9873,1,12.0855,25.6787,21.7629,14.737,1.64518,0.0536801,0.209091,1.8663,3.3745e-08,1.06209
45,29.5867,1,11.9983,29.1663,21.7629,16.2294,1.61155,0.0527617,0.20513,1.8839,3.48183e-08,0.978605
46,22.0795,1,12.0608,25.7595,21.7629,16.3111,1.56196,0.0536704,0.216134,1.71231,3.50673e-08,0.853122
47,20.1721,1,11.9626,27.0141,21.7629,17.0204,1.52697,0.0543616,0.21259,1.66831,3.62469e-08,0.839057
