iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tCLCRMLMIN,omega_Cl,omega_Q,omega_V1,omega_V2
236,535.86,1,5.97701,25.0196,12.187,1.56478,0.0392652,8.08314,3.44014,0.874468,0.280167,0.882441
237,541.302,1,5.13947,25.186,12.6431,1.52153,0.0437414,8.86531,3.41884,0.906947,0.276897,0.94182
238,542.352,1,4.08776,25.309,13.2464,1.41162,0.0484214,10.0722,3.49243,0.952482,0.278057,0.978226
239,539.162,1,5.65159,24.445,13.6388,1.45215,0.049611,8.31908,3.33293,0.94489,0.246086,0.880538
240,541.011,1,5.41931,24.628,12.9574,1.53656,0.0486934,8.58329,3.3113,0.926474,0.252375,0.796367
241,543.052,1,5.48041,24.0348,12.2372,1.50302,0.0515363,8.39809,3.22538,0.938775,0.241427,0.841881
242,529.645,1,5.75884,24.2011,12.9067,1.52675,0.0431436,8.22072,3.30493,0.894747,0.235099,0.798563
243,535.095,1,5.50791,24.0444,13.2526,1.57147,0.0432249,8.50553,3.29984,0.956663,0.24419,0.775062
244,534.657,1,5.64117,23.8778,13.4348,1.577,0.0412891,8.51341,3.40575,0.926823,0.248708,0.806322
245,534.293,1,4.94979,24.151,12.7352,1.57702,0.0408794,9.19973,3.38312,0.913969,0.242468,0.825268
246,531.574,1,4.2278,24.2018,13.1628,1.53407,0.0391692,9.9291,3.40148,0.953894,0.251436,0.863025
247,537.017,1,4.82888,24.3904,13.4067,1.53408,0.0412539,9.08232,3.37195,0.998156,0.257267,0.907667
248,536.924,1,4.1723,24.5136,12.9469,1.53408,0.0413823,9.67424,3.32694,0.950024,0.254953,0.927071
249,537.61,1,4.2812,24.294,11.4569,1.5089,0.0451696,9.5409,3.26313,0.827547,0.269537,0.919768
250,530.626,1,4.67913,24.3278,11.4445,1.4965,0.0400837,9.20808,3.21159,0.824519,0.275977,0.970536
251,532.177,1,4.18877,24.1269,12.231,1.46996,0.0398778,9.7432,3.35812,0.908392,0.289733,0.920922
252,533.67,1,5.22379,24.6626,11.2417,1.47005,0.0443346,8.70353,3.3488,0.875171,0.26759,0.884148
253,530.668,1,6.0207,24.9895,11.3709,1.41033,0.0452695,8.01736,3.42749,0.844517,0.273025,0.893857
254,539.06,1,5.84154,24.7376,11.826,1.50202,0.0448898,8.06184,3.21407,0.898048,0.2692,0.95068
255,543.349,1,6.08837,25.0523,11.3516,1.41224,0.0507513,7.95645,3.33903,0.920518,0.273299,0.988805
256,548.361,1,5.21512,25.6897,11.1611,1.44113,0.0505571,8.85092,3.39935,0.997157,0.260634,1.04449
257,549.405,1,5.58934,25.2661,12.2735,1.39024,0.0501122,8.26792,3.35194,1.08477,0.276009,1.07884
258,547.272,1,5.23005,25.3278,11.836,1.50546,0.0442991,8.7223,3.32662,1.10585,0.252876,1.07399
259,550.885,1,5.79901,25.4938,13.0683,1.549,0.0443346,8.1425,3.35216,1.06769,0.239326,1.17738
260,549.593,1,5.38486,24.9878,11.8608,1.5009,0.0462803,8.5183,3.34498,1.08404,0.24928,1.10349
261,551.658,1,4.78639,25.0163,11.1085,1.50094,0.0465954,9.17887,3.38058,1.12585,0.235382,1.12772
262,546.312,1,5.25421,25.3164,11.5819,1.50089,0.0444085,8.63683,3.37248,1.15172,0.218306,1.12833
263,547.528,1,4.87871,25.3996,11.1015,1.3749,0.053488,9.08818,3.34678,1.04841,0.214995,1.19
264,545.971,1,5.29548,25.6652,12.475,1.37486,0.0517309,8.72215,3.34787,1.01298,0.213218,1.31377
265,546.771,1,6.06423,25.6036,12.2973,1.37494,0.0543929,7.94228,3.30199,1.01452,0.219655,1.17041
266,555.021,1,5.17879,25.4205,11.8335,1.49555,0.0486728,8.81083,3.35401,1.10197,0.242615,1.20503
267,550.846,1,5.78884,25.1832,11.4291,1.45852,0.048662,8.30201,3.44952,1.15116,0.229749,1.13953
268,545.936,1,5.77277,24.6641,12.7216,1.47892,0.0449353,8.23735,3.24922,1.17036,0.230632,1.14463
269,539.918,1,6.09837,24.676,13.8959,1.51401,0.0414813,7.80224,3.28945,1.16363,0.234222,0.967376
270,530.106,1,5.74382,24.3021,14.0893,1.47661,0.0401629,8.25936,3.3871,1.00219,0.233716,0.937569
271,533.512,1,5.15639,24.9032,13.366,1.5139,0.038951,8.81247,3.35811,0.997619,0.251862,0.948006
272,539.174,1,5.40229,24.8714,12.0997,1.70345,0.0302782,8.50693,3.2545,0.942449,0.273521,0.996114
273,539.624,1,4.14542,25.0554,11.5809,1.68609,0.031396,9.81187,3.31718,0.963491,0.272872,0.97305
274,541.491,1,5.55771,24.6584,11.5821,1.62996,0.039685,8.29552,3.40315,0.879203,0.271769,0.890766
275,552.688,1,5.81725,23.9596,11.8603,1.70097,0.0403564,8.14461,3.43483,0.947805,0.271103,0.967919
276,536.989,1,5.72638,24.081,12.4571,1.62459,0.0364584,8.36589,3.50798,0.896139,0.260722,0.898308
277,543.326,1,5.37329,23.6633,12.8433,1.49136,0.0459171,8.81699,3.54845,0.966783,0.274494,0.905725
278,539.718,1,4.45209,23.8248,12.6199,1.49139,0.0458092,9.55375,3.41603,0.954472,0.250827,0.892006
279,539.914,1,4.69525,24.3121,12.3122,1.56882,0.0433824,9.3802,3.38804,1.00568,0.226071,0.902839
280,538.817,1,4.2775,24.1655,13.3452,1.5817,0.0388294,9.76707,3.29816,1.11754,0.248019,0.877351
281,541.492,1,4.52872,23.7878,12.3096,1.59105,0.0402332,9.76212,3.49233,1.13721,0.240372,0.844097
282,539.359,1,4.7085,24.4828,11.6131,1.6356,0.0346596,9.37803,3.43271,1.17073,0.242564,0.8648
283,545.437,1,5.74046,24.2895,11.4676,1.59221,0.0415494,8.26909,3.38085,1.14355,0.23545,0.932966
284,551.915,1,6.67787,24.7693,11.3281,1.55038,0.0487413,7.34929,3.31971,1.14056,0.214961,1.0379
285,551.629,1,6.11614,25.0675,12.1083,1.55037,0.0482944,7.8675,3.34541,1.12579,0.215944,1.05799
286,540.459,1,5.39278,24.9173,12.4481,1.50881,0.0468467,8.57128,3.31677,0.992157,0.213675,0.988264
287,540.002,1,4.9525,24.6015,12.0398,1.50881,0.0468069,9.07331,3.32519,1.00344,0.215961,0.954871
288,538.333,1,4.87164,24.0019,12.793,1.54963,0.0411433,9.13801,3.40086,1.08211,0.227119,0.908525
289,536.793,1,5.63877,23.9779,13.957,1.52064,0.0418772,8.26815,3.37126,1.03679,0.242697,0.887102
290,540.224,1,5.97263,24.3149,13.6178,1.66294,0.0375477,7.93114,3.40179,0.993488,0.230335,0.900473
291,535.718,1,5.44232,24.5033,12.9432,1.56695,0.0395736,8.53618,3.31802,0.989376,0.246583,0.886478
292,532.796,1,4.91205,24.8917,12.872,1.51667,0.0437032,9.02111,3.11731,0.955719,0.25179,0.826742
293,531.63,1,4.77227,24.9393,13.3716,1.51666,0.0420895,9.06522,3.26005,0.994385,0.259339,0.730144
294,528.651,1,5.38242,24.7431,12.8324,1.52503,0.0378154,8.33546,3.12505,0.966717,0.280088,0.810307
295,534.69,1,5.81664,24.6313,12.7898,1.47422,0.0434248,7.97658,3.15541,1.03165,0.271808,0.834736
296,533.276,1,5.01697,25.1985,12.6283,1.53688,0.0404339,8.82413,3.28175,0.959177,0.269075,0.809408
297,533.064,1,4.83454,25.5451,11.7036,1.53685,0.0394576,9.00587,3.25745,0.970476,0.248544,0.911684
298,536.64,1,4.80794,24.7622,11.7152,1.5369,0.0410275,9.05781,3.16558,0.947965,0.267504,0.915459
299,542.107,1,4.46672,24.8359,12.923,1.5326,0.0452857,9.34133,3.13493,0.983814,0.274022,0.881246
300,541.195,1,3.9662,24.6104,12.5143,1.44424,0.0480188,9.93017,3.21556,0.940209,0.283276,0.930277
301,532.263,1,4.80302,24.9434,12.4438,1.42552,0.0437168,9.16932,3.22209,0.946102,0.289487,0.877086
302,535.304,1,5.38759,24.7055,12.6405,1.47669,0.0395214,8.55536,3.41818,0.98824,0.28908,0.922901
303,531.927,1,6.41582,24.7009,11.5393,1.54441,0.0350543,7.67503,3.50046,0.905993,0.297855,0.877537
304,535.606,1,6.24417,24.3246,12.129,1.51942,0.037879,7.6408,3.38537,0.914756,0.286762,0.981493
305,539.651,1,5.34941,23.9265,12.0997,1.5699,0.0364654,8.65302,3.35831,1.02204,0.291832,0.932719
306,539.586,1,5.32406,24.4185,11.6509,1.56992,0.037119,8.55672,3.32173,0.995774,0.287651,0.947753
307,539.037,1,5.4062,23.9751,11.968,1.40154,0.045446,8.5623,3.31153,1.0449,0.292597,0.933736
308,548.19,1,5.28107,24.7895,12.6094,1.44302,0.0492236,8.80894,3.35932,1.06445,0.280544,0.968527
309,551.056,1,4.3156,24.614,13.7661,1.46379,0.0510344,9.68827,3.3374,1.05993,0.277991,0.938514
310,549.482,1,5.37503,24.0462,13.4573,1.47918,0.048258,8.50355,3.26001,1.06957,0.28469,0.95705
311,541.853,1,6.58207,24.3899,13.764,1.41271,0.0506978,7.35677,3.23959,1.00184,0.259434,0.928981
312,538.89,1,5.70037,24.1358,12.9078,1.3834,0.0486647,8.27139,3.2716,0.988989,0.286872,0.904569
313,549.918,1,5.19648,24.1117,11.7385,1.52511,0.0427069,8.78378,3.42848,1.13085,0.317561,0.904007
314,545.062,1,4.7776,23.8018,12.8561,1.5487,0.0398444,9.2855,3.53911,1.12869,0.286596,0.88845
315,541.096,1,5.65904,23.94,12.7132,1.37393,0.0454025,8.23891,3.21281,1.20189,0.299375,0.933737
316,537.889,1,5.31127,24.1532,12.0784,1.3739,0.044857,8.73308,3.31239,1.14624,0.295865,0.915232
317,547.66,1,6.13609,24.4158,11.5054,1.46149,0.0484152,7.89445,3.34571,1.04879,0.298632,0.89606
318,541.329,1,5.83955,24.8105,11.748,1.53139,0.0438972,8.15856,3.45933,0.983691,0.274509,0.832566
319,535.085,1,5.61849,24.8838,11.3477,1.53135,0.0418818,8.27389,3.34243,0.874613,0.289841,0.845909
320,527.116,1,4.63977,24.8518,11.9078,1.53125,0.0374375,9.33099,3.35762,0.868375,0.289107,0.795996
321,535.136,1,5.2993,25.0969,11.5019,1.60111,0.038546,8.84186,3.59953,0.77717,0.294216,0.821116
322,533.252,1,5.24057,24.687,10.3565,1.60105,0.0359549,8.78577,3.47372,0.792659,0.292522,0.865503
323,525.725,1,4.53612,24.5948,11.8656,1.51699,0.0363143,9.52203,3.36702,0.82802,0.294271,0.842417
324,523.34,1,4.73793,24.2367,11.6253,1.54339,0.0324468,9.31496,3.37465,0.798337,0.299498,0.878294
325,536.583,1,4.69698,24.4332,10.8205,1.60468,0.0343957,9.19799,3.3635,0.797068,0.310458,0.998314
326,536.479,1,4.68602,24.1321,12.2121,1.58264,0.0369963,9.30478,3.33556,0.847368,0.287548,0.97504
327,532.996,1,4.78716,23.6872,11.7621,1.53639,0.0402087,9.2471,3.36976,0.824398,0.27773,0.902578
328,537.469,1,4.61215,23.8028,12.2103,1.52467,0.0431158,9.50579,3.39158,0.939945,0.286156,0.804902
329,537.127,1,5.62302,23.6268,12.1756,1.60294,0.0389047,8.28789,3.30726,0.951296,0.287162,0.780246
330,535.263,1,6.16477,23.6427,12.8507,1.51683,0.0409955,7.68994,3.26651,0.990455,0.286458,0.810377
331,533.894,1,5.33726,23.5904,13.4037,1.51681,0.0392515,8.65153,3.28809,1.01813,0.265594,0.852963
332,531.895,1,5.78885,23.5064,12.9479,1.57109,0.035219,8.29367,3.47361,1.0026,0.269103,0.816076
333,528.71,1,5.38375,23.8393,13.6879,1.571,0.0327725,8.69097,3.44222,1.11624,0.245514,0.821803
334,530.611,1,4.59849,24.0712,13.8377,1.57105,0.0344512,9.3925,3.3085,1.11932,0.270167,0.770518
335,531.866,1,5.21374,23.9289,13.1155,1.63138,0.0341862,8.70332,3.25256,1.12856,0.252551,0.72945
336,533.733,1,5.53378,23.9102,12.6139,1.59662,0.0349633,8.46681,3.40869,1.14203,0.25512,0.770186
337,534.569,1,4.89981,23.6311,13.5617,1.59664,0.0362766,9.06342,3.37248,1.14106,0.255357,0.766633
338,537.079,1,5.38219,23.804,14.8,1.61915,0.0372469,8.47813,3.19861,1.14692,0.27101,0.728368
339,541.621,1,5.21525,23.7596,14.2999,1.71617,0.0329695,8.61208,3.14292,1.15425,0.277755,0.772178
340,543.685,1,5.78298,23.9948,14.2503,1.78371,0.0295955,8.03263,3.27762,1.12081,0.281268,0.768172
341,542.194,1,5.46709,24.7722,13.2649,1.75753,0.0287344,8.27554,3.1278,1.12247,0.265198,0.903198
342,538.093,1,5.09466,24.81,13.7808,1.62077,0.0368162,8.70484,3.17624,1.05971,0.259973,0.876275
343,544.748,1,5.21423,23.9864,13.2627,1.71235,0.0342996,8.583,3.13615,1.10577,0.253861,0.936622
344,533.129,1,5.94279,23.6761,13.778,1.57759,0.0377998,8.01692,3.33847,1.00432,0.236594,0.872728
345,523.716,1,5.82615,23.6963,13.4645,1.50082,0.0384051,8.03946,3.18056,0.969905,0.246034,0.796519
346,527.327,1,6.11499,24.0287,12.9295,1.64637,0.0326137,7.88609,3.38282,0.946742,0.244961,0.765259
347,530.14,1,6.16503,24.1092,12.7273,1.64643,0.0361109,7.80909,3.30783,1.00524,0.22577,0.775419
348,521.159,1,6.62528,24.423,12.3019,1.51751,0.0355832,7.54693,3.38527,1.02244,0.218728,0.818219
349,528.333,1,5.99101,24.2813,12.4385,1.63238,0.0328646,8.04634,3.49394,1.04144,0.225179,0.777303
350,521.659,1,5.10955,24.3859,11.6884,1.53968,0.0332823,8.99292,3.45125,1.00278,0.233718,0.80404
351,525.883,1,4.82936,24.3786,12.5535,1.63832,0.0298683,9.20993,3.3684,1.06266,0.230585,0.794974
352,519.406,1,4.48425,24.5687,12.9767,1.56688,0.0286108,9.56834,3.46055,1.03073,0.234865,0.821182
353,527.722,1,6.0182,24.2203,12.6286,1.55867,0.0342801,8.02748,3.46253,1.14656,0.229784,0.784888
354,524.013,1,5.48357,24.0927,12.3184,1.46192,0.0391012,8.56431,3.44869,1.07187,0.220472,0.809872
355,538.26,1,4.1766,24.2521,12.9083,1.56642,0.0410353,10.0095,3.47926,1.03719,0.223543,0.916871
356,536.285,1,5.10666,24.1349,12.3998,1.51036,0.0429173,8.85278,3.20478,1.005,0.239771,0.95131
357,541.731,1,5.41267,23.6577,11.9659,1.56951,0.0428088,8.61873,3.28224,0.958949,0.229134,1.04826
358,553.554,1,4.26134,24.4288,11.5029,1.62962,0.0482347,9.58678,3.19569,1.02109,0.226296,1.01186
359,553.764,1,5.23367,24.3267,11.625,1.60542,0.049076,8.74798,3.23507,1.10102,0.220676,0.999363
360,560.909,1,4.81395,24.4076,11.6092,1.65755,0.0511489,9.05929,3.14306,1.19008,0.215987,0.980358
361,550.78,1,5.31393,23.9733,13.5589,1.60153,0.0489898,8.65965,3.35875,1.04964,0.228343,0.880454
362,546.295,1,6.46057,24.0894,13.3421,1.4967,0.0508234,7.5801,3.34164,1.10889,0.216669,0.911162
363,546.885,1,4.60589,23.6229,13.2045,1.52468,0.0505591,9.33782,3.23487,1.02296,0.248449,0.850603
364,540.147,1,5.62558,23.78,12.8006,1.56816,0.0454107,8.27814,3.22608,0.863798,0.24425,0.932468
365,539.342,1,4.90966,24.2953,11.2809,1.49468,0.047306,9.005,3.3474,0.896487,0.238521,0.931515
366,541.235,1,5.01692,24.6484,11.7528,1.42711,0.0504462,9.04544,3.52171,0.915713,0.236431,0.967016
367,534.977,1,5.39156,25.3176,10.9981,1.38541,0.0486109,8.70081,3.39645,0.933609,0.25205,0.935049
368,537.222,1,5.42587,25.26,11.04,1.40848,0.0482727,8.59998,3.33233,0.903473,0.247707,1.02041
369,536.634,1,5.72314,25.3045,11.7544,1.4338,0.0440308,8.25952,3.34468,0.981098,0.241825,1.08516
370,544.872,1,4.86132,25.0115,12.567,1.38912,0.0489986,9.23092,3.43529,1.04475,0.245378,1.13397
371,544.86,1,5.12436,24.4292,12.8896,1.43574,0.0475768,8.89871,3.47887,1.06204,0.229868,1.10608
372,537.94,1,4.86042,24.3047,11.1703,1.44676,0.0423817,9.20592,3.40034,1.1438,0.234348,1.02614
373,529.248,1,4.47528,24.5774,11.6929,1.39539,0.0425162,9.63331,3.43227,1.02713,0.205568,1.11643
374,530.589,1,5.63114,24.095,12.3792,1.36841,0.0463109,8.35078,3.38612,0.978008,0.211126,1.07046
375,535.39,1,5.22216,23.9294,12.005,1.36842,0.0478384,8.68733,3.25864,0.942139,0.226435,1.18778
376,536.498,1,5.00612,23.8543,12.6129,1.36845,0.0490103,8.84754,3.2209,0.970701,0.199455,1.26201
377,541.149,1,4.8345,23.7646,13.3546,1.41051,0.0510935,9.09899,3.18385,1.0442,0.214644,1.05993
378,542.02,1,5.47832,23.5094,13.3266,1.45365,0.0478556,8.38461,3.28018,1.10403,0.217124,1.02308
379,539.067,1,5.75217,23.8167,12.8448,1.55293,0.0438133,8.11175,3.28397,1.07165,0.209808,0.928026
380,530.153,1,5.69982,23.5921,13.4888,1.52092,0.0404687,8.3314,3.3264,0.985222,0.224976,0.878385
381,519.764,1,5.67559,23.7342,14.5321,1.57616,0.0352459,8.20673,3.16256,0.959634,0.200023,0.823593
382,527.953,1,4.98649,23.9572,13.7746,1.5762,0.0370809,8.99137,3.23935,1.03607,0.21948,0.833236
383,528.09,1,4.88651,23.8775,14.5729,1.57621,0.0377781,9.0303,3.29547,1.0906,0.205721,0.797058
384,529.854,1,4.79081,23.5154,13.8696,1.61202,0.0351332,9.04709,3.29704,1.08075,0.193869,0.910255
385,528.853,1,4.33531,23.1747,13.6316,1.52481,0.0376994,9.55196,3.41493,1.13497,0.182195,0.977711
386,521.557,1,4.62558,23.5031,13.5401,1.50692,0.0386327,9.23572,3.24754,1.05086,0.171112,0.932092
387,526.681,1,5.41792,23.2811,13.0616,1.50071,0.0424477,8.5796,3.31513,1.00664,0.183423,0.905524
388,533.146,1,5.3486,23.0419,13.064,1.5574,0.0430295,8.68061,3.44706,1.03857,0.189001,0.856407
389,535.862,1,5.27431,23.411,13.2165,1.48707,0.0458597,8.69699,3.41007,1.08745,0.201569,0.890162
390,535.606,1,4.57293,23.0705,13.5471,1.48706,0.0470792,9.43228,3.32858,1.13473,0.190438,0.892546
391,535.747,1,5.35837,23.3455,13.8121,1.48348,0.0431212,8.71249,3.40016,1.15797,0.204173,0.947175
392,537.368,1,5.65195,23.9495,14.4682,1.51673,0.0424944,8.33568,3.30461,1.18625,0.212387,0.911792
393,535.037,1,5.55215,23.5754,13.558,1.45501,0.0445473,8.52705,3.42047,1.09304,0.222009,0.909051
394,529.481,1,5.77782,23.3374,14.1687,1.49098,0.0394164,8.32418,3.38276,1.06481,0.211932,0.950141
395,530.456,1,5.1436,24.1306,13.131,1.41206,0.0422263,9.01855,3.52203,1.07012,0.208248,1.03474
396,536.43,1,5.39378,24.3769,11.4685,1.49076,0.0427764,8.68507,3.42092,1.08423,0.206466,1.01215
397,539.436,1,4.6457,24.4134,11.8489,1.49086,0.0468888,9.32055,3.28112,1.07891,0.214892,0.937346
398,529.79,1,5.37754,25.1332,12.7655,1.49079,0.0443389,8.62668,3.27185,1.12012,0.190736,0.892316
399,534.081,1,5.15348,25.0042,14.0867,1.49084,0.0464186,8.77155,3.25272,1.11868,0.19708,0.845305
400,532.649,1,5.04911,24.9313,14.2362,1.43138,0.0472786,8.81832,3.31382,1.0749,0.195228,0.920086
401,539.184,1,5.58004,25.2142,14.1589,1.47437,0.0467795,8.32875,3.31403,1.11823,0.210062,0.94267
402,534.841,1,5.64076,24.8256,14.9364,1.43295,0.0478176,8.14993,3.25465,0.99055,0.220203,0.934001
403,533.091,1,5.93678,24.084,13.8644,1.37861,0.0489492,8.14529,3.26335,1.11117,0.209076,0.929799
404,533.056,1,5.96872,24.2021,12.4243,1.35123,0.0476983,8.01114,3.31983,1.10094,0.218239,0.986004
405,540.685,1,5.14165,24.0966,11.8527,1.39093,0.0489593,8.78023,3.2915,1.1381,0.212561,1.07336
406,532.949,1,6.05888,23.7822,13.5467,1.39086,0.0463786,8.04805,3.40311,1.14198,0.197135,1.05605
407,533.044,1,5.3188,23.7508,14.4868,1.39088,0.0456988,8.59953,3.27784,1.07753,0.195513,1.09629
408,535.904,1,5.65844,24.1815,14.5366,1.36546,0.0513453,8.19565,3.30362,0.981912,0.184071,1.16614
409,539.225,1,5.48291,24.1535,14.163,1.34042,0.0512397,8.37938,3.22907,1.14102,0.188451,1.20094
410,536.202,1,5.01621,24.5555,10.9803,1.40584,0.0456135,8.92065,3.28456,1.14193,0.184969,1.20348
411,537.571,1,5.24442,24.9559,11.9641,1.44765,0.044263,8.64641,3.20861,1.2083,0.187308,1.16203
412,543.37,1,5.74202,24.3475,12.8119,1.5106,0.0444843,8.18391,3.26575,1.1632,0.194365,1.15386
413,555.719,1,5.15644,24.4727,12.2591,1.60331,0.0462548,8.73384,3.29471,1.15955,0.211975,1.15594
414,558.128,1,4.72872,24.5143,10.9441,1.53332,0.0513189,9.22855,3.17475,1.19513,0.222404,1.14972
415,549.063,1,5.51115,24.0146,11.0036,1.53327,0.0484719,8.41871,3.25787,1.21704,0.184101,1.14861
416,546.27,1,4.6733,24.0134,10.7493,1.53331,0.0492802,9.17339,3.15211,1.02254,0.199065,1.07449
417,544.804,1,5.01554,23.7188,10.5167,1.46736,0.0517067,8.9036,3.31808,1.05168,0.195994,1.03305
418,549.137,1,5.88579,24.0407,10.5815,1.43211,0.0535231,7.99602,3.37343,1.1388,0.204244,1.03237
419,558.619,1,5.10846,23.7717,11.6104,1.578,0.0495103,8.60203,3.26348,1.18398,0.208933,1.14204
420,564.242,1,5.03008,24.1071,11.7833,1.49689,0.0590785,8.83502,3.34884,1.21088,0.190489,1.1548
421,557.975,1,5.6027,24.4286,11.0095,1.54502,0.0547614,8.43424,3.37199,1.12091,0.18856,1.12152
422,557.145,1,5.71741,24.3587,11.4785,1.54496,0.0538094,8.36247,3.35128,1.1759,0.188644,1.13243
423,548.944,1,6.32415,24.7488,11.1338,1.48295,0.050899,7.76886,3.49657,1.12946,0.181851,1.14308
424,557.021,1,5.14212,24.879,12.4019,1.43219,0.0572851,8.88023,3.41999,1.28774,0.190641,1.08476
425,553.704,1,5.22841,24.9426,12.5177,1.54121,0.0533018,8.75895,3.3854,1.171,0.195468,0.975953
426,547.457,1,6.36591,24.9481,12.5569,1.46425,0.0519534,7.65526,3.43339,1.31408,0.181217,0.952645
427,544.897,1,5.0026,24.9045,12.1741,1.43976,0.0524705,9.03982,3.46655,1.2869,0.174659,0.954647
428,547.235,1,5.11935,24.9316,11.8121,1.57987,0.0428501,8.91186,3.25609,1.22039,0.205203,1.07927
429,546.32,1,4.647,24.9996,10.9834,1.57989,0.0442581,9.36265,3.29204,1.14331,0.209899,1.04344
430,564.068,1,5.78617,24.8516,11.9833,1.66915,0.0472214,8.16406,3.29566,1.16049,0.225763,1.17357
431,548.717,1,5.29647,25.0951,12.1334,1.65507,0.0430705,8.62371,3.32816,1.05198,0.210009,1.01795
432,545.149,1,5.8392,24.496,12.5334,1.5486,0.0503708,8.0431,3.23137,0.944637,0.20809,0.988818
433,546.823,1,5.66952,24.0765,12.1664,1.54865,0.0525344,8.15301,3.2982,0.982191,0.19938,0.936563
434,549.843,1,4.62578,23.8758,12.5584,1.58621,0.0547657,9.34034,3.29282,0.875157,0.203883,0.942969
435,541.568,1,5.70726,23.7177,13.2037,1.51866,0.0486644,8.30779,3.3913,0.890066,0.224536,0.965979
436,536.319,1,4.61317,23.9561,13.2379,1.5186,0.0458529,9.32594,3.30027,0.944535,0.243014,0.862915
437,545.724,1,5.50173,24.6051,12.1869,1.50567,0.0488848,8.54795,3.48905,1.01007,0.25706,0.841101
438,537.728,1,5.71116,24.6355,12.2985,1.40918,0.051127,8.26525,3.3173,0.842824,0.268995,0.897561
439,541.887,1,6.15508,24.7588,12.6384,1.50992,0.0497302,7.71785,3.35631,0.817723,0.27314,0.849664
440,534.875,1,5.03601,24.4835,11.7307,1.48961,0.0426859,8.96334,3.48902,0.901402,0.26087,0.894268
441,531.899,1,4.5451,24.7023,13.3011,1.43475,0.0444665,9.33041,3.324,0.917895,0.254037,0.915918
442,539.972,1,5.24022,24.8447,14.0763,1.60065,0.040356,8.713,3.39375,0.971218,0.242998,0.9162
443,542.854,1,5.32147,24.4373,12.9591,1.54604,0.0439547,8.69291,3.53943,1.047,0.263395,0.803396
444,546.043,1,6.67519,24.2317,12.7001,1.58486,0.0443939,7.43799,3.61243,1.06125,0.256122,0.793431
445,554.037,1,4.84429,24.0386,11.9373,1.67414,0.0399631,9.26068,3.5513,1.2553,0.255885,0.86482
446,540.264,1,6.44755,24.1831,12.0891,1.66016,0.0317515,7.72865,3.54603,1.21622,0.24166,0.886334
447,545.615,1,6.1818,24.0816,13.2717,1.71351,0.029255,7.94534,3.62863,1.26397,0.259841,0.880415
448,544.175,1,5.85208,24.1393,13.166,1.67659,0.0352142,8.20359,3.57606,1.1659,0.243133,0.851851
449,540.371,1,6.30924,23.9647,13.8469,1.67653,0.0336326,7.61774,3.33244,1.01435,0.281217,0.884583
450,537.018,1,5.73008,23.9524,13.025,1.57472,0.0368179,8.26081,3.42778,1.01762,0.257258,0.932235
451,533.547,1,5.22141,23.8308,13.7609,1.57473,0.0380451,8.57145,3.30524,0.999147,0.245075,0.869265
452,532.194,1,6.08593,23.8231,13.2751,1.57475,0.0381407,7.84829,3.25578,1.05451,0.246103,0.767413
453,535.262,1,5.40632,24.156,13.0306,1.60037,0.0372035,8.5429,3.31477,1.13931,0.249583,0.757721
454,530.282,1,4.51358,24.2271,13.6919,1.57327,0.0333607,9.38364,3.23697,1.10582,0.273995,0.794283
455,532.454,1,5.30026,24.6571,12.4429,1.52125,0.0374013,8.57018,3.13124,1.08906,0.2787,0.857037
456,540.299,1,4.93384,24.2856,12.9926,1.55793,0.0364838,9.03429,3.28852,1.10077,0.301702,0.903975
457,537.354,1,5.98962,23.7836,13.3155,1.6256,0.0346649,7.92759,3.30047,1.11613,0.239753,0.91476
458,535.776,1,5.80875,24.2925,11.6511,1.54589,0.0372973,8.07253,3.23905,1.07684,0.252001,0.964003
459,533.553,1,5.11451,24.0945,12.0988,1.5459,0.036796,8.78491,3.23699,1.06778,0.235787,0.969715
460,537.29,1,4.35111,24.31,10.7936,1.45941,0.0425994,9.57823,3.29809,1.06772,0.233171,1.05582
461,540.828,1,5.08129,24.7723,11.8275,1.48938,0.040197,8.98699,3.39113,1.06335,0.260888,1.09576
462,535.177,1,4.76619,25.1213,10.9757,1.44148,0.0395386,9.25617,3.23897,1.05213,0.265524,1.10121
463,539.402,1,5.45819,25.7475,10.5068,1.51277,0.0373583,8.61454,3.43128,0.918971,0.279954,1.19748
464,544.266,1,5.92206,26.1569,10.6026,1.53267,0.0380831,8.01584,3.56098,0.958119,0.273456,1.19915
465,545.162,1,4.24057,25.8145,12.7456,1.58406,0.0364553,9.59377,3.33063,1.0982,0.269031,1.09775
466,538.988,1,4.86089,25.3087,12.4947,1.63361,0.0313598,9.12035,3.4695,1.09314,0.271287,0.931569
