standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.75598,0.12598,-2.04878,0.0926534,-2.75468,0.0142721,-1.9429,0.115365,All
-1.47103,0.277156,-1.66134,0.111184,-2.25163,0.0713603,-1.63174,0.138438,All
-1.18609,0.529116,-1.27391,0.166776,-1.74859,0.171265,-1.32057,0.115365,All
-0.901143,0.201568,-0.886469,0.25943,-1.24554,0.0999044,-1.00941,0.29995,All
-0.616198,0.327548,-0.499031,0.555921,-0.742497,0.299713,-0.698248,0.484534,All
-0.331253,0.302352,-0.111593,0.444736,-0.239452,0.328257,-0.387085,0.438388,All
-0.0463071,0.151176,0.275845,0.333552,0.263592,0.499522,-0.0759215,0.369169,All
0.238638,0.277156,0.663283,0.240899,0.766637,0.385346,0.235242,0.276877,All
0.523584,0.226764,1.05072,0.296491,1.26968,0.185537,0.546405,0.276877,All
0.808529,0.403136,1.43816,0.0370614,1.77273,0.0428162,0.857568,0.230731,All
1.09347,0.554312,1.8256,0.0926534,2.27577,0.0285441,1.16873,0.415315,All
1.37842,0.37794,2.21303,0.0555921,2.77882,0,1.47989,0.161511,All
1.66337,0.025196,2.60047,0.0926534,3.28186,0.0142721,1.79106,0.138438,All
