trans_Cl_vs_SCRMGDL_abscissa,trans_Cl_vs_SCRMGDL_spline,trans_Cl_vs_SCRMGDL_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtWTKG_abscissa,trans_Cl_vs_logtWTKG_spline,trans_Cl_vs_logtWTKG_regression,trans_Cl_vs_tSCRMGDL_abscissa,trans_Cl_vs_tSCRMGDL_spline,trans_Cl_vs_tSCRMGDL_regression,trans_Q_vs_SCRMGDL_abscissa,trans_Q_vs_SCRMGDL_spline,trans_Q_vs_SCRMGDL_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtWTKG_abscissa,trans_Q_vs_logtWTKG_spline,trans_Q_vs_logtWTKG_regression,trans_Q_vs_tSCRMGDL_abscissa,trans_Q_vs_tSCRMGDL_spline,trans_Q_vs_tSCRMGDL_regression,trans_V1_vs_SCRMGDL_abscissa,trans_V1_vs_SCRMGDL_spline,trans_V1_vs_SCRMGDL_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtWTKG_abscissa,trans_V1_vs_logtWTKG_spline,trans_V1_vs_logtWTKG_regression,trans_V1_vs_tSCRMGDL_abscissa,trans_V1_vs_tSCRMGDL_spline,trans_V1_vs_tSCRMGDL_regression,trans_V2_vs_SCRMGDL_abscissa,trans_V2_vs_SCRMGDL_spline,trans_V2_vs_SCRMGDL_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtWTKG_abscissa,trans_V2_vs_logtWTKG_spline,trans_V2_vs_logtWTKG_regression,trans_V2_vs_tSCRMGDL_abscissa,trans_V2_vs_tSCRMGDL_spline,trans_V2_vs_tSCRMGDL_regression,split
0.26,2.61928,2.82606,59,2.55044,2.49749,-0.137992,2.54905,2.49401,0.481481,2.61928,2.82606,0.26,3.69443,2.99858,59,2.78556,2.97559,-0.137992,2.7818,2.96621,0.481481,3.69443,2.99858,0.26,3.3146,3.15386,59,3.23711,3.22898,-0.137992,3.23737,3.22963,0.481481,3.3146,3.15386,0.26,3.31059,2.76329,59,2.52967,2.8407,-0.137992,2.54989,2.89126,0.481481,3.31059,2.76329,All
0.267677,2.62667,2.82024,59.3131,2.53088,2.50133,-0.133726,2.53321,2.49761,0.495698,2.62667,2.82024,0.267677,3.5906,3.00266,59.3131,2.83839,2.98197,-0.133726,2.8258,2.97231,0.495698,3.5906,3.00266,0.267677,3.31222,3.15544,59.3131,3.2315,3.22844,-0.133726,3.23316,3.22911,0.495698,3.31222,3.15544,0.267677,3.25279,2.75695,59.3131,2.77485,2.82928,-0.133726,2.74768,2.87925,0.495698,3.25279,2.75695,All
0.275354,2.63407,2.81441,59.6263,2.51132,2.50516,-0.129461,2.51737,2.5012,0.509914,2.63407,2.81441,0.275354,3.48678,3.00673,59.6263,2.89122,2.98835,-0.129461,2.86979,2.9784,0.509914,3.48678,3.00673,0.275354,3.30985,3.15701,59.6263,3.22588,3.2279,-0.129461,3.22894,3.2286,0.509914,3.30985,3.15701,0.275354,3.19499,2.75061,59.6263,3.02004,2.81786,-0.129461,2.94546,2.86723,0.509914,3.19499,2.75061,All
0.28303,2.64146,2.80858,59.9394,2.49176,2.509,-0.125196,2.50153,2.5048,0.52413,2.64146,2.80858,0.28303,3.38296,3.0108,59.9394,2.94405,2.99473,-0.125196,2.91378,2.9845,0.52413,3.38296,3.0108,0.28303,3.30748,3.15859,59.9394,3.22026,3.22736,-0.125196,3.22473,3.22809,0.52413,3.30748,3.15859,0.28303,3.1372,2.74427,59.9394,3.26523,2.80644,-0.125196,3.14324,2.85522,0.52413,3.1372,2.74427,All
0.290707,2.64885,2.80276,60.2525,2.54787,2.51283,-0.12093,2.49035,2.50839,0.538346,2.64885,2.80276,0.290707,3.27913,3.01487,60.2525,3.07513,3.0011,-0.12093,2.96232,2.9906,0.538346,3.27913,3.01487,0.290707,3.3051,3.16017,60.2525,3.19105,3.22681,-0.12093,3.21895,3.22757,0.538346,3.3051,3.16017,0.290707,3.0794,2.73793,60.2525,3.32582,2.79501,-0.12093,3.32992,2.8432,0.538346,3.0794,2.73793,All
0.298384,2.65624,2.79693,60.5657,2.62215,2.51666,-0.116665,2.55252,2.51199,0.552563,2.65624,2.79693,0.298384,3.17531,3.01895,60.5657,3.22498,3.00748,-0.116665,3.08255,2.99669,0.552563,3.17531,3.01895,0.298384,3.30273,3.16175,60.5657,3.15618,3.22627,-0.116665,3.18841,3.22706,0.552563,3.30273,3.16175,0.298384,3.0216,2.73159,60.5657,3.3421,2.78359,-0.116665,3.3414,2.83118,0.552563,3.0216,2.73159,All
0.306061,2.66364,2.7911,60.8788,2.69643,2.5205,-0.1124,2.61469,2.51558,0.566779,2.66364,2.7911,0.306061,3.07148,3.02302,60.8788,3.37483,3.01386,-0.1124,3.20279,3.00279,0.566779,3.07148,3.02302,0.306061,3.30036,3.16332,60.8788,3.12131,3.22573,-0.1124,3.15788,3.22655,0.566779,3.30036,3.16332,0.306061,2.9638,2.72525,60.8788,3.35839,2.77217,-0.1124,3.35289,2.81917,0.566779,2.9638,2.72525,All
0.313737,2.67103,2.78528,61.1919,2.71437,2.52433,-0.108134,2.67686,2.51917,0.580995,2.67103,2.78528,0.313737,2.96766,3.02709,61.1919,3.42751,3.02024,-0.108134,3.32302,3.00888,0.580995,2.96766,3.02709,0.313737,3.29799,3.1649,61.1919,3.11817,3.22519,-0.108134,3.12735,3.22604,0.580995,3.29799,3.1649,0.313737,2.906,2.71891,61.1919,3.33701,2.76075,-0.108134,3.36438,2.80715,0.580995,2.906,2.71891,All
0.321414,2.67842,2.77945,61.5051,2.69672,2.52817,-0.103869,2.72476,2.52277,0.595211,2.67842,2.77945,0.321414,2.86384,3.03117,61.5051,3.41881,3.02662,-0.103869,3.41994,3.01498,0.595211,2.86384,3.03117,0.321414,3.29561,3.16648,61.5051,3.13508,3.22465,-0.103869,3.10525,3.22552,0.595211,3.29561,3.16648,0.321414,2.8482,2.71257,61.5051,3.29183,2.74933,-0.103869,3.36652,2.79514,0.595211,2.8482,2.71257,All
0.329091,2.68581,2.77362,61.8182,2.67906,2.532,-0.0996034,2.70954,2.52636,0.609428,2.68581,2.77362,0.329091,2.76001,3.03524,61.8182,3.41012,3.033,-0.0996034,3.41377,3.02108,0.609428,2.76001,3.03524,0.329091,3.29324,3.16806,61.8182,3.15199,3.22411,-0.0996034,3.12039,3.22501,0.609428,3.29324,3.16806,0.329091,2.79041,2.70623,61.8182,3.24666,2.7379,-0.0996034,3.3273,2.78312,0.609428,2.79041,2.70623,All
