parameter,value,se_sa,rse_sa
Cl_pop,20.6306429928964,4.07097402793569,19.7326570448503
beta_Cl_tSCRMGDL,-0.4144321251615,0.183250007012201,44.2171337322826
V1_pop,24.0946993047663,2.6660401455836,11.0648409090385
Q_pop,23.4,,
V2_pop,12.6066853698096,4.96588142144872,39.3908571188823
omega_Cl,0.223825261789251,0.0433962856175612,19.3884663735688
omega_V1,0.302286977778017,0.0908029844273165,30.0386689148076
omega_Q,0.853998490069613,0.477123584423853,55.8693709616466
omega_V2,0.817377570401011,0.300958685209036,36.820032272403
a,1.87593766006428,0.224217886749522,11.9523101179087
