iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,676.705,1,20.56,24.431,12.7157,1,0.3,-0.410671,1,1,1,1
2,672.384,1,19.4538,30.0144,14.23,0.95,0.285,-0.319253,0.974679,0.974679,0.974679,1.044
3,663.332,1,19.9773,30.6339,14.6709,0.9025,0.27075,-0.3231,0.95,0.95,0.95,1.01756
4,644.694,1,19.0098,33.3584,14.6766,0.857375,0.257212,-0.283569,0.925945,0.925945,0.925945,1.0116
5,641.948,1,20.2783,32.764,15.2898,0.814506,0.244352,-0.36482,0.9025,0.9025,0.9025,0.985984
6,636.094,1,19.8203,32.955,13.6623,0.773781,0.232134,-0.347629,0.879648,0.879648,0.879648,0.961019
7,622.316,1,21.5559,31.1764,15.1706,0.735092,0.220528,-0.432455,0.857375,0.857375,0.857375,0.936685
8,609.51,1,19.7862,30.8799,16.3445,0.698337,0.209501,-0.342693,0.835666,0.898493,0.835666,0.912968
9,602.312,1,20.1024,30.9459,16.1232,0.66342,0.199026,-0.363293,0.814506,0.875743,0.814506,0.889851
10,602.566,1,20.1879,29.0877,14.2182,0.630249,0.189075,-0.385723,0.793882,0.994848,0.793882,0.867319
11,599.745,1,19.9021,30.5933,16.0805,0.598737,0.179621,-0.380409,0.773781,1.01822,0.773781,0.845358
12,591.389,1,19.1399,28.4187,15.2913,0.5688,0.17064,-0.338644,0.754188,0.992434,0.754188,0.823953
13,583.096,1,19.2015,28.9104,14.5015,0.54036,0.162108,-0.32207,0.735092,0.976352,0.735092,0.80309
14,576.525,1,19.1001,28.6757,15.583,0.513342,0.154003,-0.319601,0.716479,1.02877,0.716479,0.782756
15,567.363,1,19.0009,29.1595,16.5862,0.487675,0.146302,-0.322962,0.698337,1.00272,0.698337,0.762936
16,567.119,1,19.5264,29.3748,17.5795,0.463291,0.138987,-0.344862,0.680655,0.977329,0.680655,0.743618
17,553.297,1,19.5319,29.4158,16.8121,0.972683,0.126419,-0.340093,0.66342,1.0195,0.66342,0.724789
18,550.016,1,19.9501,30.9732,14.8557,0.924049,0.120098,-0.345583,0.646622,0.993685,0.646622,0.706437
19,537.072,1,19.9531,29.2542,15.5536,0.877846,0.114093,-0.353212,0.630249,0.968525,0.630249,0.68855
20,541.396,1,19.4939,28.8076,15.6402,0.833954,0.108389,-0.348011,0.614291,1.04236,0.614291,0.671115
21,523.18,1,19.8235,29.2822,17.1691,0.792256,0.102969,-0.350939,0.598737,1.03194,0.598737,0.654122
22,516.725,1,19.8456,28.3303,18.3353,0.752643,0.0978208,-0.360773,0.583577,1.0369,0.583577,0.650708
23,515.567,1,19.2141,27.955,19.9559,1.16912,0.0864412,-0.331168,0.5688,1.01065,0.5688,0.704628
24,509.486,1,19.4704,28.7019,19.5984,1.11066,0.0821191,-0.345132,0.554398,1.10539,0.554398,0.686786
25,504.58,1,19.9326,30.1131,18.9019,1.29238,0.0726694,-0.360945,0.54036,1.09736,0.54036,0.716221
26,513.67,1,19.825,28.5524,18.6396,1.35263,0.0761886,-0.357984,0.526678,1.20923,0.526678,0.698086
27,513.584,1,19.6815,28.2532,20.1616,1.44425,0.071033,-0.347691,0.513342,1.31592,0.513342,0.68041
28,515.554,1,19.8426,28.604,20.3711,1.46559,0.0687308,-0.35958,0.500344,1.43376,0.500344,0.694961
