standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.77519,0.186629,-2.0158,0.0568568,-2.41966,0.0516316,-2.10997,0.0670618,All
-1.50591,0.133307,-1.63698,0.151618,-1.86345,0.0516316,-1.7888,0.0894158,All
-1.23662,0.346597,-1.25816,0.0947613,-1.30724,0.219434,-1.46762,0.268247,All
-0.967338,0.426581,-0.879341,0.341141,-0.751035,0.30979,-1.14645,0.290601,All
-0.698053,0.453243,-0.500521,0.454854,-0.194826,0.258158,-0.825277,0.312955,All
-0.428769,0.159968,-0.121702,0.58752,0.361383,0.580855,-0.504104,0.469433,All
-0.159484,0.186629,0.257118,0.379045,0.917592,0.271066,-0.182931,0.357663,All
0.109801,0.319936,0.635938,0.189523,1.4738,0.141987,0.138242,0.290601,All
0.379085,0.346597,1.01476,0.246379,2.03001,0.0387237,0.459416,0.357663,All
0.64837,0.079984,1.39358,0.113714,2.58622,0,0.780589,0.178832,All
0.917654,0.533227,1.7724,0.0568568,3.14243,0,1.10176,0.290601,All
1.18694,0.479904,2.15122,0.113714,3.69864,0,1.42294,0.268247,All
1.45622,0.346597,2.53004,0.0568568,4.25485,0.0129079,1.74411,0.11177,All
