standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.33622,0.343729,-1.87504,0.0581427,-2.29512,0.0583434,-2.46773,0.0183187,All
-1.06469,0.661018,-1.50459,0.174428,-1.92596,0.136135,-2.07581,0.073275,All
-0.793159,0.528814,-1.13415,0.174428,-1.55679,0.17503,-1.68389,0.14655,All
-0.521628,0.0793222,-0.763711,0.368237,-1.18762,0.17503,-1.29197,0.128231,All
-0.250096,0.185085,-0.393269,0.736474,-0.818456,0.136135,-0.900053,0.256462,All
0.0214353,0.343729,-0.022828,0.368237,-0.449289,0.311165,-0.508133,0.421331,All
0.292967,0.290848,0.347614,0.271333,-0.0801224,0.408404,-0.116213,0.43965,All
0.564498,0.37017,0.718055,0.251952,0.289044,0.486195,0.275708,0.384694,All
0.83603,0.475933,1.0885,0.251952,0.658211,0.466748,0.667628,0.238144,All
1.10756,0.105763,1.45894,0.0969045,1.02738,0.252822,1.05955,0.274781,All
1.37909,0.317289,1.82938,0.0387618,1.39654,0.17503,1.45147,0.274781,All
1.65062,0.185085,2.19982,0.0387618,1.76571,0.0972391,1.84339,0.073275,All
1.92216,0.0793222,2.57026,0.0775236,2.13488,0.0388956,2.23531,0.0183187,All
