iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,534.084,1,20.6281,11.9087,13.3024,1.5,-0.415546,1.5,1.5,1.5,1.5
2,527.944,1,20.2251,15.022,18.1459,1.69021,-0.418072,1.46202,1.46202,1.46202,1.46202
3,536.523,1,20.6192,15.8767,18.2769,1.75743,-0.432356,1.425,1.425,1.425,1.425
4,546.332,1,20.4169,15.3716,18.5193,1.87165,-0.416526,1.38892,1.38892,1.38892,1.38892
5,542.264,1,19.7054,15.5296,18.1291,1.85775,-0.38788,1.35375,1.35375,1.35375,1.35375
6,539.525,1,20.0655,15.8006,19.6624,1.81528,-0.410315,1.31947,1.46724,1.31947,1.31947
7,536.306,1,19.8286,15.7687,19.2655,1.82782,-0.402135,1.28606,1.43009,1.28606,1.28606
8,527.881,1,20.2201,15.5163,19.7873,1.79916,-0.417641,1.2535,1.39388,1.2535,1.2535
9,522.618,1,20.0744,15.7986,19.7795,1.78166,-0.412882,1.22176,1.35858,1.22176,1.22176
10,518.714,1,20.751,15.6249,19.0551,1.77892,-0.428994,1.19082,1.32418,1.19082,1.19082
11,516.862,1,20.3937,16.1188,18.6747,1.77131,-0.421677,1.16067,1.29065,1.16067,1.16067
12,514.603,1,20.0855,16.7153,19.0655,1.78502,-0.404297,1.13128,1.25797,1.13128,1.13128
13,513.579,1,20.0579,17.5589,17.8031,1.80545,-0.39378,1.10264,1.22612,1.10264,1.10264
14,505.525,1,19.767,17.752,18.1514,1.75974,-0.388762,1.07472,1.19508,1.07472,1.07472
15,505.507,1,19.8526,17.1272,17.424,1.76889,-0.398816,1.04751,1.16482,1.04751,1.04751
16,503.343,1,19.6476,17.4326,17.6013,1.76781,-0.384577,1.02098,1.13532,1.02098,1.02098
17,500.85,1,20.016,16.872,18.6686,1.76304,-0.392548,0.995131,1.10658,0.995131,0.995131
18,498.474,1,20.4251,16.533,17.5059,1.7184,-0.41422,0.969933,1.1506,0.969933,0.969933
19,493.762,1,19.8542,17.0854,17.6788,1.68843,-0.386488,0.945374,1.16324,0.945374,0.945374
20,500.411,1,19.9164,17.2978,17.2869,1.76342,-0.391117,0.921437,1.14946,0.921437,0.921437
21,502.494,1,20.0014,17.702,18.8972,1.82046,-0.405823,0.898105,1.12036,0.898105,0.898105
22,498.241,1,19.8737,17.8516,19.0951,1.81026,-0.400215,0.875365,1.12722,0.875365,0.875365
23,498.578,1,19.8696,17.7963,18.2894,1.825,-0.395069,0.8532,1.16425,0.8532,0.8532
24,499.51,1,20.2236,18.3166,18.0246,1.85044,-0.410371,0.831597,1.13477,0.831597,0.831597
25,494.458,1,19.9437,17.9023,18.1892,1.80655,-0.397369,0.81054,1.10604,0.81054,0.81054
26,491.943,1,19.7434,17.9724,17.2424,1.81052,-0.379521,0.790017,1.08056,0.790017,0.790017
27,488.994,1,20.1998,18.4099,16.1517,1.7975,-0.405269,0.770013,1.06868,0.770013,0.770013
28,483.662,1,19.5908,18.4727,14.225,1.78935,-0.382136,0.750516,1.04162,0.750516,0.750516
29,481.238,1,19.972,18.788,15.5126,1.76433,-0.401687,0.731512,1.03081,0.731512,0.731512
30,483.529,1,20.6337,18.6225,16.348,1.80056,-0.423751,0.71299,1.02156,0.71299,0.71299
31,483.679,1,20.1547,19.0457,17.4135,1.7922,-0.404577,0.694937,1.13409,0.694937,0.694937
32,478.774,1,19.9312,19.3186,17.7147,1.78853,-0.393281,0.677341,1.10537,0.677341,0.677341
33,475.48,1,20.2084,19.1768,16.7081,1.74324,-0.405227,0.66019,1.17049,0.680335,0.66019
34,489.044,1,19.8879,19.1548,16.9821,1.86627,-0.398495,0.643474,1.14085,0.66765,0.67236
35,492.549,1,19.6929,18.9728,16.5351,1.8843,-0.391881,0.627181,1.17581,0.669876,0.691383
36,485.333,1,19.8898,18.8997,15.3539,1.83659,-0.399882,0.6113,1.14604,0.67357,0.703955
37,488.453,1,20.6576,18.9044,16.2743,1.91584,-0.426004,0.595821,1.11702,0.656515,0.686131
38,479.614,1,20.5242,19.0216,16.2421,1.86733,-0.42584,0.580735,1.08874,0.639892,0.668757
39,477.237,1,20.7574,18.5896,16.9194,1.82005,-0.426195,0.56603,1.14315,0.638988,0.656265
40,480.118,1,20.1561,18.7554,16.6788,1.78218,-0.404728,0.551698,1.26493,0.657236,0.663905
41,479.135,1,20.1828,18.8872,16.4891,1.79958,-0.408391,0.537729,1.2329,0.65742,0.647977
42,467.78,1,20.1731,18.7705,17.1769,1.75401,-0.4051,0.524113,1.20169,0.679227,0.640328
