DD,II,SCRMGDL,tinf,MIC,PTA1,PTA2
5457.94227,22.65420252,0.478331265,2.925499943,22.627417,0,0
5457.94227,22.65420252,0.478331265,2.925499943,32,0,0
5457.94227,22.65420252,0.478331265,2.925499943,45.254834,0,0
5457.94227,22.65420252,0.478331265,2.925499943,64,0,0
5457.94227,22.65420252,0.478331265,2.925499943,90.50966799,0,0
5457.94227,22.65420252,0.478331265,2.925499943,128,0,0
5551.042309,11.48963824,0.611179761,1.517813269,0.0625,0.982,1
5551.042309,11.48963824,0.611179761,1.517813269,0.088388348,0.971,1
5551.042309,11.48963824,0.611179761,1.517813269,0.125,0.961,1
5551.042309,11.48963824,0.611179761,1.517813269,0.176776695,0.941,1
5551.042309,11.48963824,0.611179761,1.517813269,0.25,0.917,0.999
5551.042309,11.48963824,0.611179761,1.517813269,0.353553391,0.881,0.999
5551.042309,11.48963824,0.611179761,1.517813269,0.5,0.833,0.997
5551.042309,11.48963824,0.611179761,1.517813269,0.707106781,0.773,0.994
5551.042309,11.48963824,0.611179761,1.517813269,1,0.688,0.993
5551.042309,11.48963824,0.611179761,1.517813269,1.414213562,0.583,0.991
5551.042309,11.48963824,0.611179761,1.517813269,2,0.484,0.97
5551.042309,11.48963824,0.611179761,1.517813269,2.828427125,0.334,0.932
5551.042309,11.48963824,0.611179761,1.517813269,4,0.196,0.859
5551.042309,11.48963824,0.611179761,1.517813269,5.656854249,0.102,0.715
5551.042309,11.48963824,0.611179761,1.517813269,8,0.026,0.476
5551.042309,11.48963824,0.611179761,1.517813269,11.3137085,0.005,0.21
5551.042309,11.48963824,0.611179761,1.517813269,16,0,0.032
5551.042309,11.48963824,0.611179761,1.517813269,22.627417,0,0.003
5551.042309,11.48963824,0.611179761,1.517813269,32,0,0
5551.042309,11.48963824,0.611179761,1.517813269,45.254834,0,0
5551.042309,11.48963824,0.611179761,1.517813269,64,0,0
5551.042309,11.48963824,0.611179761,1.517813269,90.50966799,0,0
5551.042309,11.48963824,0.611179761,1.517813269,128,0,0
5972.740546,19.93381862,0.295809136,11.28599801,0.0625,0.93,1
5972.740546,19.93381862,0.295809136,11.28599801,0.088388348,0.905,1
5972.740546,19.93381862,0.295809136,11.28599801,0.125,0.875,1
5972.740546,19.93381862,0.295809136,11.28599801,0.176776695,0.835,1
5972.740546,19.93381862,0.295809136,11.28599801,0.25,0.784,1
5972.740546,19.93381862,0.295809136,11.28599801,0.353553391,0.707,1
5972.740546,19.93381862,0.295809136,11.28599801,0.5,0.635,1
5972.740546,19.93381862,0.295809136,11.28599801,0.707106781,0.56,0.999
5972.740546,19.93381862,0.295809136,11.28599801,1,0.445,0.999
5972.740546,19.93381862,0.295809136,11.28599801,1.414213562,0.355,0.999
5972.740546,19.93381862,0.295809136,11.28599801,2,0.234,0.993
5972.740546,19.93381862,0.295809136,11.28599801,2.828427125,0.141,0.98
5972.740546,19.93381862,0.295809136,11.28599801,4,0.066,0.945
5972.740546,19.93381862,0.295809136,11.28599801,5.656854249,0.034,0.773
5972.740546,19.93381862,0.295809136,11.28599801,8,0.008,0.412
5972.740546,19.93381862,0.295809136,11.28599801,11.3137085,0,0.134
5972.740546,19.93381862,0.295809136,11.28599801,16,0,0.018
5972.740546,19.93381862,0.295809136,11.28599801,22.627417,0,0.001
5972.740546,19.93381862,0.295809136,11.28599801,32,0,0
5972.740546,19.93381862,0.295809136,11.28599801,45.254834,0,0
5972.740546,19.93381862,0.295809136,11.28599801,64,0,0
5972.740546,19.93381862,0.295809136,11.28599801,90.50966799,0,0
5972.740546,19.93381862,0.295809136,11.28599801,128,0,0
4324.126846,4.946972957,0.622060685,0.821466036,0.0625,0.439,0.912
4324.126846,4.946972957,0.622060685,0.821466036,0.088388348,0.382,0.893
4324.126846,4.946972957,0.622060685,0.821466036,0.125,0.333,0.842
4324.126846,4.946972957,0.622060685,0.821466036,0.176776695,0.277,0.782
4324.126846,4.946972957,0.622060685,0.821466036,0.25,0.224,0.736
4324.126846,4.946972957,0.622060685,0.821466036,0.353553391,0.175,0.677
4324.126846,4.946972957,0.622060685,0.821466036,0.5,0.13,0.584
4324.126846,4.946972957,0.622060685,0.821466036,0.707106781,0.088,0.492
4324.126846,4.946972957,0.622060685,0.821466036,1,0.06,0.382
4324.126846,4.946972957,0.622060685,0.821466036,1.414213562,0.039,0.277
4324.126846,4.946972957,0.622060685,0.821466036,2,0.016,0.167
4324.126846,4.946972957,0.622060685,0.821466036,2.828427125,0.004,0.095
4324.126846,4.946972957,0.622060685,0.821466036,4,0.002,0.035
4324.126846,4.946972957,0.622060685,0.821466036,5.656854249,0,0.01
4324.126846,4.946972957,0.622060685,0.821466036,8,0,0.003
4324.126846,4.946972957,0.622060685,0.821466036,11.3137085,0,0.001
4324.126846,4.946972957,0.622060685,0.821466036,16,0,0
4324.126846,4.946972957,0.622060685,0.821466036,22.627417,0,0
4324.126846,4.946972957,0.622060685,0.821466036,32,0,0
4324.126846,4.946972957,0.622060685,0.821466036,45.254834,0,0
4324.126846,4.946972957,0.622060685,0.821466036,64,0,0
4324.126846,4.946972957,0.622060685,0.821466036,90.50966799,0,0
4324.126846,4.946972957,0.622060685,0.821466036,128,0,0
4978.03032,4.135910008,1.01907241,2.298137999,0.0625,0.37,0.68
4978.03032,4.135910008,1.01907241,2.298137999,0.088388348,0.324,0.631
4978.03032,4.135910008,1.01907241,2.298137999,0.125,0.274,0.578
4978.03032,4.135910008,1.01907241,2.298137999,0.176776695,0.224,0.521
4978.03032,4.135910008,1.01907241,2.298137999,0.25,0.188,0.455
4978.03032,4.135910008,1.01907241,2.298137999,0.353553391,0.145,0.382
4978.03032,4.135910008,1.01907241,2.298137999,0.5,0.105,0.315
4978.03032,4.135910008,1.01907241,2.298137999,0.707106781,0.071,0.237
4978.03032,4.135910008,1.01907241,2.298137999,1,0.044,0.178
4978.03032,4.135910008,1.01907241,2.298137999,1.414213562,0.028,0.123
4978.03032,4.135910008,1.01907241,2.298137999,2,0.015,0.071
4978.03032,4.135910008,1.01907241,2.298137999,2.828427125,0.008,0.026
4978.03032,4.135910008,1.01907241,2.298137999,4,0.004,0.014
4978.03032,4.135910008,1.01907241,2.298137999,5.656854249,0.001,0.006
4978.03032,4.135910008,1.01907241,2.298137999,8,0,0.001
4978.03032,4.135910008,1.01907241,2.298137999,11.3137085,0,0
4978.03032,4.135910008,1.01907241,2.298137999,16,0,0
4978.03032,4.135910008,1.01907241,2.298137999,22.627417,0,0
4978.03032,4.135910008,1.01907241,2.298137999,32,0,0
4978.03032,4.135910008,1.01907241,2.298137999,45.254834,0,0
4978.03032,4.135910008,1.01907241,2.298137999,64,0,0
4978.03032,4.135910008,1.01907241,2.298137999,90.50966799,0,0
4978.03032,4.135910008,1.01907241,2.298137999,128,0,0
5289.274847,21.67514196,0.717526614,7.570073905,0.0625,0.899,1
5289.274847,21.67514196,0.717526614,7.570073905,0.088388348,0.866,1
5289.274847,21.67514196,0.717526614,7.570073905,0.125,0.831,1
5289.274847,21.67514196,0.717526614,7.570073905,0.176776695,0.789,1
5289.274847,21.67514196,0.717526614,7.570073905,0.25,0.74,1
5289.274847,21.67514196,0.717526614,7.570073905,0.353553391,0.688,1
5289.274847,21.67514196,0.717526614,7.570073905,0.5,0.624,1
5289.274847,21.67514196,0.717526614,7.570073905,0.707106781,0.545,1
5289.274847,21.67514196,0.717526614,7.570073905,1,0.453,1
5289.274847,21.67514196,0.717526614,7.570073905,1.414213562,0.371,0.999
5289.274847,21.67514196,0.717526614,7.570073905,2,0.26,0.993
5289.274847,21.67514196,0.717526614,7.570073905,2.828427125,0.174,0.984
5289.274847,21.67514196,0.717526614,7.570073905,4,0.106,0.933
5289.274847,21.67514196,0.717526614,7.570073905,5.656854249,0.05,0.799
5289.274847,21.67514196,0.717526614,7.570073905,8,0.012,0.62
5289.274847,21.67514196,0.717526614,7.570073905,11.3137085,0.001,0.358
5289.274847,21.67514196,0.717526614,7.570073905,16,0,0.084
5289.274847,21.67514196,0.717526614,7.570073905,22.627417,0,0.004
5289.274847,21.67514196,0.717526614,7.570073905,32,0,0
5289.274847,21.67514196,0.717526614,7.570073905,45.254834,0,0
5289.274847,21.67514196,0.717526614,7.570073905,64,0,0
5289.274847,21.67514196,0.717526614,7.570073905,90.50966799,0,0
5289.274847,21.67514196,0.717526614,7.570073905,128,0,0
3438.312406,10.80875424,0.899338987,5.798754621,0.0625,1,1
3438.312406,10.80875424,0.899338987,5.798754621,0.088388348,1,1
3438.312406,10.80875424,0.899338987,5.798754621,0.125,1,1
3438.312406,10.80875424,0.899338987,5.798754621,0.176776695,1,1
3438.312406,10.80875424,0.899338987,5.798754621,0.25,1,1
3438.312406,10.80875424,0.899338987,5.798754621,0.353553391,0.999,1
3438.312406,10.80875424,0.899338987,5.798754621,0.5,0.995,1
3438.312406,10.80875424,0.899338987,5.798754621,0.707106781,0.991,1
3438.312406,10.80875424,0.899338987,5.798754621,1,0.984,1
3438.312406,10.80875424,0.899338987,5.798754621,1.414213562,0.963,1
3438.312406,10.80875424,0.899338987,5.798754621,2,0.907,1
3438.312406,10.80875424,0.899338987,5.798754621,2.828427125,0.795,1
3438.312406,10.80875424,0.899338987,5.798754621,4,0.61,0.994
3438.312406,10.80875424,0.899338987,5.798754621,5.656854249,0.365,0.918
3438.312406,10.80875424,0.899338987,5.798754621,8,0.136,0.655
3438.312406,10.80875424,0.899338987,5.798754621,11.3137085,0.017,0.233
3438.312406,10.80875424,0.899338987,5.798754621,16,0,0.017
3438.312406,10.80875424,0.899338987,5.798754621,22.627417,0,0
3438.312406,10.80875424,0.899338987,5.798754621,32,0,0
3438.312406,10.80875424,0.899338987,5.798754621,45.254834,0,0
3438.312406,10.80875424,0.899338987,5.798754621,64,0,0
3438.312406,10.80875424,0.899338987,5.798754621,90.50966799,0,0
3438.312406,10.80875424,0.899338987,5.798754621,128,0,0
2248.761806,13.0107273,0.545508101,10.05895711,0.0625,1,1
2248.761806,13.0107273,0.545508101,10.05895711,0.088388348,1,1
2248.761806,13.0107273,0.545508101,10.05895711,0.125,1,1
2248.761806,13.0107273,0.545508101,10.05895711,0.176776695,1,1
2248.761806,13.0107273,0.545508101,10.05895711,0.25,0.999,1
2248.761806,13.0107273,0.545508101,10.05895711,0.353553391,0.995,1
2248.761806,13.0107273,0.545508101,10.05895711,0.5,0.982,1
2248.761806,13.0107273,0.545508101,10.05895711,0.707106781,0.962,1
2248.761806,13.0107273,0.545508101,10.05895711,1,0.922,1
2248.761806,13.0107273,0.545508101,10.05895711,1.414213562,0.824,1
2248.761806,13.0107273,0.545508101,10.05895711,2,0.642,1
2248.761806,13.0107273,0.545508101,10.05895711,2.828427125,0.37,1
2248.761806,13.0107273,0.545508101,10.05895711,4,0.136,0.947
2248.761806,13.0107273,0.545508101,10.05895711,5.656854249,0.026,0.512
2248.761806,13.0107273,0.545508101,10.05895711,8,0.001,0.062
2248.761806,13.0107273,0.545508101,10.05895711,11.3137085,0,0
2248.761806,13.0107273,0.545508101,10.05895711,16,0,0
2248.761806,13.0107273,0.545508101,10.05895711,22.627417,0,0
2248.761806,13.0107273,0.545508101,10.05895711,32,0,0
2248.761806,13.0107273,0.545508101,10.05895711,45.254834,0,0
2248.761806,13.0107273,0.545508101,10.05895711,64,0,0
2248.761806,13.0107273,0.545508101,10.05895711,90.50966799,0,0
2248.761806,13.0107273,0.545508101,10.05895711,128,0,0
3387.292364,14.18135879,0.975651914,2.639961563,0.0625,0.986,1
3387.292364,14.18135879,0.975651914,2.639961563,0.088388348,0.98,1
3387.292364,14.18135879,0.975651914,2.639961563,0.125,0.975,1
3387.292364,14.18135879,0.975651914,2.639961563,0.176776695,0.964,1
3387.292364,14.18135879,0.975651914,2.639961563,0.25,0.949,1
3387.292364,14.18135879,0.975651914,2.639961563,0.353553391,0.932,1
3387.292364,14.18135879,0.975651914,2.639961563,0.5,0.907,1
3387.292364,14.18135879,0.975651914,2.639961563,0.707106781,0.845,0.998
3387.292364,14.18135879,0.975651914,2.639961563,1,0.763,0.993
3387.292364,14.18135879,0.975651914,2.639961563,1.414213562,0.663,0.989
3387.292364,14.18135879,0.975651914,2.639961563,2,0.557,0.983
3387.292364,14.18135879,0.975651914,2.639961563,2.828427125,0.391,0.963
3387.292364,14.18135879,0.975651914,2.639961563,4,0.224,0.921
3387.292364,14.18135879,0.975651914,2.639961563,5.656854249,0.097,0.767
3387.292364,14.18135879,0.975651914,2.639961563,8,0.021,0.515
3387.292364,14.18135879,0.975651914,2.639961563,11.3137085,0.003,0.178
3387.292364,14.18135879,0.975651914,2.639961563,16,0,0.019
3387.292364,14.18135879,0.975651914,2.639961563,22.627417,0,0
3387.292364,14.18135879,0.975651914,2.639961563,32,0,0
3387.292364,14.18135879,0.975651914,2.639961563,45.254834,0,0
3387.292364,14.18135879,0.975651914,2.639961563,64,0,0
3387.292364,14.18135879,0.975651914,2.639961563,90.50966799,0,0
3387.292364,14.18135879,0.975651914,2.639961563,128,0,0
2736.464785,8.831297882,0.921621292,5.982567133,0.0625,1,1
2736.464785,8.831297882,0.921621292,5.982567133,0.088388348,1,1
2736.464785,8.831297882,0.921621292,5.982567133,0.125,1,1
2736.464785,8.831297882,0.921621292,5.982567133,0.176776695,1,1
2736.464785,8.831297882,0.921621292,5.982567133,0.25,1,1
2736.464785,8.831297882,0.921621292,5.982567133,0.353553391,1,1
2736.464785,8.831297882,0.921621292,5.982567133,0.5,1,1
2736.464785,8.831297882,0.921621292,5.982567133,0.707106781,0.999,1
2736.464785,8.831297882,0.921621292,5.982567133,1,0.998,1
2736.464785,8.831297882,0.921621292,5.982567133,1.414213562,0.995,1
2736.464785,8.831297882,0.921621292,5.982567133,2,0.971,1
2736.464785,8.831297882,0.921621292,5.982567133,2.828427125,0.903,1
2736.464785,8.831297882,0.921621292,5.982567133,4,0.734,1
2736.464785,8.831297882,0.921621292,5.982567133,5.656854249,0.415,0.985
2736.464785,8.831297882,0.921621292,5.982567133,8,0.11,0.71
2736.464785,8.831297882,0.921621292,5.982567133,11.3137085,0.009,0.145
