DD,II,SCRMGDL,tinf,MIC,PTA1,PTA2
5026.09806,21.96292836,0.57743076,18.57035353,0.0625,1,1
5026.09806,21.96292836,0.57743076,18.57035353,0.088388348,1,1
5026.09806,21.96292836,0.57743076,18.57035353,0.125,1,1
5026.09806,21.96292836,0.57743076,18.57035353,0.176776695,0.999,1
5026.09806,21.96292836,0.57743076,18.57035353,0.25,0.999,1
5026.09806,21.96292836,0.57743076,18.57035353,0.353553391,0.997,1
5026.09806,21.96292836,0.57743076,18.57035353,0.5,0.994,1
5026.09806,21.96292836,0.57743076,18.57035353,0.707106781,0.991,1
5026.09806,21.96292836,0.57743076,18.57035353,1,0.983,1
5026.09806,21.96292836,0.57743076,18.57035353,1.414213562,0.965,1
5026.09806,21.96292836,0.57743076,18.57035353,2,0.908,1
5026.09806,21.96292836,0.57743076,18.57035353,2.828427125,0.809,1
5026.09806,21.96292836,0.57743076,18.57035353,4,0.603,1
5026.09806,21.96292836,0.57743076,18.57035353,5.656854249,0.365,1
5026.09806,21.96292836,0.57743076,18.57035353,8,0.146,0.996
5026.09806,21.96292836,0.57743076,18.57035353,11.3137085,0.032,0.85
5026.09806,21.96292836,0.57743076,18.57035353,16,0.004,0.225
5026.09806,21.96292836,0.57743076,18.57035353,22.627417,0,0.007
5026.09806,21.96292836,0.57743076,18.57035353,32,0,0
5026.09806,21.96292836,0.57743076,18.57035353,45.254834,0,0
5026.09806,21.96292836,0.57743076,18.57035353,64,0,0
5026.09806,21.96292836,0.57743076,18.57035353,90.50966799,0,0
5026.09806,21.96292836,0.57743076,18.57035353,128,0,0
3957.759938,14.12878576,0.562225472,13.86356615,0.0625,1,1
3957.759938,14.12878576,0.562225472,13.86356615,0.088388348,1,1
3957.759938,14.12878576,0.562225472,13.86356615,0.125,1,1
3957.759938,14.12878576,0.562225472,13.86356615,0.176776695,1,1
3957.759938,14.12878576,0.562225472,13.86356615,0.25,1,1
3957.759938,14.12878576,0.562225472,13.86356615,0.353553391,1,1
3957.759938,14.12878576,0.562225472,13.86356615,0.5,1,1
3957.759938,14.12878576,0.562225472,13.86356615,0.707106781,1,1
3957.759938,14.12878576,0.562225472,13.86356615,1,1,1
3957.759938,14.12878576,0.562225472,13.86356615,1.414213562,1,1
3957.759938,14.12878576,0.562225472,13.86356615,2,1,1
3957.759938,14.12878576,0.562225472,13.86356615,2.828427125,1,1
3957.759938,14.12878576,0.562225472,13.86356615,4,0.998,1
3957.759938,14.12878576,0.562225472,13.86356615,5.656854249,0.976,0.993
3957.759938,14.12878576,0.562225472,13.86356615,8,0.706,0.815
3957.759938,14.12878576,0.562225472,13.86356615,11.3137085,0.187,0.274
3957.759938,14.12878576,0.562225472,13.86356615,16,0.009,0.014
3957.759938,14.12878576,0.562225472,13.86356615,22.627417,0,0
3957.759938,14.12878576,0.562225472,13.86356615,32,0,0
3957.759938,14.12878576,0.562225472,13.86356615,45.254834,0,0
3957.759938,14.12878576,0.562225472,13.86356615,64,0,0
3957.759938,14.12878576,0.562225472,13.86356615,90.50966799,0,0
3957.759938,14.12878576,0.562225472,13.86356615,128,0,0
3176.850722,13.40991577,0.861205225,6.48227504,0.0625,0.998,1
3176.850722,13.40991577,0.861205225,6.48227504,0.088388348,0.995,1
3176.850722,13.40991577,0.861205225,6.48227504,0.125,0.992,1
3176.850722,13.40991577,0.861205225,6.48227504,0.176776695,0.985,1
3176.850722,13.40991577,0.861205225,6.48227504,0.25,0.978,1
3176.850722,13.40991577,0.861205225,6.48227504,0.353553391,0.971,1
3176.850722,13.40991577,0.861205225,6.48227504,0.5,0.952,1
3176.850722,13.40991577,0.861205225,6.48227504,0.707106781,0.925,1
3176.850722,13.40991577,0.861205225,6.48227504,1,0.869,1
3176.850722,13.40991577,0.861205225,6.48227504,1.414213562,0.788,0.999
3176.850722,13.40991577,0.861205225,6.48227504,2,0.649,0.999
3176.850722,13.40991577,0.861205225,6.48227504,2.828427125,0.499,0.993
3176.850722,13.40991577,0.861205225,6.48227504,4,0.306,0.962
3176.850722,13.40991577,0.861205225,6.48227504,5.656854249,0.12,0.805
3176.850722,13.40991577,0.861205225,6.48227504,8,0.025,0.453
3176.850722,13.40991577,0.861205225,6.48227504,11.3137085,0.003,0.092
3176.850722,13.40991577,0.861205225,6.48227504,16,0,0.004
3176.850722,13.40991577,0.861205225,6.48227504,22.627417,0,0
3176.850722,13.40991577,0.861205225,6.48227504,32,0,0
3176.850722,13.40991577,0.861205225,6.48227504,45.254834,0,0
3176.850722,13.40991577,0.861205225,6.48227504,64,0,0
3176.850722,13.40991577,0.861205225,6.48227504,90.50966799,0,0
3176.850722,13.40991577,0.861205225,6.48227504,128,0,0
2795.26746,16.54553036,0.542185216,9.732704636,0.0625,0.989,1
2795.26746,16.54553036,0.542185216,9.732704636,0.088388348,0.983,1
2795.26746,16.54553036,0.542185216,9.732704636,0.125,0.975,1
2795.26746,16.54553036,0.542185216,9.732704636,0.176776695,0.966,1
2795.26746,16.54553036,0.542185216,9.732704636,0.25,0.947,1
2795.26746,16.54553036,0.542185216,9.732704636,0.353553391,0.915,1
2795.26746,16.54553036,0.542185216,9.732704636,0.5,0.856,1
2795.26746,16.54553036,0.542185216,9.732704636,0.707106781,0.777,1
2795.26746,16.54553036,0.542185216,9.732704636,1,0.636,1
2795.26746,16.54553036,0.542185216,9.732704636,1.414213562,0.482,1
2795.26746,16.54553036,0.542185216,9.732704636,2,0.309,1
2795.26746,16.54553036,0.542185216,9.732704636,2.828427125,0.148,1
2795.26746,16.54553036,0.542185216,9.732704636,4,0.041,0.973
2795.26746,16.54553036,0.542185216,9.732704636,5.656854249,0.006,0.771
2795.26746,16.54553036,0.542185216,9.732704636,8,0,0.256
2795.26746,16.54553036,0.542185216,9.732704636,11.3137085,0,0.011
2795.26746,16.54553036,0.542185216,9.732704636,16,0,0
2795.26746,16.54553036,0.542185216,9.732704636,22.627417,0,0
2795.26746,16.54553036,0.542185216,9.732704636,32,0,0
2795.26746,16.54553036,0.542185216,9.732704636,45.254834,0,0
2795.26746,16.54553036,0.542185216,9.732704636,64,0,0
2795.26746,16.54553036,0.542185216,9.732704636,90.50966799,0,0
2795.26746,16.54553036,0.542185216,9.732704636,128,0,0
3871.773805,22.57937858,0.57596791,8.628155021,0.0625,0.799,1
3871.773805,22.57937858,0.57596791,8.628155021,0.088388348,0.755,1
3871.773805,22.57937858,0.57596791,8.628155021,0.125,0.697,1
3871.773805,22.57937858,0.57596791,8.628155021,0.176776695,0.633,0.999
3871.773805,22.57937858,0.57596791,8.628155021,0.25,0.574,0.999
3871.773805,22.57937858,0.57596791,8.628155021,0.353553391,0.481,0.999
3871.773805,22.57937858,0.57596791,8.628155021,0.5,0.402,0.995
3871.773805,22.57937858,0.57596791,8.628155021,0.707106781,0.318,0.992
3871.773805,22.57937858,0.57596791,8.628155021,1,0.237,0.986
3871.773805,22.57937858,0.57596791,8.628155021,1.414213562,0.169,0.954
3871.773805,22.57937858,0.57596791,8.628155021,2,0.109,0.92
3871.773805,22.57937858,0.57596791,8.628155021,2.828427125,0.062,0.875
3871.773805,22.57937858,0.57596791,8.628155021,4,0.026,0.763
3871.773805,22.57937858,0.57596791,8.628155021,5.656854249,0.006,0.519
3871.773805,22.57937858,0.57596791,8.628155021,8,0.001,0.192
3871.773805,22.57937858,0.57596791,8.628155021,11.3137085,0,0.041
3871.773805,22.57937858,0.57596791,8.628155021,16,0,0.003
3871.773805,22.57937858,0.57596791,8.628155021,22.627417,0,0
3871.773805,22.57937858,0.57596791,8.628155021,32,0,0
3871.773805,22.57937858,0.57596791,8.628155021,45.254834,0,0
3871.773805,22.57937858,0.57596791,8.628155021,64,0,0
3871.773805,22.57937858,0.57596791,8.628155021,90.50966799,0,0
3871.773805,22.57937858,0.57596791,8.628155021,128,0,0
4551.316879,21.89708911,0.558578169,11.98960141,0.0625,0.938,1
4551.316879,21.89708911,0.558578169,11.98960141,0.088388348,0.921,1
4551.316879,21.89708911,0.558578169,11.98960141,0.125,0.894,1
4551.316879,21.89708911,0.558578169,11.98960141,0.176776695,0.861,1
4551.316879,21.89708911,0.558578169,11.98960141,0.25,0.826,1
4551.316879,21.89708911,0.558578169,11.98960141,0.353553391,0.765,1
4551.316879,21.89708911,0.558578169,11.98960141,0.5,0.695,1
4551.316879,21.89708911,0.558578169,11.98960141,0.707106781,0.6,1
4551.316879,21.89708911,0.558578169,11.98960141,1,0.518,1
4551.316879,21.89708911,0.558578169,11.98960141,1.414213562,0.409,1
4551.316879,21.89708911,0.558578169,11.98960141,2,0.287,1
4551.316879,21.89708911,0.558578169,11.98960141,2.828427125,0.164,1
4551.316879,21.89708911,0.558578169,11.98960141,4,0.071,1
4551.316879,21.89708911,0.558578169,11.98960141,5.656854249,0.025,0.999
4551.316879,21.89708911,0.558578169,11.98960141,8,0.003,0.943
4551.316879,21.89708911,0.558578169,11.98960141,11.3137085,0,0.509
4551.316879,21.89708911,0.558578169,11.98960141,16,0,0.042
4551.316879,21.89708911,0.558578169,11.98960141,22.627417,0,0.002
4551.316879,21.89708911,0.558578169,11.98960141,32,0,0
4551.316879,21.89708911,0.558578169,11.98960141,45.254834,0,0
4551.316879,21.89708911,0.558578169,11.98960141,64,0,0
4551.316879,21.89708911,0.558578169,11.98960141,90.50966799,0,0
4551.316879,21.89708911,0.558578169,11.98960141,128,0,0
5687.984435,23.64004217,0.896053222,8.548972798,0.0625,0.918,1
5687.984435,23.64004217,0.896053222,8.548972798,0.088388348,0.89,1
5687.984435,23.64004217,0.896053222,8.548972798,0.125,0.863,1
5687.984435,23.64004217,0.896053222,8.548972798,0.176776695,0.829,1
5687.984435,23.64004217,0.896053222,8.548972798,0.25,0.792,1
5687.984435,23.64004217,0.896053222,8.548972798,0.353553391,0.745,1
5687.984435,23.64004217,0.896053222,8.548972798,0.5,0.7,1
5687.984435,23.64004217,0.896053222,8.548972798,0.707106781,0.633,0.999
5687.984435,23.64004217,0.896053222,8.548972798,1,0.551,0.994
5687.984435,23.64004217,0.896053222,8.548972798,1.414213562,0.452,0.993
5687.984435,23.64004217,0.896053222,8.548972798,2,0.367,0.986
5687.984435,23.64004217,0.896053222,8.548972798,2.828427125,0.252,0.967
5687.984435,23.64004217,0.896053222,8.548972798,4,0.161,0.936
5687.984435,23.64004217,0.896053222,8.548972798,5.656854249,0.08,0.855
5687.984435,23.64004217,0.896053222,8.548972798,8,0.029,0.717
5687.984435,23.64004217,0.896053222,8.548972798,11.3137085,0.008,0.438
5687.984435,23.64004217,0.896053222,8.548972798,16,0.003,0.125
5687.984435,23.64004217,0.896053222,8.548972798,22.627417,0,0.014
5687.984435,23.64004217,0.896053222,8.548972798,32,0,0
5687.984435,23.64004217,0.896053222,8.548972798,45.254834,0,0
5687.984435,23.64004217,0.896053222,8.548972798,64,0,0
5687.984435,23.64004217,0.896053222,8.548972798,90.50966799,0,0
5687.984435,23.64004217,0.896053222,8.548972798,128,0,0
4256.22197,23.07678873,0.923214488,10.05996903,0.0625,0.955,1
4256.22197,23.07678873,0.923214488,10.05996903,0.088388348,0.939,1
4256.22197,23.07678873,0.923214488,10.05996903,0.125,0.917,1
4256.22197,23.07678873,0.923214488,10.05996903,0.176776695,0.896,1
4256.22197,23.07678873,0.923214488,10.05996903,0.25,0.859,1
4256.22197,23.07678873,0.923214488,10.05996903,0.353553391,0.814,1
4256.22197,23.07678873,0.923214488,10.05996903,0.5,0.751,1
4256.22197,23.07678873,0.923214488,10.05996903,0.707106781,0.671,1
4256.22197,23.07678873,0.923214488,10.05996903,1,0.573,1
4256.22197,23.07678873,0.923214488,10.05996903,1.414213562,0.478,1
4256.22197,23.07678873,0.923214488,10.05996903,2,0.367,1
4256.22197,23.07678873,0.923214488,10.05996903,2.828427125,0.24,0.999
4256.22197,23.07678873,0.923214488,10.05996903,4,0.141,0.99
4256.22197,23.07678873,0.923214488,10.05996903,5.656854249,0.068,0.919
4256.22197,23.07678873,0.923214488,10.05996903,8,0.018,0.725
4256.22197,23.07678873,0.923214488,10.05996903,11.3137085,0.003,0.381
4256.22197,23.07678873,0.923214488,10.05996903,16,0,0.072
4256.22197,23.07678873,0.923214488,10.05996903,22.627417,0,0.002
4256.22197,23.07678873,0.923214488,10.05996903,32,0,0
4256.22197,23.07678873,0.923214488,10.05996903,45.254834,0,0
4256.22197,23.07678873,0.923214488,10.05996903,64,0,0
4256.22197,23.07678873,0.923214488,10.05996903,90.50966799,0,0
4256.22197,23.07678873,0.923214488,10.05996903,128,0,0
5457.94227,22.65420252,0.478331265,2.925499943,0.0625,0.584,0.981
5457.94227,22.65420252,0.478331265,2.925499943,0.088388348,0.545,0.969
5457.94227,22.65420252,0.478331265,2.925499943,0.125,0.492,0.96
5457.94227,22.65420252,0.478331265,2.925499943,0.176776695,0.434,0.939
5457.94227,22.65420252,0.478331265,2.925499943,0.25,0.357,0.918
5457.94227,22.65420252,0.478331265,2.925499943,0.353553391,0.3,0.886
5457.94227,22.65420252,0.478331265,2.925499943,0.5,0.248,0.867
5457.94227,22.65420252,0.478331265,2.925499943,0.707106781,0.19,0.809
5457.94227,22.65420252,0.478331265,2.925499943,1,0.132,0.744
5457.94227,22.65420252,0.478331265,2.925499943,1.414213562,0.093,0.678
5457.94227,22.65420252,0.478331265,2.925499943,2,0.058,0.584
5457.94227,22.65420252,0.478331265,2.925499943,2.828427125,0.027,0.455
5457.94227,22.65420252,0.478331265,2.925499943,4,0.009,0.309
5457.94227,22.65420252,0.478331265,2.925499943,5.656854249,0.003,0.184
5457.94227,22.65420252,0.478331265,2.925499943,8,0,0.076
5457.94227,22.65420252,0.478331265,2.925499943,11.3137085,0,0.016
5457.94227,22.65420252,0.478331265,2.925499943,16,0,0.002
