iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,14.0498,0.0576386,28.0869,0.140849,497.662,1.45243,27.5759,3.46265e-08
2,14.0968,0.0516859,28.0769,0.131713,365.846,1.31339,27.5759,2.95968e-08
3,14.1168,0.0494625,28.1884,0.122021,297.548,1.26016,27.5759,3.82848e-08
4,14.0968,0.0489922,28.197,0.123413,287.785,1.24955,27.5759,3.27017e-08
5,14.096,0.0475459,28.1394,0.123457,266.414,1.22174,27.5759,3.35086e-08
6,14.0665,0.047144,28.0979,0.121317,386.857,1.22883,27.5759,2.59048e-08
7,14.0624,0.0466104,28.1579,0.120736,408.395,1.25439,27.5759,3.12397e-08
8,14.0842,0.0462936,28.1732,0.118588,371.875,1.23144,27.5759,3.06509e-08
9,14.0811,0.0463413,28.2203,0.117142,411.469,1.24017,27.5759,4.7518e-08
10,14.0758,0.0459403,28.2916,0.115877,392.212,1.23374,27.5759,2.86679e-08
11,14.0715,0.0455601,28.4317,0.117757,370.21,1.24593,27.5759,3.54306e-08
12,14.0612,0.0451988,28.437,0.118861,366.962,1.24126,27.5759,3.77561e-08
13,14.0454,0.0456072,28.4485,0.11803,348.956,1.22606,27.5759,4.25409e-08
14,14.0447,0.0454838,28.4736,0.117704,374.865,1.22784,27.5759,3.93869e-08
15,14.0455,0.0455494,28.464,0.116868,381.754,1.2363,27.5759,4.29703e-08
16,14.0539,0.0450797,28.4782,0.116123,381.347,1.23958,27.5759,4.41113e-08
17,14.0514,0.0450629,28.5255,0.114771,374.595,1.24624,27.5759,4.54629e-08
18,14.0583,0.0450164,28.5346,0.113908,384.736,1.24479,27.5759,4.55368e-08
19,14.0611,0.0448966,28.5024,0.113702,473.093,1.26169,27.5759,4.6928e-08
20,14.0651,0.0448519,28.47,0.113559,608.337,1.26983,27.5759,4.49987e-08
21,14.069,0.0449617,28.4452,0.113594,593.438,1.27068,27.5759,4.75655e-08
22,14.0687,0.0447754,28.4543,0.112927,576.74,1.26606,27.5759,4.5243e-08
23,14.069,0.0445123,28.4588,0.112223,557.951,1.26709,27.5759,4.97203e-08
24,14.0684,0.0445602,28.4759,0.112239,541.181,1.26301,27.5759,3.88154e-08
25,14.0602,0.0446133,28.4786,0.112461,534.128,1.26205,27.5759,3.81e-08
26,14.0635,0.0443779,28.4788,0.112144,556.652,1.27106,27.5759,4.12903e-08
27,14.0683,0.0444047,28.4631,0.111588,553.673,1.2679,27.5759,4.13026e-08
28,14.0687,0.0445576,28.4563,0.112082,566.754,1.27021,27.5759,4.2532e-08
29,14.0664,0.0445846,28.4493,0.111837,562.574,1.26753,27.5759,4.17382e-08
30,14.0632,0.0447542,28.4467,0.112014,547.485,1.26375,27.5759,4.09058e-08
31,14.0634,0.0446346,28.4567,0.112345,563.91,1.26253,27.5759,4.94693e-08
32,14.0643,0.0446819,28.4631,0.111954,557.285,1.26421,27.5759,5.0042e-08
33,14.067,0.0446708,28.4912,0.112095,553.57,1.26104,27.5759,5.14589e-08
34,14.0684,0.0445985,28.5273,0.112123,607.211,1.26698,27.5759,4.81247e-08
35,14.0686,0.0443992,28.5475,0.112049,606.231,1.26706,27.5759,4.61843e-08
36,14.0651,0.0443314,28.578,0.112069,595.666,1.26806,27.5759,5.00814e-08
37,14.0662,0.0442659,28.6079,0.112415,583.877,1.26923,27.5759,5.0451e-08
38,14.0645,0.0443086,28.6271,0.112378,573.626,1.27405,27.5759,5.01394e-08
39,14.0622,0.0444194,28.6406,0.112398,609.853,1.27982,27.5759,5.14027e-08
40,14.0674,0.0445413,28.651,0.112316,626.404,1.29242,27.5759,4.78287e-08
41,14.0649,0.0442689,28.6514,0.112661,641.352,1.29135,27.5759,5.24204e-08
42,14.0636,0.0444743,28.6731,0.11278,649.021,1.28983,27.5759,5.02917e-08
43,14.0621,0.0444767,28.7016,0.112889,638.913,1.2919,27.5759,5.05841e-08
44,14.0647,0.0444077,28.714,0.113052,631.464,1.29434,27.5759,4.56128e-08
45,14.0652,0.0444011,28.7108,0.112997,620.954,1.29429,27.5759,5.16721e-08
46,14.0665,0.0444452,28.704,0.113173,610.315,1.29627,27.5759,4.99419e-08
47,14.0642,0.0444411,28.6875,0.113255,617.51,1.2985,27.5759,5.38051e-08
48,14.0644,0.0444065,28.6774,0.113035,643.488,1.2953,27.5759,5.87192e-08
49,14.0642,0.0443577,28.675,0.113162,633.776,1.29049,27.5759,5.42973e-08
50,14.0663,0.0442467,28.6718,0.11309,627.034,1.28613,27.5759,5.69333e-08
51,14.068,0.0442529,28.6549,0.113171,617.415,1.28116,27.5759,5.74039e-08
52,14.0664,0.0442656,28.6558,0.113292,615.084,1.27755,27.5759,5.32881e-08
53,14.0686,0.0442064,28.6508,0.11333,616.648,1.28383,27.5759,5.28967e-08
54,14.0697,0.0440798,28.6525,0.112972,619.434,1.28869,27.5759,5.57515e-08
55,14.0707,0.0440985,28.6553,0.112749,689.248,1.28859,27.5759,5.51545e-08
56,14.0696,0.0440541,28.656,0.112393,690.15,1.28363,27.5759,5.2425e-08
57,14.07,0.0441129,28.654,0.112214,683.716,1.28022,27.5759,4.90274e-08
58,14.071,0.0440808,28.6565,0.11219,686.517,1.2794,27.5759,3.8495e-08
59,14.07,0.0440477,28.6566,0.112015,679.696,1.27523,27.5759,3.58515e-08
60,14.07,0.044103,28.6593,0.112154,674.473,1.27314,27.5759,4.11633e-08
61,14.0692,0.0441753,28.6545,0.111919,684.594,1.27051,27.5759,4.62365e-08
62,14.0698,0.0441321,28.6558,0.111775,699.531,1.26974,27.5759,5.14149e-08
63,14.0719,0.0440262,28.653,0.111502,693.494,1.26715,27.5759,5.38622e-08
