Cl_vs_Q2_abscissa,Cl_vs_Q2_spline,Cl_vs_Q2_regression,Cl_vs_Q3_abscissa,Cl_vs_Q3_spline,Cl_vs_Q3_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Cl_vs_V3_abscissa,Cl_vs_V3_spline,Cl_vs_V3_regression,Q2_vs_Cl_abscissa,Q2_vs_Cl_spline,Q2_vs_Cl_regression,Q2_vs_Q3_abscissa,Q2_vs_Q3_spline,Q2_vs_Q3_regression,Q2_vs_V1_abscissa,Q2_vs_V1_spline,Q2_vs_V1_regression,Q2_vs_V2_abscissa,Q2_vs_V2_spline,Q2_vs_V2_regression,Q2_vs_V3_abscissa,Q2_vs_V3_spline,Q2_vs_V3_regression,Q3_vs_Cl_abscissa,Q3_vs_Cl_spline,Q3_vs_Cl_regression,Q3_vs_Q2_abscissa,Q3_vs_Q2_spline,Q3_vs_Q2_regression,Q3_vs_V1_abscissa,Q3_vs_V1_spline,Q3_vs_V1_regression,Q3_vs_V2_abscissa,Q3_vs_V2_spline,Q3_vs_V2_regression,Q3_vs_V3_abscissa,Q3_vs_V3_spline,Q3_vs_V3_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q2_abscissa,V1_vs_Q2_spline,V1_vs_Q2_regression,V1_vs_Q3_abscissa,V1_vs_Q3_spline,V1_vs_Q3_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V1_vs_V3_abscissa,V1_vs_V3_spline,V1_vs_V3_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q2_abscissa,V2_vs_Q2_spline,V2_vs_Q2_regression,V2_vs_Q3_abscissa,V2_vs_Q3_spline,V2_vs_Q3_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression,V2_vs_V3_abscissa,V2_vs_V3_spline,V2_vs_V3_regression,V3_vs_Cl_abscissa,V3_vs_Cl_spline,V3_vs_Cl_regression,V3_vs_Q2_abscissa,V3_vs_Q2_spline,V3_vs_Q2_regression,V3_vs_Q3_abscissa,V3_vs_Q3_spline,V3_vs_Q3_regression,V3_vs_V1_abscissa,V3_vs_V1_spline,V3_vs_V1_regression,V3_vs_V2_abscissa,V3_vs_V2_spline,V3_vs_V2_regression
-2.38842,0.105762,0.0417578,-1.19616e-07,-0.0337821,-0.0337821,-0.79572,0.200028,0.0500183,-2.0488,-0.192789,-0.112021,-1.14442e-07,0.00895346,0.00895346,-0.486679,0.188357,0.0274662,-1.19616e-07,0.00924072,0.00924072,-0.79572,0.50387,0.0339545,-2.0488,0.481803,-0.292594,-1.14442e-07,0.0328979,0.0328979,-0.486679,-1.71179e-08,-1.51209e-08,-2.38842,2.28066e-08,-3.75365e-09,-0.79572,-3.8112e-08,-1.25262e-08,-2.0488,2.23805e-08,-9.01778e-09,-1.14442e-07,-5.10206e-09,-5.10206e-09,-0.486679,0.482846,0.0480131,-2.38842,0.0857713,0.0427026,-1.19616e-07,-0.014281,-0.014281,-2.0488,0.0267393,-0.121105,-1.14442e-07,-0.0523045,-0.0523045,-0.486679,-0.123924,-0.299885,-2.38842,-0.53206,-0.219862,-1.19616e-07,-0.019119,-0.019119,-0.79572,0.604705,-0.355801,-1.14442e-07,-0.0533222,-0.0533222,-0.486679,5.64169e-09,4.97141e-09,-2.38842,2.88791e-08,1.08408e-08,-1.19616e-07,7.96393e-09,7.96393e-09,-0.79572,-1.39573e-09,-6.5883e-09,-2.0488,-2.16519e-08,1.62091e-09
-2.33562,0.109491,0.0409197,-1.16848e-07,-0.0328152,-0.0328152,-0.779156,0.175913,0.0490882,-2.00913,-0.180734,-0.10974,-1.12059e-07,0.00887322,0.00887322,-0.477028,0.26286,0.0255547,-1.16848e-07,0.00726507,0.00726507,-0.779156,0.465879,0.0318109,-2.00913,0.455367,-0.28825,-1.12059e-07,0.030835,0.030835,-0.477028,-1.34648e-08,-1.49949e-08,-2.33562,1.72092e-08,-3.86645e-09,-0.779156,-3.68063e-08,-1.24473e-08,-2.00913,2.00194e-08,-9.01172e-09,-1.12059e-07,-5.1744e-09,-5.1744e-09,-0.477028,0.471532,0.0472042,-2.33562,0.0917485,0.0418852,-1.16848e-07,-0.0137545,-0.0137545,-2.00913,0.0299187,-0.11861,-1.12059e-07,-0.0511183,-0.0511183,-0.477028,0.00953144,-0.294284,-2.33562,-0.433745,-0.215186,-1.16848e-07,-0.0190047,-0.0190047,-0.779156,0.535003,-0.348758,-1.12059e-07,-0.052544,-0.052544,-0.477028,7.78095e-09,4.95819e-09,-2.33562,2.57743e-08,1.06918e-08,-1.16848e-07,7.87242e-09,7.87242e-09,-0.779156,-1.83117e-09,-6.36362e-09,-2.00913,-1.9921e-08,1.67313e-09
-2.28282,0.11322,0.0400816,-1.14079e-07,-0.0318482,-0.0318482,-0.762592,0.151798,0.0481582,-1.96945,-0.168679,-0.107459,-1.09677e-07,0.00879297,0.00879297,-0.467376,0.326918,0.0236431,-1.14079e-07,0.00528943,0.00528943,-0.762592,0.427888,0.0296674,-1.96945,0.428931,-0.283907,-1.09677e-07,0.0287721,0.0287721,-0.467376,-1.04207e-08,-1.4869e-08,-2.28282,1.16118e-08,-3.97925e-09,-0.762592,-3.55006e-08,-1.23685e-08,-1.96945,1.76582e-08,-9.00565e-09,-1.09677e-07,-5.24673e-09,-5.24673e-09,-0.467376,0.453608,0.0463953,-2.28282,0.0977257,0.0410678,-1.14079e-07,-0.0132281,-0.0132281,-1.96945,0.0330982,-0.116116,-1.09677e-07,-0.0499321,-0.0499321,-0.467376,0.11443,-0.288682,-2.28282,-0.33543,-0.21051,-1.14079e-07,-0.0188904,-0.0188904,-0.762592,0.465301,-0.341714,-1.09677e-07,-0.0517657,-0.0517657,-0.467376,9.4361e-09,4.94497e-09,-2.28282,2.26695e-08,1.05428e-08,-1.14079e-07,7.78091e-09,7.78091e-09,-0.762592,-2.26661e-09,-6.13893e-09,-1.96945,-1.81901e-08,1.72534e-09
-2.23002,0.116949,0.0392435,-1.1131e-07,-0.0308812,-0.0308812,-0.746028,0.127683,0.0472281,-1.92978,-0.156623,-0.105177,-1.07294e-07,0.00871272,0.00871272,-0.457724,0.374388,0.0217316,-1.1131e-07,0.00331378,0.00331378,-0.746028,0.389897,0.0275238,-1.92978,0.402495,-0.279564,-1.07294e-07,0.0267092,0.0267092,-0.457724,-8.31345e-09,-1.47431e-08,-2.23002,6.01442e-09,-4.09205e-09,-0.746028,-3.4195e-08,-1.22897e-08,-1.92978,1.52971e-08,-8.99959e-09,-1.07294e-07,-5.31907e-09,-5.31907e-09,-0.457724,0.425948,0.0455864,-2.23002,0.103703,0.0402504,-1.1131e-07,-0.0127016,-0.0127016,-1.92978,0.0362776,-0.113621,-1.07294e-07,-0.0487459,-0.0487459,-0.457724,0.175772,-0.28308,-2.23002,-0.237115,-0.205835,-1.1131e-07,-0.0187761,-0.0187761,-0.746028,0.3956,-0.334671,-1.07294e-07,-0.0509875,-0.0509875,-0.457724,1.03555e-08,4.93175e-09,-2.23002,1.95647e-08,1.03938e-08,-1.1131e-07,7.6894e-09,7.6894e-09,-0.746028,-2.70206e-09,-5.91424e-09,-1.92978,-1.64592e-08,1.77755e-09
-2.17722,0.120677,0.0384054,-1.08542e-07,-0.0299143,-0.0299143,-0.729465,0.103568,0.046298,-1.8901,-0.144568,-0.102896,-1.04911e-07,0.00863247,0.00863247,-0.448073,0.411338,0.01982,-1.08542e-07,0.00133813,0.00133813,-0.729465,0.351906,0.0253802,-1.8901,0.376059,-0.275221,-1.04911e-07,0.0246464,0.0246464,-0.448073,-6.78855e-09,-1.46172e-08,-2.17722,4.17017e-10,-4.20485e-09,-0.729465,-3.28893e-08,-1.22109e-08,-1.8901,1.29359e-08,-8.99353e-09,-1.04911e-07,-5.39141e-09,-5.39141e-09,-0.448073,0.392406,0.0447775,-2.17722,0.10968,0.039433,-1.08542e-07,-0.0121751,-0.0121751,-1.8901,0.039457,-0.111126,-1.04911e-07,-0.0475597,-0.0475597,-0.448073,0.210181,-0.277478,-2.17722,-0.1388,-0.201159,-1.08542e-07,-0.0186617,-0.0186617,-0.729465,0.325898,-0.327628,-1.04911e-07,-0.0502092,-0.0502092,-0.448073,1.08209e-08,4.91853e-09,-2.17722,1.64599e-08,1.02448e-08,-1.08542e-07,7.59789e-09,7.59789e-09,-0.729465,-3.1375e-09,-5.68955e-09,-1.8901,-1.47283e-08,1.82976e-09
-2.12442,0.124406,0.0375672,-1.05773e-07,-0.0289473,-0.0289473,-0.712901,0.0794535,0.0453679,-1.85043,-0.132513,-0.100614,-1.02528e-07,0.00855223,0.00855223,-0.438421,0.432971,0.0179085,-1.05773e-07,-0.000637514,-0.000637514,-0.712901,0.313914,0.0232366,-1.85043,0.349623,-0.270878,-1.02528e-07,0.0225835,0.0225835,-0.438421,-6.0785e-09,-1.44913e-08,-2.12442,-5.18039e-09,-4.31765e-09,-0.712901,-3.15836e-08,-1.2132e-08,-1.85043,1.05748e-08,-8.98746e-09,-1.02528e-07,-5.46374e-09,-5.46374e-09,-0.438421,0.351122,0.0439686,-2.12442,0.115657,0.0386156,-1.05773e-07,-0.0116487,-0.0116487,-1.85043,0.0426365,-0.108631,-1.02528e-07,-0.0463735,-0.0463735,-0.438421,0.20732,-0.271876,-2.12442,-0.0404851,-0.196483,-1.05773e-07,-0.0185474,-0.0185474,-0.712901,0.256196,-0.320584,-1.02528e-07,-0.049431,-0.049431,-0.438421,1.06612e-08,4.90531e-09,-2.12442,1.33551e-08,1.00958e-08,-1.05773e-07,7.50638e-09,7.50638e-09,-0.712901,-3.57294e-09,-5.46487e-09,-1.85043,-1.29974e-08,1.88198e-09
-2.07162,0.128135,0.0367291,-1.03005e-07,-0.0279804,-0.0279804,-0.696337,0.0553387,0.0444378,-1.81075,-0.120457,-0.098333,-1.00146e-07,0.00847198,0.00847198,-0.428769,0.434487,0.0159969,-1.03005e-07,-0.00261316,-0.00261316,-0.696337,0.275923,0.021093,-1.81075,0.323187,-0.266535,-1.00146e-07,0.0205206,0.0205206,-0.428769,-6.33967e-09,-1.43653e-08,-2.07162,-1.07778e-08,-4.43045e-09,-0.696337,-3.02779e-08,-1.20532e-08,-1.81075,8.21364e-09,-8.9814e-09,-1.00146e-07,-5.53608e-09,-5.53608e-09,-0.428769,0.302138,0.0431597,-2.07162,0.121635,0.0377982,-1.03005e-07,-0.0111222,-0.0111222,-1.81075,0.0458159,-0.106137,-1.00146e-07,-0.0451873,-0.0451873,-0.428769,0.161336,-0.266274,-2.07162,0.0578299,-0.191807,-1.03005e-07,-0.0184331,-0.0184331,-0.696337,0.186495,-0.313541,-1.00146e-07,-0.0486527,-0.0486527,-0.428769,9.78778e-09,4.89209e-09,-2.07162,1.02503e-08,9.94684e-09,-1.03005e-07,7.41487e-09,7.41487e-09,-0.696337,-4.00838e-09,-5.24018e-09,-1.81075,-1.12665e-08,1.93419e-09
-2.01882,0.124084,0.035891,-1.00236e-07,-0.0270134,-0.0270134,-0.679774,0.0312239,0.0435077,-1.77108,-0.108402,-0.0960515,-9.7763e-08,0.00839173,0.00839173,-0.419118,0.431288,0.0140854,-1.00236e-07,-0.00458881,-0.00458881,-0.679774,0.237932,0.0189495,-1.77108,0.29675,-0.262191,-9.7763e-08,0.0184577,0.0184577,-0.419118,-6.82082e-09,-1.42394e-08,-2.01882,-1.34601e-08,-4.54325e-09,-0.679774,-2.89723e-08,-1.19744e-08,-1.77108,5.8525e-09,-8.97534e-09,-9.7763e-08,-5.60842e-09,-5.60842e-09,-0.419118,0.25154,0.0423508,-2.01882,0.121963,0.0369808,-1.00236e-07,-0.0105957,-0.0105957,-1.77108,0.0489953,-0.103642,-9.7763e-08,-0.044001,-0.044001,-0.419118,0.105694,-0.260672,-2.01882,0.106921,-0.187131,-1.00236e-07,-0.0183187,-0.0183187,-0.679774,0.116793,-0.306497,-9.7763e-08,-0.0478745,-0.0478745,-0.419118,8.75532e-09,4.87887e-09,-2.01882,8.40321e-09,9.79784e-09,-1.00236e-07,7.32336e-09,7.32336e-09,-0.679774,-4.44382e-09,-5.01549e-09,-1.77108,-9.53557e-09,1.9864e-09
-1.96602,0.115573,0.0350529,-9.74676e-08,-0.0260465,-0.0260465,-0.66321,0.00710913,0.0425776,-1.7314,-0.0963467,-0.0937701,-9.53803e-08,0.00831148,0.00831148,-0.409466,0.428089,0.0121738,-9.74676e-08,-0.00656445,-0.00656445,-0.66321,0.199941,0.0168059,-1.7314,0.270314,-0.257848,-9.53803e-08,0.0163948,0.0163948,-0.409466,-7.30197e-09,-1.41135e-08,-1.96602,-1.44709e-08,-4.65605e-09,-0.66321,-2.76666e-08,-1.18956e-08,-1.7314,3.49135e-09,-8.96927e-09,-9.53803e-08,-5.68075e-09,-5.68075e-09,-0.409466,0.200942,0.0415419,-1.96602,0.119054,0.0361634,-9.74676e-08,-0.0100693,-0.0100693,-1.7314,0.0521748,-0.101147,-9.53803e-08,-0.0428148,-0.0428148,-0.409466,0.0500527,-0.255071,-1.96602,0.127787,-0.182456,-9.74676e-08,-0.0182044,-0.0182044,-0.66321,0.0470916,-0.299454,-9.53803e-08,-0.0470962,-0.0470962,-0.409466,7.72286e-09,4.86565e-09,-1.96602,7.27735e-09,9.64884e-09,-9.74676e-08,7.23185e-09,7.23185e-09,-0.66321,-4.87927e-09,-4.7908e-09,-1.7314,-7.80468e-09,2.03861e-09
-1.91323,0.107062,0.0342148,-9.46991e-08,-0.0250795,-0.0250795,-0.646646,-0.0170057,0.0416475,-1.69173,-0.0842913,-0.0914887,-9.29976e-08,0.00823124,0.00823124,-0.399815,0.410912,0.0102623,-9.46991e-08,-0.0085401,-0.0085401,-0.646646,0.16195,0.0146623,-1.69173,0.243878,-0.253505,-9.29976e-08,0.0143319,0.0143319,-0.399815,-8.32892e-09,-1.39876e-08,-1.91323,-1.54818e-08,-4.76885e-09,-0.646646,-2.63609e-08,-1.18167e-08,-1.69173,1.1302e-09,-8.96321e-09,-9.29976e-08,-5.75309e-09,-5.75309e-09,-0.399815,0.14821,0.040733,-1.91323,0.116144,0.035346,-9.46991e-08,-0.00954281,-0.00954281,-1.69173,0.0553542,-0.0986524,-9.29976e-08,-0.0416286,-0.0416286,-0.399815,-0.027961,-0.249469,-1.91323,0.148654,-0.17778,-9.46991e-08,-0.0180901,-0.0180901,-0.646646,-0.02261,-0.29241,-9.29976e-08,-0.046318,-0.046318,-0.399815,6.33418e-09,4.85243e-09,-1.91323,6.15148e-09,9.49984e-09,-9.46991e-08,7.14034e-09,7.14034e-09,-0.646646,-5.31471e-09,-4.56612e-09,-1.69173,-6.07378e-09,2.09083e-09
