Cl_pop,0.84454,0.0030326,0.00072063,0.0091139,-0.0015217,3.2793e-9,nan,nan,8.0551e-9,2.0781e-8,-1.9488e-7,5.9836e-9,-2.6027e-8,0.00024633,-0.00083029,-2.2515e-9,nan,0.00065342,0.00016712
V1_pop,0.0030326,0.96329,0.050914,0.0082557,-0.046711,1.3947e-8,nan,nan,2.6278e-8,5.5564e-8,-3.8215e-7,9.8316e-9,-4.6981e-8,-0.00024074,-0.010384,-4.9643e-9,nan,-0.010437,0.0018381
beta_V1_logtCLCRMLMIN,0.00072063,0.050914,0.0764,0.0022148,-0.0037107,3.5801e-8,nan,nan,-2.6542e-9,-3.6172e-8,4.6223e-8,-4.1079e-9,1.22e-8,0.00021003,-0.0021608,1.077e-9,nan,-0.00052286,0.00032016
beta_V1_logtPROGDL,0.0091139,0.0082557,0.0022148,0.085556,-0.0082766,-1.501e-8,nan,nan,3.3862e-8,8.0086e-8,-5.7663e-7,1.4828e-8,-8.7335e-8,0.00020052,-0.005751,-8.9497e-9,nan,-0.0037374,0.0010192
beta_V1_ANTU_1,-0.0015217,-0.046711,-0.0037107,-0.0082766,0.011265,2.9815e-9,nan,nan,-1.0962e-8,-2.6688e-8,1.8645e-7,-4.7399e-9,2.7955e-8,1.1362e-5,0.0017239,2.593e-9,nan,0.001962,-0.00036967
beta_Q_logtAGEA,3.2793e-9,1.3947e-8,3.5801e-8,-1.501e-8,2.9815e-9,3.0773e-13,nan,nan,-3.8016e-14,-2.9746e-13,2.7679e-13,-3.384e-14,1.0702e-13,2.0714e-9,1.402e-9,1.5772e-14,nan,8.8818e-9,-1.5901e-9
beta_Q_logtALBGDL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_Q_logtPROGDL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_Q_LMP_1,8.0551e-9,2.6278e-8,-2.6542e-9,3.3862e-8,-1.0962e-8,-3.8016e-14,nan,nan,6.6741e-14,1.2003e-13,-7.8044e-13,2.4359e-14,-1.1128e-13,1.0288e-10,-4.0861e-9,-1.4111e-14,nan,-3.7402e-9,1.1081e-9
V2_pop,2.0781e-8,5.5564e-8,-3.6172e-8,8.0086e-8,-2.6688e-8,-2.9746e-13,nan,nan,1.2003e-13,6.0187e-13,-2.2626e-12,8.2103e-14,-3.9236e-13,-1.6847e-9,-8.5759e-9,-3.3713e-14,nan,-1.8449e-8,3.563e-9
beta_V2_logtHCM,-1.9488e-7,-3.8215e-7,4.6223e-8,-5.7663e-7,1.8645e-7,2.7679e-13,nan,nan,-7.8044e-13,-2.2626e-12,1.8281e-11,-3.8769e-13,2.3589e-12,-5.0632e-9,6.1375e-8,1.849e-13,nan,4.9263e-8,-1.6644e-8
beta_V2_logtRAL,5.9836e-9,9.8316e-9,-4.1079e-9,1.4828e-8,-4.7399e-9,-3.384e-14,nan,nan,2.4359e-14,8.2103e-14,-3.8769e-13,1.8369e-14,-6.1559e-14,1.2697e-10,-1.5545e-9,-5.9714e-15,nan,-2.1666e-9,5.3154e-10
beta_V2_SEXF_1,-2.6027e-8,-4.6981e-8,1.22e-8,-8.7335e-8,2.7955e-8,1.0702e-13,nan,nan,-1.1128e-13,-3.9236e-13,2.3589e-12,-6.1559e-14,3.5456e-13,-5.5665e-11,8.8417e-9,2.8571e-14,nan,1.0237e-8,-2.7493e-9
omega_Cl,0.00024633,-0.00024074,0.00021003,0.00020052,1.1362e-5,2.0714e-9,nan,nan,1.0288e-10,-1.6847e-9,-5.0632e-9,1.2697e-10,-5.5665e-11,0.0024096,-8.3719e-6,-1.5115e-11,nan,0.00015165,-1.7209e-5
omega_V1,-0.00083029,-0.010384,-0.0021608,-0.005751,0.0017239,1.402e-9,nan,nan,-4.0861e-9,-8.5759e-9,6.1375e-8,-1.5545e-9,8.8417e-9,-8.3719e-6,0.001577,1.0668e-9,nan,0.00055305,-0.00019517
omega_Q,-2.2515e-9,-4.9643e-9,1.077e-9,-8.9497e-9,2.593e-9,1.5772e-14,nan,nan,-1.4111e-14,-3.3713e-14,1.849e-13,-5.9714e-15,2.8571e-14,-1.5115e-11,1.0668e-9,4.8261e-15,nan,4.4142e-10,-3.0081e-10
omega_V2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
a,0.00065342,-0.010437,-0.00052286,-0.0037374,0.001962,8.8818e-9,nan,nan,-3.7402e-9,-1.8449e-8,4.9263e-8,-2.1666e-9,1.0237e-8,0.00015165,0.00055305,4.4142e-10,nan,0.032526,-0.00084108
b,0.00016712,0.0018381,0.00032016,0.0010192,-0.00036967,-1.5901e-9,nan,nan,1.1081e-9,3.563e-9,-1.6644e-8,5.3154e-10,-2.7493e-9,-1.7209e-5,-0.00019517,-3.0081e-10,nan,-0.00084108,0.00013192
