parameter,value,se_sa,rse_sa
Cl_pop,13.5122885501652,0.920236831859603,6.81036989732098
V1_pop,23.8257613090007,2.8391359539044,11.916244425868
Q_pop,26.5537428678122,14.1936341189439,53.4524800876531
V2_pop,12.9119497225789,3.85062935830313,29.8222146231689
omega_Cl,0.259503238254048,0.049110481130545,18.9248047388398
omega_V1,0.260299604467243,0.104448207693323,40.1261492145167
omega_Q,0.969637140227113,0.29375588392948,30.2954447331375
omega_V2,0.855533530200541,0.269922489104441,31.5501940690939
a,1.56749482615396,0.27384921087459,17.4705017398056
b,0.0418130686817424,0.0167195093813961,39.9863246313148
