Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.75399,0.0712903,21.7629,11239.4,449.649,0.00116633,6.66145,0.043647,All
9.76106,0.135452,21.7629,0,1348.37,2.39658e-05,15.2149,0.0377715,All
10.7681,0.114065,21.7629,44957.7,2247.08,0,23.7684,0.0109118,All
11.7752,0.135452,21.7629,78675.9,3145.8,0,32.3218,0.0167873,All
12.7823,0.0427742,21.7629,112394,4044.52,0,40.8753,0.0050362,All
13.7894,0.0641613,21.7629,224788,4943.23,0,49.4288,0.00335747,All
14.7965,0.106935,21.7629,247267,5841.95,0,57.9822,0.0050362,All
15.8035,0.0427742,21.7629,269746,6740.67,0,66.5357,0.0025181,All
16.8106,0.0926774,21.7629,303464,7639.39,0,75.0891,0,All
17.8177,0.106935,21.7629,213549,8538.1,0,83.6426,0,All
18.8248,0.121194,21.7629,112394,9436.82,0,92.1961,0,All
19.8318,0.0142581,21.7629,33718.2,10335.5,0,100.75,0,All
20.8389,0.0213871,21.7629,33718.2,11234.3,7.98859e-06,109.303,0.000839366,All
