pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.37805,0.088081,-2.84298,0.0172831,-1.67509,0.0941291,All
-0.961764,0.499125,-2.64368,0.0172831,-1.28555,0.188258,All
-0.54548,0.704648,-2.44439,0.0115221,-0.896016,0.439269,All
-0.129197,0.234883,-2.24509,0.0288052,-0.50648,0.564775,All
0.287087,0.528486,-2.0458,0.0691325,-0.116944,0.282387,All
0.703371,0.264243,-1.8465,0.0748935,0.272592,0.282387,All
1.11965,0.0587206,-1.64721,0.126743,0.662128,0.533398,All
1.53594,0.117441,-1.44791,0.149787,1.05166,0.156882,All
1.95222,0.088081,-1.24861,0.144026,1.4412,0.125505,All
2.36851,0.0587206,-1.04932,0.247725,1.83074,0.156882,All
,,-0.850024,0.253486,,,All
,,-0.650728,0.299574,,,All
,,-0.451433,0.357184,,,All
,,-0.252138,0.374467,,,All
,,-0.0528422,0.362945,,,All
,,0.146453,0.391751,,,All
,,0.345748,0.362945,,,All
,,0.545044,0.391751,,,All
,,0.744339,0.409034,,,All
,,0.943635,0.27653,,,All
,,1.14293,0.230442,,,All
,,1.34223,0.172831,,,All
,,1.54152,0.0979377,,,All
,,1.74082,0.126743,,,All
,,1.94011,0.0576104,,,All
,,2.13941,0.0518493,,,All
,,2.3387,0.0288052,,,All
,,2.538,0.0345662,,,All
,,2.73729,0.0115221,,,All
,,2.93659,0.00576104,,,All
