iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,673.294,1,20.56,24.431,12.7157,1,0.3,-0.410671,1,1,1,1
2,653.173,1,22.4798,17.6255,13.2312,0.95,0.285,-0.477414,0.974679,0.974679,0.974679,0.974679
3,638.672,1,23.941,18.8869,14.5181,0.9025,0.27075,-0.535998,0.95,0.95,0.95,0.95
4,630.141,1,22.4734,18.5147,13.229,0.857375,0.257212,-0.49515,0.925945,0.925945,0.925945,0.925945
5,620.282,1,26.1794,18.9837,11.3554,0.814506,0.244352,-0.663834,0.9025,0.9025,0.9025,0.9025
6,611.423,1,24.1712,19.0543,11.5368,0.773781,0.232134,-0.576545,0.879648,0.879648,0.879648,0.879648
7,609.266,1,27.9395,18.7322,12.6452,0.735092,0.220528,-0.731718,0.857375,0.926033,0.857375,0.857375
8,597.623,1,22.9201,18.0888,13.3627,0.698337,0.209501,-0.530504,0.835666,0.991106,0.835666,0.835666
9,589.672,1,24.1681,18.3725,12.0048,0.66342,0.199026,-0.593492,0.814506,0.966011,0.814506,0.825831
10,588.718,1,24.2455,18.4519,9.74048,0.630249,0.189075,-0.612838,0.793882,0.941551,0.793882,0.833796
11,583.717,1,27.3166,19.4843,10.0045,0.598737,0.179621,-0.726874,0.773781,0.964148,0.773781,0.812684
12,567.771,1,24.5794,19.1355,11.04,0.5688,0.17064,-0.62189,0.754188,0.939736,0.754188,0.792106
13,564.864,1,23.1043,18.9427,10.2671,0.54036,0.162108,-0.554944,0.735092,0.915941,0.735092,0.77205
14,553.488,1,25.6284,18.3115,11.6862,0.513342,0.154003,-0.653817,0.716479,0.907823,0.716479,0.752501
15,539.721,1,24.1548,18.4907,11.5705,0.487675,0.146302,-0.592206,0.698337,0.884837,0.698337,0.733447
16,529.699,1,24.3635,18.7581,11.6912,0.463291,0.138987,-0.608181,0.680655,0.862432,0.680655,0.714876
17,523.299,1,24.2656,19.6602,11.8587,0.440127,0.132038,-0.593783,0.66342,0.840595,0.66342,0.696775
18,514.146,1,25.4885,20.2427,11.1537,0.41812,0.125436,-0.63152,0.646622,0.81931,0.646622,0.679132
19,508.327,1,25.7578,20.4137,11.3459,0.397214,0.119164,-0.639013,0.630249,0.798565,0.630249,0.677018
20,502.439,1,24.8335,20.8508,11.0564,0.617187,0.11224,-0.598883,0.614291,0.778345,0.614291,0.669601
21,501.796,1,25.3526,20.3083,11.4039,0.586328,0.106628,-0.620005,0.598737,0.844022,0.598737,0.663881
22,494.564,1,26.7459,20.4292,11.2104,0.557012,0.101297,-0.681576,0.583577,0.822651,0.583577,0.711595
23,493.354,1,26.2004,19.9203,12.0463,0.850599,0.095212,-0.675902,0.5688,0.801821,0.5688,0.732736
24,485.276,1,26.0836,19.8746,12.0882,0.808069,0.0904514,-0.66809,0.554398,0.818024,0.554398,0.738036
25,482.848,1,26.09,20.6115,12.4761,0.767666,0.0859288,-0.665705,0.54036,0.797311,0.54036,0.772123
26,479.89,1,26.7678,20.6457,11.8797,0.729283,0.0816324,-0.689639,0.526678,0.784433,0.526678,0.869449
27,474.834,1,25.8685,20.6457,11.9376,0.886714,0.0793089,-0.657346,0.513342,0.790299,0.513342,0.847434
28,471.076,1,25.0343,21.0826,10.8361,0.842378,0.0753434,-0.621295,0.500344,0.794036,0.500344,0.906905
29,470.465,1,25.2238,20.9851,11.6093,0.800259,0.0715762,-0.626427,0.487675,0.795249,0.487675,0.910155
30,458.25,1,25.8602,20.7268,12.4983,0.990783,0.0637657,-0.649721,0.475327,0.775113,0.475327,0.92791
