time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
-40,0,0,0,0,0,0,0,0,0,0,0,All
-39.8076,45.1907,22.9832,29.4784,34.1364,38.2871,42.6847,47.4905,53.5215,60.816,71.26,95.4073,All
-39.6151,78.6814,43.0774,53.9716,61.5996,68.3157,75.0259,82.2403,89.6978,99.211,111.59,134.887,All
-39.4227,82.3127,48.8658,59.7078,67.2458,73.2181,79.1361,85.2997,92.4101,100.245,111.253,130.02,All
-39.2303,69.3288,43.5302,52.1064,57.7091,62.4549,67.0114,71.6698,77.0763,83.0527,90.8284,104.862,All
-39.0378,60.0039,38.2011,45.2412,50.0125,54.1649,58.1195,62.0083,66.2283,71.3252,77.9152,89.6567,All
-38.8454,53.1954,32.8626,39.8269,44.1356,47.7542,51.1993,54.8506,58.5902,63.1391,69.3181,80.1117,All
-38.6529,47.8104,28.5388,35.3078,39.3193,42.7885,46.12,49.4991,53.0414,57.2303,63.0396,73.5849,All
-38.4605,43.7569,24.8387,31.6425,35.5658,38.8488,42.1209,45.3124,48.7994,52.7123,58.2829,68.6555,All
-38.2681,40.4516,21.9936,28.6486,32.3524,35.6714,38.8716,41.9472,45.3038,49.2552,54.5165,64.7908,All
-38.0756,37.6578,19.7171,26.1233,29.8278,33.0781,36.1438,39.1865,42.4214,46.2522,51.4628,61.4815,All
-37.8832,35.382,17.7817,23.9454,27.6631,30.8817,33.9055,36.8782,40.1485,43.739,48.7611,58.9951,All
-37.6908,33.3309,16.066,22.1189,25.7725,28.9445,31.8557,34.8963,38.0621,41.5711,46.6059,56.4211,All
-37.4983,31.5309,14.677,20.5241,24.1587,27.2682,30.1976,33.0992,36.2247,39.6716,44.5574,54.4169,All
-37.3059,29.9576,13.4799,19.0097,22.6959,25.7502,28.5983,31.4708,34.5725,38.032,42.8209,52.5896,All
-37.1135,28.5553,12.4569,17.7894,21.3614,24.3581,27.135,30.0232,33.1026,36.5353,41.091,50.7861,All
-36.921,27.2267,11.5325,16.6872,20.1297,23.0681,25.8499,28.6887,31.6712,35.1206,39.5489,49.0109,All
-36.7286,26.0228,10.6824,15.6968,19.0358,21.9145,24.6632,27.4608,30.4144,33.7751,38.1812,47.5651,All
-36.5361,24.9059,9.8838,14.7066,17.967,20.8046,23.5497,26.3441,29.2082,32.5025,36.9275,46.0828,All
-36.3437,23.866,9.20228,13.808,17.0235,19.8172,22.5454,25.2319,28.0836,31.2986,35.8104,44.7259,All
-36.1513,22.8788,8.43466,12.9329,16.1676,18.8099,21.5742,24.1888,27.0681,30.2336,34.6849,43.3349,All
-35.9588,21.9214,7.82482,12.161,15.3337,17.917,20.6327,23.2289,26.1066,29.1752,33.6162,42.1276,All
-35.7664,21.0198,7.23086,11.4141,14.5128,17.1066,19.7696,22.3008,25.1209,28.2925,32.5363,40.8913,All
-35.574,20.1956,6.70491,10.7666,13.7168,16.3238,18.9098,21.4139,24.2257,27.4131,31.5347,39.7306,All
-35.3815,19.3825,6.23131,10.16,12.9967,15.6042,18.0996,20.6064,23.3293,26.5266,30.561,38.7431,All
-35.1891,18.597,5.77125,9.60057,12.3144,14.8907,17.3797,19.8342,22.4771,25.7096,29.6076,37.6583,All
-34.9966,17.8539,5.32088,9.02675,11.6392,14.1603,16.6354,19.0809,21.7016,24.9063,28.7786,36.7596,All
-34.8042,17.1503,4.88172,8.48439,11.0344,13.5068,15.9182,18.3625,20.9935,24.0832,27.9754,35.9008,All
-34.6118,16.4308,4.53455,7.98504,10.4542,12.8737,15.2874,17.6467,20.2474,23.3599,27.2052,35.0959,All
