parameter,value
Cl_pop,13.5025661256849
V1_pop,23.7170669769772
beta_V1_logtCLCRMLMIN,-3.29289731554227
Q_pop,23.4
beta_Q_LMP_1,0.972076744626512
beta_Q_logtAGEA,1.5508986636738
beta_Q_logtALBGDL,18.8399659788015
beta_Q_logtPROGDL,-18.829619257873
V2_pop,2.8603909534883
beta_V2_SEXF_1,4.63609044164089
beta_V2_logtHCM,37.2735631426262
beta_V2_logtRAL,0.276615517953191
omega_Cl,0.261386344250531
omega_V1,0.282937187835608
omega_Q,3.76579229181107e-8
omega_V2,4.29620340446991e-8
a,1.35045877612973
b,0.0429384821503
