parameter,value,se_sa,rse_sa
Cl_pop,20.6248786979114,6.35906530908579,30.8320131343597
beta_Cl_logtWTKG,-0.520636628928756,3.89665632321309,748.440679487096
beta_Cl_tSCRMGDL,-0.409343256452878,0.280700732309457,68.5734351023247
V1_pop,27.6911584531726,2.47092477567942,8.92315422577176
beta_V1_logtWTKG,-1.67767848792032,nan,nan
Q_pop,23.4,,
beta_Q_logtWTKG,10.5405119409906,9.63701477309081,91.4283369445634
V2_pop,15.5455107827725,7.18872464281287e-7,4.62430906469756e-6
beta_V2_logtWTKG,-10.3019016527701,2.71520720005462e-7,2.63563688683101e-6
omega_Cl,0.265350968804484,0.320395576714971,120.744076480476
omega_V1,0.31242322595771,0.0661048963914163,21.1587650658099
omega_Q,2.27537308044674,0.779711968551237,34.2674339980391
omega_V2,3.09084601071463e-8,3.52947209632504e-8,114.191133563105
a,1.3392642698851,0.234771202492234,17.5298638044286
b,0.0664569528611507,0.0144127076045796,21.6872832473861
