parameter,value
Cl_pop,13.493345082004
V1_pop,23.9173836580275
beta_V1_logtAGEA,0.348328577869665
beta_V1_logtCLCRMLMIN,-3.21128494101752
Q_pop,23.4
beta_Q_LMP_1,0.93224965321569
beta_Q_logtAGEA,1.1132045067338
beta_Q_logtALBGDL,18.6029343497217
beta_Q_logtPROGDL,-18.6045368747093
V2_pop,3.46924892077327
beta_V2_SEXF_1,4.02070831405655
beta_V2_logtHCM,30.9599702597823
omega_Cl,0.258791660252047
omega_V1,0.341974750721146
omega_Q,5.48807640970608e-8
omega_V2,3.30139228160066e-8
a,1.42714419684034
b,0.0432187776805615
