standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.77452,0.229126,-3.16792,0.0172334,-2.72257,0.0327077,-1.93819,0.116352,All
-1.49251,0.101834,-2.75132,0,-2.28356,0.0654153,-1.62966,0.0930818,All
-1.21051,0.356418,-2.33472,0.0344668,-1.84455,0.0817691,-1.32114,0.209434,All
-0.928497,0.381877,-1.91812,0.0517002,-1.40554,0.130831,-1.01261,0.209434,All
-0.646489,0.407335,-1.50151,0.120634,-0.966533,0.228954,-0.70409,0.605031,All
-0.364481,0.178209,-1.08491,0.258501,-0.527524,0.130831,-0.395566,0.395598,All
-0.0824731,0.127292,-0.668307,0.189567,-0.0885142,0.588738,-0.087042,0.465409,All
0.199535,0.381877,-0.251704,0.534235,0.350495,0.506969,0.221482,0.232704,All
0.481543,0.33096,0.164899,0.448068,0.789505,0.441553,0.530006,0.0930818,All
0.763551,0.356418,0.581502,0.430835,1.22851,0.163538,0.83853,0.279245,All
1.04556,0.381877,0.998105,0.120634,1.66752,0.0327077,1.14705,0.395598,All
1.32757,0.356418,1.41471,0.224034,2.10653,0.0163538,1.45558,0.186164,All
1.60958,0.229126,1.83131,0.155101,2.54554,0.0327077,1.7641,0.209434,All
