parameter,value
Cl_pop,13.523386897715
V1_pop,25.7449372141796
beta_V1_ANTU_1,-0.199056099384645
beta_V1_logtCLCRMLMIN,-3.04683016421485
beta_V1_logtPROGDL,-2.04884015230388
Q_pop,23.4
beta_Q_LMP_1,0.914565795722839
beta_Q_logtAGEA,1.21789017628349
beta_Q_logtALBGDL,17.6901776071264
beta_Q_logtPROGDL,-17.6226239859025
V2_pop,2.43768964429649
beta_V2_SEXF_1,4.65537463477502
beta_V2_logtALBGDL,-0.112407560669613
beta_V2_logtHCM,37.0580883647786
omega_Cl,0.259819954423286
omega_V1,0.329675159532087
omega_Q,3.1968568287432e-8
omega_V2,3.68768964438336e-8
a,1.41809220852062
b,0.0431905133428536
