iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,613.185,1,13.509,23.899,13.116,1,0.3,1,1,1,1
2,577.9,1,19.2184,31.7446,14.4728,0.727179,0.18609,0.453534,0.899557,0.798634,1.12658
3,546.799,1,19.5973,33.8704,17.5947,0.701476,0.155323,0.444603,0.937028,0.787024,1.13358
4,528.251,1,19.3102,32.4578,20.5738,0.872948,0.125687,0.42107,1.10103,0.703037,1.20752
5,509.022,1,19.1883,33.2114,20.9449,0.930914,0.107652,0.43428,1.00815,0.700231,1.19992
6,494.276,1,19.2317,33.2864,18.9964,0.975922,0.0913319,0.434893,1.01555,0.707185,1.37903
7,491.492,1,19.157,33.797,19.6217,0.998148,0.08429,0.438183,1.15069,0.740515,1.4514
8,480.928,1,19.2391,32.3842,17.3647,0.972262,0.078119,0.431241,1.07273,0.76754,1.54048
9,479.922,1,19.0946,31.7554,20.3914,1.03856,0.0733713,0.431207,1.13508,0.765057,1.48348
10,475.038,1,19.1413,32.6074,22.8116,1.12767,0.0650609,0.432675,1.18399,0.736138,1.46558
11,463.826,1,19.2286,33.3703,25.4237,1.02953,0.064094,0.427867,1.15342,0.740934,1.37532
12,459.836,1,19.3384,33.2717,22.994,1.05569,0.059839,0.422939,1.1545,0.719931,1.44828
13,452.76,1,19.2733,32.721,22.0515,1.00147,0.0603002,0.425139,1.02519,0.732284,1.35475
14,457.42,1,19.1399,33.4378,25.5498,1.05779,0.0603012,0.429702,1.07946,0.702751,1.30931
15,447.998,1,19.0819,32.975,25.4971,1.04322,0.056234,0.433199,0.977692,0.706491,1.27916
16,452.752,1,19.2454,32.1357,23.7162,1.05173,0.0592603,0.430275,1.07522,0.686016,1.17179
17,444.447,1,19.2322,31.698,22.1426,1.07645,0.0556166,0.434422,1.05281,0.672669,0.968536
18,450.915,1,19.3585,31.4113,21.6122,1.10009,0.0570329,0.432896,1.17738,0.680752,0.966942
19,442.141,1,19.3543,32.1197,22.9063,1.10584,0.0524039,0.431735,1.04443,0.683546,1.00001
20,440.23,1,19.5452,31.207,22.46,1.15525,0.0486612,0.425464,0.99421,0.690242,1.0579
21,441.824,1,19.3597,31.2905,23.3228,1.17057,0.0489123,0.428608,1.01824,0.700169,0.997038
22,436.971,1,19.1919,30.6674,23.7432,1.13846,0.0484459,0.432394,0.929467,0.697982,0.99083
23,432.996,1,19.2695,30.4052,25.247,1.09569,0.0467915,0.430362,1.13351,0.665717,0.968089
24,430.873,1,19.3323,30.5488,25.9451,1.06545,0.0470425,0.434045,1.13448,0.683261,0.973056
25,437.478,1,19.3483,30.485,26.9824,1.06549,0.0490242,0.431953,1.21513,0.693073,1.05704
26,435.88,1,19.149,29.0758,26.5183,1.1012,0.0451537,0.433347,1.17604,0.718067,1.11488
27,436.021,1,19.2766,29.7768,25.046,1.10121,0.0450528,0.434119,1.17585,0.716373,1.12917
28,444.462,1,19.27,29.863,26.8845,1.1947,0.0464142,0.432902,1.12377,0.699446,1.09285
29,448.118,1,19.2054,29.6128,26.8866,1.19477,0.048713,0.43244,1.18667,0.722301,1.00431
30,448.504,1,19.422,29.4717,26.4917,1.1948,0.049018,0.427494,1.17346,0.714039,1.01235
31,450.892,1,19.1023,28.8495,26.0257,1.21127,0.0492538,0.429667,1.12901,0.713204,1.08432
32,445.353,1,19.1438,30.1392,24.7755,1.11196,0.0528363,0.430364,1.04511,0.686766,1.08144
33,441.538,1,19.2102,30.1991,24.2394,1.102,0.0519251,0.425587,1.01175,0.695793,1.03514
34,435.68,1,19.2467,29.6975,23.2222,1.11885,0.046783,0.432467,1.04142,0.712061,1.03186
35,434.09,1,19.2431,28.9456,24.7036,1.17342,0.0435817,0.42804,1.05601,0.753249,0.914593
36,437.391,1,19.3559,29.4765,23.3427,1.17341,0.0441566,0.426512,1.08154,0.74324,1.06365
37,445.602,1,19.2167,29.1227,23.0884,1.21507,0.0453341,0.424323,1.13242,0.765926,1.07388
38,439.275,1,19.2437,29.7203,21.7686,1.15041,0.0451746,0.427156,1.10786,0.724843,1.12964
39,439.576,1,19.2426,29.1338,25.1305,1.18915,0.0431741,0.427924,1.11884,0.738285,1.11651
