iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,633.485,1,13.509,23.899,13.116,1,0.3,1,1,1,1
2,605.011,1,17.5859,24.9598,17.0894,1.09428,0.190478,0.46247,0.971904,1.03488,0.949142
3,577.497,1,16.9373,23.8042,17.1486,1.18831,0.149901,0.448755,1.03131,0.998624,0.783632
4,556.071,1,16.8779,23.317,18.6813,1.32654,0.119884,0.442701,1.05155,0.919565,0.810232
5,531.607,1,16.5874,23.1528,17.6499,1.40417,0.0884184,0.44217,1.11021,0.932089,0.854934
6,522.47,1,16.5408,22.9302,16.8972,1.4573,0.0783675,0.451912,1.10558,0.95965,0.790387
7,510.292,1,16.6254,23.3441,19.8169,1.51739,0.063805,0.447861,1.23628,0.978166,0.778348
8,496.677,1,16.6579,24.1929,19.6642,1.49714,0.056304,0.456553,1.15887,0.950488,0.763963
9,495.904,1,16.5278,22.9741,18.3323,1.4619,0.0557112,0.455749,1.20804,0.989676,0.773848
10,484.052,1,16.6048,23.0384,18.1329,1.42309,0.0506522,0.454434,1.15932,0.978402,0.744396
11,490.427,1,16.6039,23.5637,18.265,1.5362,0.0460128,0.452823,1.26859,0.95323,0.853974
12,483.541,1,16.7092,24.0908,18.7712,1.45161,0.0477603,0.452825,1.16939,0.931058,0.84829
13,480.905,1,16.7143,23.9569,19.1852,1.37148,0.0502648,0.459253,1.1563,0.918239,0.856178
14,471.209,1,16.607,23.7641,19.8859,1.34506,0.0453008,0.454371,1.15645,0.945354,0.823078
15,470.902,1,16.6196,23.5582,19.8842,1.33867,0.043798,0.454861,1.2525,0.951358,0.843107
16,469.05,1,16.597,23.1495,20.3239,1.41794,0.0410642,0.452383,1.06341,1.00652,0.76873
17,466.059,1,16.6181,23.7487,18.5644,1.4179,0.0385873,0.453638,1.05197,0.99876,0.816602
18,469.875,1,16.6902,23.7541,18.4274,1.47896,0.0364863,0.459332,1.10037,0.997397,0.828867
19,463.593,1,16.6898,23.7749,18.6985,1.41825,0.0343152,0.45372,1.13456,0.965605,0.926189
20,464.602,1,16.6317,24.3061,18.7679,1.44044,0.0345771,0.448802,1.15794,0.955984,0.876133
21,461.489,1,16.6478,24.1766,19.1274,1.47159,0.0314428,0.452963,1.10357,0.950574,0.859265
