iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,omega_Cl,omega_Q,omega_V1,omega_V2
1,443.644,1,13.5,23.5,24.3,12.2,1.89,0.262,0.836,0.297,0.822
2,450.832,1,13.299,24.3312,23.942,13.0582,1.91025,0.250812,0.847181,0.336183,0.777036
3,449.611,1,13.5451,25.8366,23.8031,12.9711,1.89037,0.250748,0.9224,0.321348,0.769017
4,443.507,1,13.4923,26.1658,24.1137,12.6965,1.80986,0.25645,1.03062,0.313091,0.72924
5,448.606,1,13.5923,26.763,24.0111,13.1576,1.87622,0.257403,0.962338,0.322638,0.711051
6,450.983,1,13.5864,26.326,23.6561,14.2684,1.94971,0.260699,0.867915,0.302745,0.740135
7,451.644,1,13.3927,25.3885,23.6151,14.5471,1.95646,0.265664,0.836958,0.306076,0.720615
8,444.143,1,13.3695,26.1543,23.6679,13.9425,1.90912,0.256891,0.842154,0.29655,0.689895
9,453.801,1,13.4581,25.9543,23.4865,14.2626,1.9708,0.256305,0.946598,0.297779,0.748552
10,449.451,1,13.3838,23.9316,23.872,14.2017,1.88165,0.263918,1.03541,0.286343,0.76566
11,447.861,1,13.4138,24.9317,23.8577,15.0368,1.89499,0.255836,0.96186,0.284193,0.756159
12,441.733,1,13.416,24.967,23.3367,14.0886,1.8729,0.254895,0.921644,0.296844,0.69858
13,448.412,1,13.4189,26.9537,23.485,13.9454,1.94568,0.254946,0.883189,0.288287,0.709158
14,442.617,1,13.5114,25.0536,23.5614,13.3454,1.83693,0.25388,0.979123,0.300397,0.747841
15,443.782,1,13.4678,27.7546,23.5923,12.5934,1.86268,0.256546,0.987211,0.285156,0.711564
16,440.303,1,13.5862,27.5552,23.6239,12.8892,1.84594,0.258775,0.864787,0.308147,0.72605
17,446.722,1,13.5437,27.0268,23.2683,12.1396,1.91224,0.261,0.835382,0.306774,0.723786
18,448.911,1,13.5549,29.5993,23.2,11.9402,1.95914,0.265023,0.81561,0.312717,0.683883
19,446.184,1,13.49,29.7748,22.999,12.5434,1.95661,0.266756,0.766178,0.303706,0.668156
20,434.843,1,13.5061,29.3282,23.3308,12.7461,1.85615,0.265432,0.749688,0.301441,0.646327
21,445.151,1,13.4833,27.9673,23.3267,13.1733,1.9449,0.25698,0.78354,0.295687,0.700304
22,444.341,1,13.534,29.1936,23.3489,12.117,1.90073,0.264439,0.769881,0.304125,0.754396
23,445.855,1,13.5856,27.9899,23.5466,11.5939,1.89877,0.267669,0.752075,0.310601,0.765331
24,440.239,1,13.6051,28.8305,23.6242,12.511,1.9403,0.264477,0.682678,0.314701,0.683446
25,448.411,1,13.5887,32.0949,23.8402,11.8447,1.98318,0.270931,0.758141,0.311938,0.646921
26,438.197,1,13.5279,26.4947,24.1168,11.9094,1.92572,0.26031,0.701795,0.315599,0.652571
27,439.969,1,13.6378,26.592,24.1862,11.539,1.94367,0.270999,0.667385,0.320503,0.631443
28,449.944,1,13.5511,27.1726,24.1946,11.5473,1.99925,0.261074,0.750021,0.323617,0.661184
29,450.132,1,13.608,26.8408,23.9645,11.5697,2.03096,0.25836,0.689581,0.313717,0.683962
30,452.664,1,13.3643,25.9498,24.2781,12.0176,2.03033,0.252067,0.714997,0.315587,0.760489
31,440.19,1,13.4105,25.9376,23.9538,12.2369,1.90329,0.258755,0.656508,0.327607,0.706463
32,444.866,1,13.4446,26.8688,23.493,12.2246,2.00138,0.253449,0.673763,0.296618,0.700911
33,439.528,1,13.4019,26.7573,23.5615,12.4774,1.93913,0.258702,0.650909,0.293545,0.715059
34,443.78,1,13.4995,26.5763,23.5221,13.0845,1.99608,0.252556,0.640425,0.312213,0.693307
35,442.966,1,13.7049,27.1548,23.4083,12.8233,1.97489,0.261892,0.639394,0.317931,0.691222
36,439.897,1,13.4031,27.9098,23.6735,12.4521,1.94057,0.261298,0.648375,0.328402,0.680842
37,443.767,1,13.5681,26.7357,23.4353,11.7568,1.91842,0.27182,0.679868,0.324391,0.71956
38,441.533,1,13.5306,27.2748,23.5772,12.061,1.91852,0.265387,0.699933,0.32156,0.727509
39,448.984,1,13.6139,29.6398,23.9975,11.7052,1.98737,0.276229,0.641606,0.321022,0.739587
40,447.258,1,13.6611,30.2431,23.7905,11.1102,1.94956,0.272005,0.67694,0.305546,0.78958
41,443.655,1,13.5282,28.1833,23.8433,11.9443,1.95626,0.269815,0.618105,0.309361,0.795795
42,445.221,1,13.49,27.946,23.8794,11.9183,1.96713,0.263107,0.574904,0.325265,0.793307
43,448.112,1,13.5676,27.8476,23.7098,11.5895,2.00883,0.270326,0.595837,0.326554,0.730602
44,448.6,1,13.6822,26.7302,23.7512,10.4674,2.02587,0.269776,0.559831,0.342455,0.725949
45,446.065,1,13.6358,31.2711,23.5094,10.9716,1.99978,0.272224,0.534928,0.350582,0.753183
46,441.922,1,13.7602,31.1457,23.4423,10.793,1.96806,0.264484,0.555456,0.325724,0.788691
47,447.473,1,13.6902,32.539,23.301,11.0572,1.93305,0.265908,0.648628,0.340542,0.839694
48,448.733,1,13.5994,31.1639,23.4863,11.7185,1.99991,0.266022,0.589955,0.344517,0.748641
49,446.242,1,13.4626,30.1632,23.6361,11.2624,1.99729,0.251385,0.551725,0.349176,0.78879
50,447.642,1,13.4137,31.466,23.3584,11.2315,1.97559,0.253841,0.602146,0.352917,0.750233
51,446.421,1,13.3916,30.7555,23.7514,11.217,1.99229,0.261526,0.604073,0.360469,0.710226
52,441.758,1,13.6125,29.8567,23.3224,11.0159,2.03188,0.25708,0.54038,0.33637,0.639297
53,443.499,1,13.7243,30.3153,23.3877,10.8506,2.00522,0.26687,0.607186,0.337161,0.659106
54,436.24,1,13.5522,27.7515,23.7512,11.3517,1.89664,0.263265,0.619367,0.328277,0.680737
55,432.438,1,13.4929,29.0641,24.0716,11.5362,1.87617,0.249245,0.634738,0.300364,0.733955
56,434.128,1,13.4666,26.5275,24.3385,12.0659,1.88639,0.253917,0.678716,0.309031,0.705672
57,441.794,1,13.3576,24.8026,23.9443,12.6829,1.92234,0.254278,0.713527,0.277521,0.78934
58,441.123,1,13.5806,26.0773,24.3161,11.222,1.95218,0.259499,0.650733,0.282644,0.755622
59,440.484,1,13.4032,26.7001,24.1033,11.9168,1.9523,0.259855,0.605488,0.282646,0.77373
60,440.929,1,13.4629,25.6241,24.2352,11.1111,1.92901,0.26625,0.655447,0.272735,0.806297
61,443.702,1,13.6515,26.2543,24.5922,11.2441,1.9097,0.261605,0.677905,0.281105,0.892559
62,441.496,1,13.6553,26.2229,24.8487,10.2994,1.92728,0.26064,0.653983,0.291661,0.830182
63,445.552,1,13.65,25.7434,24.903,10.6833,1.89762,0.267265,0.646554,0.311552,0.907874
64,451.637,1,13.5255,27.7305,24.9748,9.83962,1.96371,0.273463,0.631337,0.306544,0.958755
65,447.754,1,13.4883,25.8342,24.8275,10.9093,1.95671,0.267626,0.614724,0.301037,0.912533
66,441.409,1,13.4986,24.563,24.7524,10.8392,1.85902,0.272432,0.680021,0.305606,0.895947
67,446.638,1,13.4838,22.1219,24.8502,10.4754,1.87799,0.272448,0.707774,0.31305,0.921468
68,446.193,1,13.5014,22.8854,24.9287,11.3178,1.864,0.268386,0.791211,0.317777,0.826775
69,458.613,1,13.5641,20.2242,25.1974,12.0519,1.97018,0.262462,0.919676,0.303019,0.858846
70,462.444,1,13.5072,23.0301,24.5521,12.2583,1.99238,0.271015,0.931586,0.310476,0.820817
71,467.878,1,13.5725,24.6286,24.843,12.6528,2.0323,0.28307,0.963555,0.320164,0.818868
72,454.575,1,13.5554,23.6973,24.4842,12.5108,1.94612,0.264527,0.924489,0.311667,0.779992
73,464.605,1,13.5925,25.8982,24.1894,12.1223,2.05135,0.271303,0.894035,0.286131,0.865346
