parameter,value,se_lin,rse_lin
Cl_pop,20.5720728446847,4.01958866440386,19.5390551781096
beta_Cl_tSCRMGDL,-0.413281168024998,0.182283259637643,44.1063551259169
V1_pop,23.9245164285853,2.20239111199818,9.20558256035109
Q_pop,23.4,,
V2_pop,13.1536429455261,3.01514116591121,22.9224799426134
omega_Cl,0.223353796301285,0.0425708034388529,19.0598074193593
omega_V1,0.310651264642746,0.0727531260458135,23.4195492909005
omega_Q,0.89932471610004,0.250095289985039,27.8092312495967
omega_V2,0.785852344495542,0.185958083786373,23.6632345871214
a,1.85805273600411,0.219122374184384,11.7931192123009
