parameter,value
Cl_pop,13.4929852103897
V1_pop,25.3937960068887
beta_V1_ANTU_1,-0.202165286425425
beta_V1_logtCLCRMLMIN,-3.10253160935897
beta_V1_logtPROGDL,-2.02534749031084
Q_pop,23.4
beta_Q_LMP_1,0.892009599902255
beta_Q_logtAGEA,1.49129122538284
beta_Q_logtALBGDL,18.9518309759731
beta_Q_logtPROGDL,-18.5102218052337
V2_pop,2.97078962208093
beta_V2_SEXF_1,4.46120094353629
beta_V2_logtHCM,35.3921127233602
beta_V2_logtIMCKGM2,-0.637357144420429
omega_Cl,0.258168910251678
omega_V1,0.349380616262652
omega_Q,4.37909194814524e-8
omega_V2,5.31061555457654e-8
a,1.4151296304362
b,0.0429436856281105
