pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.38692,0.127524,-2.91372,0.0119939,-1.64596,0.0545887,All
-0.907706,0.637619,-2.72226,0.0119939,-1.19817,0.327532,All
-0.428493,0.48459,-2.53081,0.0299848,-0.750373,0.545887,All
0.050721,0.306057,-2.33935,0.0299848,-0.30258,0.43671,All
0.529934,0.255048,-2.1479,0.0119939,0.145213,0.272944,All
1.00915,0.153029,-1.95644,0.0659666,0.593006,0.300238,All
1.48836,0.153029,-1.76499,0.0719635,1.0408,0.218355,All
1.96758,0.0765143,-1.57353,0.0899544,1.48859,0.163766,All
2.44679,0.0765143,-1.38208,0.149924,1.93639,0.0818831,All
2.926,0.0255048,-1.19062,0.215891,2.38418,0.0545887,All
,,-0.999165,0.263866,,,All
,,-0.80771,0.27586,,,All
,,-0.616255,0.239878,,,All
,,-0.4248,0.33583,,,All
,,-0.233345,0.407793,,,All
,,-0.0418898,0.41379,,,All
,,0.149565,0.431781,,,All
,,0.34102,0.431781,,,All
,,0.532475,0.371811,,,All
,,0.72393,0.395799,,,All
,,0.915385,0.245875,,,All
,,1.10684,0.227884,,,All
,,1.2983,0.167915,,,All
,,1.48975,0.131933,,,All
,,1.68121,0.13793,,,All
,,1.87266,0.0719635,,,All
,,2.06412,0.0659666,,,All
,,2.25557,0.0479757,,,All
,,2.44703,0.0239878,,,All
,,2.63848,0.0179909,,,All
