popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
3.54434,3.88705,3.54434,0.434973,6.65371,1.39775,1.41935,1.39775,-1.71161,4.50712,All
3.75752,4.31364,3.75752,0.648151,6.86689,1.51981,1.53389,1.51981,-1.58956,4.62918,All
3.98352,4.70801,3.98352,0.87415,7.09289,1.65252,1.65858,1.65252,-1.45685,4.76189,All
4.22311,5.12611,4.22311,1.11374,7.33248,1.79683,1.79437,1.79683,-1.31254,4.90619,All
4.47711,5.53896,4.47711,1.36775,7.58648,1.95373,1.94243,1.95373,-1.15564,5.0631,All
4.74639,5.91199,4.74639,1.63703,7.85576,2.12433,2.10343,2.12433,-0.985036,5.2337,All
4.78822,5.96993,4.78822,1.67885,7.89759,2.30983,2.27883,2.30983,-0.799534,5.4192,All
5.03187,6.27485,5.03187,1.9225,8.14124,2.51153,2.47006,2.51153,-0.597834,5.6209,All
5.33452,6.60616,5.33452,2.22515,8.44389,2.73085,2.67846,2.73085,-0.378521,5.84022,All
5.65537,6.9574,5.65537,2.546,8.76473,2.96931,2.90583,2.96931,-0.140057,6.07868,All
5.99551,7.26915,5.99551,2.88614,9.10488,3.20793,3.13362,3.20793,0.0985613,6.3173,All
6.03209,7.29825,6.03209,2.92273,9.14146,3.2286,3.15341,3.2286,0.11923,6.33797,All
6.35612,7.55604,6.35612,3.24675,9.46549,3.51053,3.42335,3.51053,0.401159,6.6199,All
6.73841,7.86018,6.73841,3.62904,9.84778,3.81707,3.71832,3.81707,0.707706,6.92644,All
7.1437,8.16357,7.1437,4.03433,10.2531,4.15039,4.03918,4.15039,1.04102,7.25976,All
7.27597,8.25316,7.27597,4.1666,10.3853,4.51281,4.38925,4.51281,1.40344,7.62218,All
7.57336,8.45459,7.57336,4.464,10.6827,4.90688,4.77145,4.90688,1.79751,8.01625,All
8.02887,8.76311,8.02887,4.9195,11.1382,5.01811,4.87948,5.01811,1.90874,8.12747,All
8.51178,9.10411,8.51178,5.40241,11.6211,5.33536,5.18845,5.33536,2.22599,8.44473,All
8.51985,9.11004,8.51985,5.41048,11.6292,5.80126,5.64348,5.80126,2.69189,8.91063,All
9.02372,9.60644,9.02372,5.91435,12.1331,6.30784,6.13989,6.30784,3.19847,9.41721,All
9.56646,10.1483,9.56646,6.45709,12.6758,6.82828,6.65201,6.82828,3.71891,9.93765,All
9.76372,10.3452,9.76372,6.65435,12.8731,6.85865,6.68203,6.85865,3.74928,9.96802,All
10.1418,10.7227,10.1418,7.03248,13.2512,7.45757,7.27402,7.45757,4.3482,10.5669,All
10.7518,11.3317,10.7518,7.64247,13.8612,8.10878,7.91917,8.10878,4.99941,11.2181,All
11.0076,11.5871,11.0076,7.89823,14.117,8.63846,8.44634,8.63846,5.52909,11.7478,All
11.3985,11.9774,11.3985,8.28915,14.5079,8.81686,8.62443,8.81686,5.70749,11.9262,All
12.0841,12.6618,12.0841,8.97472,15.1935,9.58676,9.39296,9.58676,6.4774,12.6961,All
12.2515,12.8289,12.2515,9.1421,15.3608,10.4239,10.2325,10.4239,7.31453,13.5333,All
12.8109,13.3874,12.8109,9.70153,15.9203,10.4486,10.2573,10.4486,7.33926,13.558,All
13.4953,14.0708,13.4953,10.386,16.6047,11.3341,11.1483,11.3341,8.22477,14.4435,All
13.5814,14.1567,13.5814,10.4721,16.6908,12.2588,12.0817,12.2588,9.14944,15.3682,All
14.3983,14.9722,14.3983,11.2889,17.5077,12.3239,12.1474,12.3239,9.2145,15.4332,All
14.7392,15.3126,14.7392,11.6299,17.8486,13.4,13.2375,13.4,10.2906,16.5094,All
15.2643,15.8368,15.2643,12.1549,18.3737,14.069,13.9163,14.069,10.9596,17.1784,All
15.9831,16.5545,15.9831,12.8737,19.0925,14.5701,14.4248,14.5701,11.4608,17.6795,All
16.1824,16.7534,16.1824,13.073,19.2917,15.8424,15.7171,15.8424,12.7331,18.9518,All
17.1557,17.7911,17.1557,14.0463,20.265,15.8792,15.7544,15.8792,12.7698,18.9885,All
17.227,17.8639,17.227,14.1176,20.3363,17.2258,17.1236,17.2258,14.1165,20.3352,All
18.1875,18.8455,18.1875,15.0781,21.2969,17.6893,17.5948,17.6893,14.58,20.7987,All
18.4709,19.1351,18.4709,15.3615,21.5802,18.73,18.6529,18.73,15.6207,21.8394,All
19.2814,19.9635,19.2814,16.1721,22.3908,19.4995,19.4351,19.4995,16.3901,22.6089,All
19.7147,20.4063,19.7147,16.6054,22.8241,20.3656,20.3154,20.3656,17.2562,23.4749,All
20.4411,21.1486,20.4411,17.3318,23.5505,21.3097,21.2746,21.3097,18.2003,24.4191,All
20.9586,21.6774,20.9586,17.8492,24.068,22.1439,22.1216,22.1439,19.0346,25.2533,All
21.6706,22.405,21.6706,18.5612,24.7799,23.1199,23.1123,23.1199,20.0105,26.2292,All
22.2025,22.9486,22.2025,19.0931,25.3119,24.0776,24.0834,24.0776,20.9682,27.187,All
22.974,23.737,22.974,19.8646,26.0833,24.93,24.9471,24.93,21.8207,28.0394,All
23.4464,24.2198,23.4464,20.337,26.5557,26.1801,26.2124,26.1801,23.0708,29.2895,All
24.3558,25.1491,24.3558,21.2464,27.4651,26.7402,26.7789,26.7402,23.6308,29.8496,All
24.6902,25.491,24.6902,21.5809,27.7996,28.4662,28.521,28.4662,25.3569,31.5756,All
25.8207,26.6462,25.8207,22.7113,28.93,28.5504,28.6059,28.5504,25.441,31.6598,All
25.9341,26.7621,25.9341,22.8247,29.0435,30.3606,30.428,30.3606,27.2512,33.4699,All
27.178,28.0333,27.178,24.0686,30.2874,30.952,31.0222,30.952,27.8426,34.0613,All
27.3737,28.2333,27.3737,24.2643,30.483,32.1707,32.2446,32.1707,29.0614,35.2801,All
28.4219,29.2746,28.4219,25.3125,31.5312,33.6548,33.7308,33.6548,30.5454,36.7641,All
29.0201,29.8604,29.0201,25.9107,32.1294,33.9809,34.0572,33.9809,30.8715,37.0903,All
29.6657,30.4922,29.6657,26.5564,32.7751,35.7911,35.8652,35.7911,32.6817,38.9005,All
30.7655,31.5684,30.7655,27.6561,33.8749,36.5936,36.6657,36.5936,33.4842,39.703,All
30.9096,31.7094,30.9096,27.8002,34.019,37.6013,37.6701,37.6013,34.4919,40.7106,All
32.1535,32.9266,32.1535,29.0441,35.2629,39.4114,39.4723,39.4114,36.3021,42.5208,All
32.6159,33.3905,32.6159,29.5066,35.7253,39.789,39.848,39.789,36.6797,42.8984,All
33.3974,34.1898,33.3974,30.288,36.5067,41.2216,41.2725,41.2216,38.1122,44.331,All
34.5776,35.3971,34.5776,31.4683,37.687,43.0318,43.0714,43.0318,39.9224,46.1412,All
34.6412,35.4622,34.6412,31.5319,37.7506,43.2635,43.3016,43.2635,40.1541,46.3729,All
35.8851,36.7345,35.8851,32.7757,38.9945,44.842,44.8696,44.842,41.7326,47.9513,All
36.6573,37.5244,36.6573,33.548,39.7667,46.6521,46.6678,46.6521,43.5428,49.7615,All
37.129,38.0068,37.129,34.0196,40.2384,47.0414,47.0544,47.0414,43.932,50.1507,All
38.3729,39.2791,38.3729,35.2635,41.4822,48.4623,48.4672,48.4623,45.3529,51.5717,All
38.8621,39.7796,38.8621,35.7528,41.9715,50.2725,50.2669,50.2725,47.1631,53.3819,All
39.6167,40.5514,39.6167,36.5074,42.7261,51.1491,51.1391,51.1491,48.0398,54.2585,All
40.8606,41.8237,40.8606,37.7513,43.97,52.0827,52.0686,52.0827,48.9733,55.192,All
41.1995,42.1704,41.1995,38.0902,44.3089,53.8928,53.8727,53.8928,50.7835,57.0022,All
42.1045,43.096,42.1045,38.9951,45.2139,55.6156,55.5918,55.6156,52.5062,58.7249,All
43.3484,44.4217,43.3484,40.239,46.4577,55.703,55.6791,55.703,52.5936,58.8124,All
43.6775,44.7842,43.6775,40.5682,46.7869,57.5132,57.4868,57.5132,54.4038,60.6226,All
44.5922,45.8048,44.5922,41.4829,47.7016,59.3234,59.297,59.3234,56.214,62.4327,All
45.8361,47.2102,45.8361,42.7268,48.9455,60.4721,60.4475,60.4721,57.3627,63.5814,All
46.3045,47.698,46.3045,43.1952,49.4139,61.1335,61.1101,61.1335,58.0242,64.2429,All
47.08,48.5054,47.08,43.9706,50.1894,62.9437,62.9232,62.9437,59.8343,66.0531,All
48.3239,49.8005,48.3239,45.2145,51.4332,64.7539,64.7371,64.7539,61.6445,67.8633,All
49.0896,50.5978,49.0896,45.9802,52.1989,65.7526,65.7395,65.7526,62.6433,68.862,All
49.5678,51.0956,49.5678,46.4584,52.6771,66.5641,66.5539,66.5641,63.4547,69.6734,All
50.8116,52.3908,50.8116,47.7023,53.921,68.3742,68.3725,68.3742,65.2649,71.4836,All
52.0421,53.672,52.0421,48.9327,55.1515,70.1844,70.1924,70.1844,67.075,73.2938,All
52.0555,53.6859,52.0555,48.9461,55.1649,71.4943,71.5128,71.4943,68.3849,74.6037,All
53.2994,54.9811,53.2994,50.19,56.4087,71.9946,72.0171,71.9946,68.8852,75.104,All
54.5433,56.2762,54.5433,51.4339,57.6526,73.8048,73.8419,73.8048,70.6954,76.9141,All
55.1722,56.9311,55.1722,52.0629,58.2816,75.6149,75.6667,75.6149,72.5056,78.7243,All
