Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.83242,0.081802,13.8353,0.00521694,10.4289,0.0211487,4.01359,0.0482425,All
9.79786,0.126421,16.5877,0.044344,28.4212,0.0155622,9.66878,0.0545902,All
10.7633,0.118985,19.34,0.0704286,46.4135,0.0119709,15.324,0.0203126,All
11.7287,0.126421,22.0924,0.0886879,64.4058,0.00478838,20.9792,0.0152345,All
12.6942,0.0669289,24.8448,0.0599948,82.3981,0.00359128,26.6343,0.0114259,All
13.6596,0.0446193,27.5972,0.0365186,100.39,0,32.2895,0.00888678,All
14.625,0.0669289,30.3495,0.0260847,118.383,0.00119709,37.9447,0.0126954,All
15.5905,0.118985,33.1019,0.0156508,136.375,0.000399031,43.5999,0.0101563,All
16.5559,0.0520558,35.8543,0.0156508,154.367,0.000399031,49.2551,0.00380862,All
17.5213,0.111548,38.6067,0.0078254,172.36,0.000399031,54.9103,0.00126954,All
18.4868,0.126421,41.3591,0.00260847,190.352,0,60.5655,0.00126954,All
19.4522,0.0371827,44.1114,0.00260847,208.344,0,66.2207,0.00126954,All
20.4176,0.0371827,46.8638,0.0156508,226.336,0.000399031,71.8759,0.00126954,All
